,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0605215950831274,0,0,0,0,0,0,0.0452384247197595,0,0,0,0,0,0,0,0.122720204324528,0,0,0,0,0,0,0,0,0,0,0,0.0718506319497449,0,0,0,0,0,0,0.187733290450176,0,0,0,0.16885101227418,0,0,0,0.068292978745521,0.00214602770688073,0,0,0,0
X002142.CH.EQUITY,0.225657272943027,0,0,0,0,0.21314439824687,0,0,0,0,0,0,-0.0366441504763429,0,0,0.256909867918117,0.129137506269598,0,0,0,-0.0829926935558065,-0.150678368768721,0,0,-0.109668659053239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295680453095897,0,0.107558393650412,0,0,0,0.0330285549268037,-0.0593733942783132,-0.0347841570199567,0
X600000.CH.EQUITY,0,0,0,0,0,0.155691208354594,0,-0.0133918618972697,0.534049658971748,0,0,0,0.112989637547316,0,0,0,0,0.130904772253414,0,0,0,0.101444324542267,0.302397350538417,0,0,0,0,0,0.012859907049066,0,0,0,-0.216571235920512,0,0,0,0,-0.109331251407416,0,0,0,0,0,0,0,0,-0.00251999208787435,0,-0.00343415690952698
X600015.CH.EQUITY,0,0,0.0598606278164048,0,0.0852508271024787,0,0,0.0244226422162586,0,0.426299029428768,0.00294815270202198,0,0,0,0.0876424399778158,0,0.0479867934431278,0.132248901668965,0.0330252071457996,0,0,0,0,0,0,0,0,0,0,0,0.180432172878495,0,0,0.0369510717908875,0.0375128334087759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.122323236706539,0.497738035139671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.277960529547972,0,0,0,0.341620687921491,0,0,0,0,0,0.212487032062178,0,0.153302072992652,0,0,0,0.261129287818956,-0.028749316690941,0,0,0,0,0,0.0481393671333915,0,0,0,0,0,0,0,0,0,0,0,-0.00734801165606007,0,0,0.112291747349963,0.00128250645470343,0.244347738464039,0,0,0,0,0,0
X600919.CH.EQUITY,0,-0.36963916578962,0,0,0,1.15634812540442,0,0.0273546746967072,0,0,0,0.018643600950302,0,0,0,0,0,0,0,0.0499974181371082,0,-0.100520935102253,-0.0323560782298883,0,0,0,0,0,0,0,0,0,0,0.486583809163772,0.0359496610738327,0,0,0,0,0,0,0,-0.0608354342888682,-0.740548851192843,0,0,0,0,0
X601009.CH.EQUITY,0,0,-0.126708992646747,0,0,0,0,0,0.73709700512836,0,0,0,0,0,0,0,0,0,0,0.316184989436436,0,-0.476581994406712,0,0,0,0,0,0,0,0,0,0,0,0,0.0916333929994094,-0.060574443441052,0,0.00391985687869766,0,0,0,0,0,0,0,-0.0604007588788828,0,0.0607712277153821,0.464209216710477
X601166.CH.EQUITY,0,0,0.197880581763245,0,0,0,0,0.257738579704446,0,0,0,0.272388840379108,0,0.0101341705000258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124930485343695,-0.106822011930488,0.118723212029873,0,0,-0.0398625820380148,0,-0.0243874042219782,0,0,0,0,0,0,0,-0.00141967335574692
X601169.CH.EQUITY,0,0,-0.136102362749348,1.07063656176489,0,-0.0525946053679215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.310244610193205,0,0,0.209963518033378,0,0,0,0,0,0,0,0,0,0.0817130311424376,0,0,0,0,0,0,0,0,-0.436776074195532,0,0,0,0,0
