,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.427603886352262,-1.38777878078145e-17,0,-0.0931070257823509,0,0,0,0,0,0,0,0,0,0,-0.122965875851643,0,-0.258326606730422,0.0578605241686822,0,0,0,0,0,0,0,0,0.0955743278982133,0.167601080534716,0,-0.0577704097717915,0,0,0.490265531897618,0.104090810277379,0,0,0,0,-0.100942391152473,0,0,0,0.185182132026143
X002142.CH.EQUITY,0.187348522638468,0,0,-0.277377318393873,0,0.14238109814697,0,0.263719528503788,0.0611696248545375,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0213550500827354,0,0,0,-0.062145815890345,0,-0.136815437316092,0,0,0,0,0,0.110949015073308,0,0,-0.0208403877022801,-0.272551406258375,0,0,0,0,0,0,0.37491311463093,0,0.219410932657801,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.161483780086638,0,0,0,0.0901038539720669,0.0271805967231443,0,0,0,0,0,0,0.42488777227632,0,0,0,0,0,0,0,0,-0.0605724708288211,0,0.0152359299494932,0,0,0.206157593277528,0,0,1.73472347597681e-18,0,0,0,0,0.00371299559177232,0.0305864600808812,0,0,0,0,-0.0490283089348703,0,0,0,0,0,0,0,0,0,0.0868091566265787
X600015.CH.EQUITY,0,-0.0550166932666858,0,0,0,0,0.207238937634796,0,0,0.300060848476892,0.00436004436885947,0,0,0,0.151327023258074,0.0792648600462013,0,0.042883708789619,0,0,0,0,0.0163510915416675,0,0,0,0,0,0,0,0.033170997190421,0,0,0,0,0,0,0,0,0.0415089235778232,0,0,0,0.168903480671807,0,0,0,0.085073344458817,0,0,0
X600016.CH.EQUITY,0,0,0,0.206789266120289,0,0,0.158637955266587,0,0,0,0.0451137208308948,0,0.129859994013264,0,0,0,0.11238540203051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.179826369372307,0,0,0,0,0,0,0.167528444356727,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.157861344792475,0.0509773908544015,0.318085759967525,0,0,0,0,0,0,0,0,0,0.0847753751555515,0,0,0,0,0,0,-0.0497151385822991,0.0456483204768566,0,0,0.0180474582815751,0,0,-0.00591283996559336,0,0,0,0.0655836050601214,0,0,0,0,0,0,0.015946347054523,0.0755363695334926,0,0,0,0,0,0,0,0.0459125511137676,0,0.257731778009264,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.0426850416781528,0,0,0.0868019801960907,4.33680868994202e-19,0,0.0650984169769971,0.0166995762251456,0.193180853351656,0,0,0,0.0318776616548355,0,0,0,0,0,0,0.0572015041866196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311251038985753,0,0,0,0,0,0,0,-0.0457594678847911,0,0
X601009.CH.EQUITY,0.216923351537223,0,0,0.24541582398662,0,0,0,0,-6.93889390390723e-18,0,-3.46944695195361e-18,0.202991602607646,0,0,0,0,0,0,0,0,-0.010961694451787,0.0213432439541127,0,0,0,0,0,0,0,0,0,0,0.122761545183268,0,0,0,-6.93889390390723e-18,0,0,0,0.00187237492817508,-0.0281148255634807,0,0,0,0,0.0337839999269253,0.123257936433346,0,0,0.0226604404675195
X601166.CH.EQUITY,0.0696820220371481,0,0,0,0,0.429059692751196,0,0.0106240745172293,0,0,0,0,0,0,0.283286797783109,0.00320087577986396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681349516416276,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.126903179290122,0
X601169.CH.EQUITY,0,0,0.196117628825952,0.336686916298122,0,0,0,0,0,0,0,0,0.33562040699293,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0528736686796426,0,0,-0.0425774801471586,0,0,0,0,0,0.0617218076141391,0,0,0,0,0,0.0430568494876612,0,0,0.210050947555093,0,0,0,0,0,0
