,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600061.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0.0536224999869023,0,0.0152146990632248,0.127685418504682,0,0,0.0708707136201001,0,0,0,0.232318527230547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451117128310718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136275447153984,0,0,1.0842021724855e-19,0.0478626919462261,0
X002142.CH.EQUITY,0,0,0,0.20750030437577,0,0.0173977466016181,0,0.45867674693061,0,0,0,0,0,0,0,0,0,0,-0.00101309525750126,0.000540672900865652,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.15539273753295,0,-0.0759781341158013,0,0.131230424580125,0,0,0,0,0,0,0,0.0378571328671538,0,0,0,0,0,0
X600000.CH.EQUITY,0.0658944229397983,0,0,0,0.0321703793671305,0.186229950659098,0,0.0360217464830013,0.0344340153486362,0,0,0,0.157135118321227,0,0,0,0,0,0,0,0,0,0,0,0.139866575839649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139715061737958,0,0,0.0720131907297878,0,-4.33680868994202e-19,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.289062381838521,0,0,0.196606651477764,0,0,0,0,0,1.38777878078145e-17,0.316760533519081,0,0,0,0,0,0,0.124622711511617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170325454295165,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0349953346093032,0,0,0,0,0.16066743981353,-3.46944695195361e-18,0.046336067378558,0,0.289357722434036,0,0,0,0.186846905634753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.129058407749644,0,0
X600036.CH.EQUITY,0.401941476726903,0,0.169736411289704,0,0,0,0,0,0.092696771675808,0,0,0,0,0.0817011889909692,0,0,0,0,-0.0106045930243455,-0.0613337749422093,-0.0392480760388268,0,0,0,0,-0.109429916691872,0,0,0,0.0682509105263542,0,0,0,0,0.105145877995141,0,0,0.10430171683694,0.0497898868373304,0,0,0,0,0.0454287371842418,0,0.0632930404489523,0,0,0
X600919.CH.EQUITY,0,0,0,0.306601116100732,0,0,0,0,0,0,0,0,0,0,0.0893638365440914,0,0.192915374445946,0,-0.0216487327613618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259293820935044,0,0,0,0.0430989318735841,0,0.106109257499447,0,0,0.00294455589117038,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.00469294157526939,0,0,0,0,0.0288870020219139,0,0.306765949393668,0.280864442470249,0,0.0385819837422891,0,0,0,0.00548100244011802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0138240045063903,0,0.335097554031362,0
X601166.CH.EQUITY,0,0.0759228197464115,0,0,0.266067343028245,0.144305096098148,0,0,0,0,0,0,0,0,0,0.160363494828455,0,0,0,0,0,0,0,0,0,-0.0102903176650688,0,0,0,0,0,0,0,0,0,0,0,0,0.0701087559968535,0,0,0,0.116283220108809,0.00805736479686657,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0.154685700974172,0,0,0,0,0,0,0,0,0,0,0.249468253907311,0.0395135439837061,0,0,0,0,0,0,0.266766283147092,0,0.0408232818802846,0,0,0,0.0471500067689487,0,0,0,0,0,0,0.0501727893253579,0,0,0.00193510403424228,0,0.0441047051692228,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.233338733707417,0,0.119152885130679,0,0,0,0,0,0,0,0,0.106448778951365,0,0,0,0,0,0,0,0,0,0.218037176927573,0,0,0.177973731342132,0,0,0,0,0.128928757993873,0,0,0,0,0,0,0
X601288.CH.EQUITY,6.93889390390723e-18,0,0,0.0757232780362123,0,0,0,0.0556532216229847,0,0,0,0,0.0932594760484509,0.412988314998459,0,0.0206878807346924,0.0395365040190018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414428168789152,0,0,0.0466796742519432,0,0,0.148449924114965,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0330948138262081,0,0,0,0,0,0,0.23525420933491,0.138732603249854,0,0,0,0.0410335344484046,3.46944695195361e-18,0,0.253629924889663,0,0,0.0422679819888587,0,0.0272686103176104,0,0,0,0,0,-0.0143676245616433,0,0,0,0,0,0,0,0,0.031151204049757,0.21566223318367,0,0,0,0,0.00734883648700973,0,0,0,0.00955963807512812,0
X601398.CH.EQUITY,0.0746535644227448,0,0,0,0,0.0529152476115139,0,0,0,0,0,0.094287771279901,0,0,0,0.489480030977091,0,0,0.0425716239333513,0,0.0320980057010689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672478897125069,0,0,0.0127885785327994,0.0334810078674657,0,0,0,0,0.0270160606482071,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.185481105326853,0,0,0,0,0,0,0.0927403313932822,0,0,0.394914019804441,0,0.166086083912599,0,0,-0.120918737559204,-0.0220997945116201,0,0,0,0,0,0,0,0,0,-0.0443012782643533,0,0,0,0.0982941186598893,0,0,0,0,0,0,0.152728724218716,0.00159575558039894,0,-0.0180895751512831,0,0,0.0678960639038245
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0311728861543232,0,0.246714822422101,0.0301161585757473,0.43771677186465,0.163202382058299,0,0,0,0,0,0.0275779633048815,0,0.0385775336273493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00863610759473423,0,0,0,0,0,0,0,0
