,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.108058474051187,0.116473988381932,0,0.159671719161499,0.0273253823733713,0,0,0,0,0,0,6.93889390390723e-18,0,0.019721596716205,0,0,0,0,0,0,0.193261831306919,0,0,0,0,0,0,0,0,0,0,0,0,0.144285468643277,0.00433884020036937,0,0.0238141632482786,0.136195940699658,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.454559983808313,0,0,0.161527391891475,0.184594455886461,0,0,0,0,0,0,0,0,0,0,0,0.0313149838420745,0,0,-0.394057674711019,0,0.103871085272464,0.169458463894306,0,0,0,0,0,0,0,0.00654405664095833,0.134362277151173,0,0,0.230392915603096,0,0,0,0,0,0,0,0,0,0,0,0,-0.138767965113227,0,0,0.0967358774776209
X600000.CH.EQUITY,0,0,0,0,0.266498776827262,0,0,-0.0193680940653141,0.144925743516284,2.16840434497101e-19,0,0,0.140871156116245,0,0,0,0,0,0,-0.0283321839665549,6.93889390390723e-18,0,0,0,0,0.303333449254848,0,0,0,0,0,0,0,0,0,0,0,0,0.115766251364612,0,0.681995124262881,0,-0.103649994796831,0,0,0,-0.0563773167104785,0,0,0,0
X600016.CH.EQUITY,0,0.0639549792732619,0,0,0,0.0929285307814761,0,0,0.0791226413794006,0.119620843769542,0,0.109760164958532,0,0,0,0,0,0.0868571119896158,0,0,0,0,0,0,0,0.0915405935533054,0,0,0,0,0,0,0,0,0,0,0,0,-0.00847956362321853,0,0,0.0875926268746309,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.120960919616217,0.104812819985115,0,0,0,0,0,0,0,0,0,0.406186020183917,0,0,0,0,0.187877695608604,0.0222028731741776,0,0,0,0,0,0,0,0,0,0,0,0,-0.00512057329330571,0,0,0,0.00628461503050131,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0125451690531282,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0575442171059125,0.0732337942489151,0.102253289913413,0,0.245877039726335,0,0.0198272967563621,0,0,0,0,0.365436918814742,0,0.0554797394795494,0,0,0,0,0,0,0,0,0,0.0136245664501442,0,0,0,0.0510733650149466,-0.018033420958571,0,0,0,0,0,0,0,0,0,0,0,0,0.024300124544911,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.0588658350984391,0,0,0,0,0,0,0,0,0,0,0,0.772426150390002,0.0815191947554527,0,0,0,0,0,0,0.0620780930185905,0.0247138219818092,0,0,-0.0270628298484003,0,0,0,0,0,0,0,0,0,0,0,0.0393988562776626,0,0.0160992832040479,0,0,0,0,0,0,0,0,0.0354252789638125,0,0
X601229.CH.EQUITY,0,0,0.00971237921734213,0,0,0,0,0,0,0,0.686888116972242,0,0,0,0,0,0,0,0.516216956892456,0,0,0,0,0,0,0,0,0,0.163894531569602,0,0,0,0,0,0,0,0,0,-0.0752353822749213,0,0,0,-0.281596063521338,0,0,0,0,-0.0926702937747848,0,0,0.0672409408631225
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0142905635482851,0.0422800280295926,-3.46944695195361e-18,0.874297027889661,0,0,0,0,0.0349535860799813,0,0,0,-0.0590215907415934,0,0,0,0,0,0,0,0,0,0,0,0.144921002396458,0,0,-0.0664877731001358,0,0,0.0329274368175248,-0.123376427128666,0,0,0,0,0,0,0,0,0,-0.0437403294115477
X601328.CH.EQUITY,0,0,0.0291402985154879,0.373424217137359,0.114052878316389,0,0,0.249031081352359,0.0462888608526141,0,0,0,0,0.0205285462907817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
