,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0827482593240696,0,0,0,0,0.295090637983758,0,0,0,0,0,0,0,0,0,0,-0.012432274389193,0,0,0,0.170613127077365,0,0,0,0,0,0.135851685810412,0,0,0,0.176360054428932,0,0,0,0,0,0,0,0.0848663973440601,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.240440900128432,0,0,0,0,0,0,0,0.479096768556511,0,0,0,0,0,0,0,0.0724308706544491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111750639097974,0,0.019685226404405,0,0,-0.0437784423006838,8.67361737988404e-19,0,0,0.0709625335220726,0,0,0.0362381443543681,0,0,0,0,0
X600000.CH.EQUITY,0.0296275466312932,0,0,0,0.0483686373804374,0,0,0,0.0530969642400846,6.93889390390723e-18,0,0.288636600744971,0,0.0470023765523247,0.124124117206251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250606758928144,0,0,0.0784930176431722,0,0,0.104008428443116,0,0,0,0,0,0,0,0,0,0,0.0244927466777486,0,0,0,0
X600015.CH.EQUITY,0,0.112124682825426,0,0,0,0,0.347950547933061,0.108432059780224,0,0,0,0,0.0946941265483197,0.216903503366863,0,0,0,0,0,-0.113132784061158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622327384625122,0,0,0,0,0,0.262423617621228,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.268878882248859,0.0191224391309779,0,0,0.0890405363380264,0.0989984759147104,0,0.11734919229711,-1.38777878078145e-17,0,0.109990364948473,0.0794763428138757,0.141497400497509,0,0.0809685252434613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00672848475577125
X600036.CH.EQUITY,0.0710647847289258,0.208542062158225,0,0,0,0,0.286364588234508,0,0.00663158652838448,0,0,0,0,0,-0.036959601150115,0,0,0.0114384718735373,0,0,0.0614110968723124,0,0,0,0,0,0,0,0,0,-0.0497750020875296,0.0453335613819803,0,0.0865567229203256,0.175753046731658,0,0,0.074963538152649,0,0,0,0,0,0,0,0,0,0,0,0.109872238699954,-0.0391720618290122
X601166.CH.EQUITY,0.0726792670851736,0,0,0.100326039577367,0.0191433079663507,0.395665888753979,0,0,0.00536663556118043,0,0.0500175432897046,0,0.22504297093387,0,0,0,0,0,0,0,0.0490464427734203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341165919044783,0,0,0,0.00919154293052441,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.154527422411914,0,0.36697908453921,0.0848780964134573,0,0,0,0,0,0,0,0,0.0658436217237907,0,0.0819715953097942,0.132577270386429,0,0,0,0,-0.032786070900895,0,-0.0151579500947395,0,0,0,0,0,0.208689111578537,0,0,0,0,0,0,0,0,0,0,0.0369359539005969,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.0693569871544032,0,0,0,0,0,0,0,0,0,-0.0485255650250759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349103986892044,0,0,0.214495700211689,0,0,0,0,0,0,0,0.200843707682472,0,0,0,0,0.0521935325841132,0,0.0465459744265185,0,0,0
X601288.CH.EQUITY,0,0,0.146986328173442,0,0.0914009018716077,0,0,0,0,0,0,0.377096870747045,0,0,0.214127800965848,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084364303887956,0,0,0.0343051285259067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.577936031148896,0,0.0645986193101139,0.123877831383223,0,0,0,-0.0225895230111965,0,0,0,0,0.117700999967637,0,0,0,0,0,0,0.0944834471101083,0,0.0319319394319109,0,0,0,0,0,0,0,0,0.0258919346030509,0,0.0419824580981698,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.116492134314281,0.21388819753553,0,0.0146128036569003,0.357237874007227,0,0.0288888993975468,0,-0.0365669157075323,0,0,0,0.0211377706129658,0,0,0,0,0,0,0,0,0,0.0786345970232782,0,0,0,0,0,0.0329427107127094,0,0,0,0,0,0,0,0,0,0,0,0,0.158968023938461
X601818.CH.EQUITY,0,0.0240489283991563,0,0,0,0,0.268095885410543,0,0,0.138548470114697,0.113802603341389,0.236294994226624,0,0,0.0366396210536652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126903165451429,0,0,0,0,-0.0125393491649773,0,0,0,-0.0975538767683989
X601939.CH.EQUITY,0,0,0,0.0969412869652854,0,0,0,0,0,0.186430893551771,0.143197935705557,0.396351249718466,0,0,0,0.178540712901261,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.00598842686679559,0,0,0,0,0,0,0,0,-0.0372829719783279,0,0,0,-0.080340576360877,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0939675925149332,0,0,0,0,0,0,-0.0972230680446411,0,0.562152698562856,0,0,0,0,0,0,0.269324370469443,0,0,0,0,0,0.159415238381091,0,0.095467857956952,0,-6.93889390390723e-18,0,0,0,0,0.0331867161029713,0.0276070329270596,0,0,0,0,-0.0818030634095709,0,0,-0.541383800325784,0,0.0922141203151545,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.110984255782785,0,0,0,0,0.422013263546767,0.0548363774601275,0,0.0911651524091961,0,0.170093233220919,0.132455498127564,0.105879000422393,0,0,0,0,0.0148548541185258,0,0,0,-0.0399996323524636,0,0,0,0,0,0,0,0,0,0,0,0.0578608424556856,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396488736450779,0
