,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.163838784028235,0,0,0.109489920611952,0.291764845662493,0,0,0,0,0,0,0.25437640676759,0,0,0.221223988385366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116740865462465,0,0,0.0777370128593624,0,0,-0.0364032896778348,0,-0.0657293701751501,0,0,-0.0254201924629513,0,0,0,0,-0.0374630767744607,-0.0886109887424767,-0.288848422335292,0,0
X002142.CH.EQUITY,0.0303857654899885,0,0,0,0.163788304451756,0.119821845777612,0.0431804282697974,0,0,0,0,0,0,0,0,0,0,0,0.0170594459003612,0,0,0,0,0,0.0787696398737164,0,0,0,0,0,0,0,0.205346852506599,0,0.0921055268944145,0,0,0,0,0,0,0,0,-0.0689236008827367,0,-0.0589218873967126,0,0,0,0,-0.0177815274152163
X600000.CH.EQUITY,0,0,0,0,0.10919452306782,0,0.0329062097124584,0,0.434893376200723,0,0,0,0,0.0844760186102406,0,0,0,0,0,0,0.0619731547307467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453614795709936,0.0240826310263037,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.185487087508033,0,0,0,0,0,0,0,0,0,0,0,-0.0750938514134543,0,0,0,-0.0623958341502467,0,0,0,0,0,0,0,0,0.526773384406213,0,0,0,0,-8.67361737988404e-19,0,0.046592599172709,0,-0.00089841663092044,0,0,0.319042797617608,0.152475270991203,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.086680294194977,0,0.234247435717399,0.292963475570483,0,0,0,0,0,0,0.0294588786001675,0,0,0,-0.0885529951974778,8.67361737988404e-19,0.122554545992251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939904728729198,0,0,0,0,0.0658932489274882,0,0,0.142367110211546,0,0,0,0.00985104460231141,0,0,0,0,0,0,0,-0.182622093042439
X601166.CH.EQUITY,0.181576161972669,0.198546355515524,0,0,0,0,0,0,0,0,0.364713602848165,0,0,0,0.0502132606468863,0,0.0204355240994429,0,0,-0.0193556142432281,0,0,0,0.0103821515961779,0,0,0,0,0,0,0,0,0.016131215550616,0,0,0,0.0080057693827397,0,0.147368510918794,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.257048217400416,0,0,0,0.0941513364407025,0,0,0,0,0.140071636945054,0,0,0,0.0876788842850683,0,0,0.130173418300159,0,0,0,0,0,0,0.399994793784094,0.104092009766952,0,0,0,-0.196889732676563,0,0.397118965008523,0,0,0,0,0,-0.124155715184845,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0210915720663961,0,0,0,0,0,0,0,0.0881764254417726,0,0.495905165328082,0.122988767286529,0.0934322830219024,0.0638643094226712,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834544450610683,0,0,0,0,0.0162532573239477,0,0.0481586605957528,0,0,0,0,0,0,0,0,0.0117698548215626,0,0,0.0404737996968708,0,0
X601328.CH.EQUITY,0,0,0.332043480815947,0.124653735974642,0,0,0,0,0,0.0124103858726262,0,3.46944695195361e-18,0.06658927255726,0,0.152233226953089,0.0418619006931646,0,0,0.0556360818294898,0,0,0,0,0,0,0,0.0398266332255161,0,0,0,0,0,0,0,0.0485061675391881,0,0,0.0211120301377152,0,0,0,0,0,0,0,0,0.0813019704434672,0.0427754151935156,0,0,0.0780677812820549
X601398.CH.EQUITY,0,0.00927368285005993,0,0,0.0354728139178319,0,0,0,0,0,0,0.281981069278342,0.31158692280578,0.15761214924121,0.0794944949231678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355620330083856,0,0,0,0,0,0,-0.0274721331705825,0,0.12070769855816,0,0,0
