,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0657991644107815,0,-2.77555756156289e-17,0,0,0,0,-0.143788813249503,0,0,0,0,0,0,0,0,0,-0.145440283654021,0.646334411077594,0,0.762751763159917,0,0.0410212313664424,0,-0.10788960685351,0,0,-0.150224082600837,0,0.00697996640280781,0,0,0,-0.0167247537448858,0,-0.303800847883446,0,-0.0834523905073205,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.218623490019489,0.109025765291944,0,0,0.00495668577713502,0,0,0,0,0,0,0,0,0,0.260538645323981,0,0,0,0,0,0,0,0,0.112409902667218,0.0646858676747393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105762453593588,0,0,0,0.00955939455441476
X601939.CH.EQUITY,0,0,0,0.817476630782443,0,0,0.0385230102066382,0,0,0,0,0,0.0292563243642852,0.0547498946450048,0,0,0.0462081368798483,0,0,3.46944695195361e-18,0,0,0.0014068203998912,0,0,0,0,0,0.00586749567221709,0,0,0,0.0158848223857208,0,0,0.0332520091958477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911608882855675,0,0,0,-0.0695121067013829,0,0,0,0,0,0,0,0,0,0,0.115844886077225,0,0,0,0,0,0,0,-0.015604747537979,0.0566317791348793,0,0,0,0,0,0,0,0,0,-0.093338709192514,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474407385130352,0,0
X601988.CH.EQUITY,0,0,0,0.00425969097643623,0,0,-0.0627528184019286,0,0,0,0,0,0.47312565648918,0,0,0,0,0,0,-0.111365825636234,-0.0448722570689438,0,0,0,0,0,0,0,-0.145462676877732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382346682731527,0.139833712866211,0,0,0,0,0.537858887181177,0,0.0273355611240229,0.248963192817654
X600036.CH.EQUITY,0,0,0.330142336530832,0.0177385018786044,0,0,0,0,0.0136887848665257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747134963270305,0,0.13092195298764,0,0,0,0.450626348205096,0,0,0,0,0,0,0,0,-0.0409715053274282,0,0,0.0801876504544499,0,0.0151743675992917,0,0,0,0.0349993082711805,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.734862171060753,0,0,0,0.0691873459436628,0,0,0,0,0,0,0.11042408979743,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0556450232759617,0,0,0,0,0,0,0,0,0.109603122433313,0,0.158775194263091
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.327134652373536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20227441465788,0,0,0,0,0.0512644026757279,0,0.238602664168486,0,0,0.124800105892496,0,0,0,0,0,0,0,0,0,0.0100484700879507,0,0,0.498542481943156,0,0,0,0.0333388765788396,-0.0865404477442059,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.280040995723649,0,0,0,0.0474575538661831,0,0,0,0,0,0.310825691894924,0,0,0,0,0.159962955368876,0,0,0.225638281373473,0.123187736177002,0.305254785599574,0,0.203397216929594,0,0,0,0,0,0,0,0,0.058377651457477,0,1.38777878078145e-17,0,-0.0537648268730798,0,0.0366266386483184,0,0,-0.30242626408004,0,0,0,0.107159473056868,0,-0.127150984431314
X601658.CH.Equity,0,0,0,0.226402458544485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257342780310336,0.111841383297246,0,-0.174310170605275,0,0,0,0,-0.12748234800268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411222835858698,0,0,0,0,0,0,0,0,0,0
