,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.481464934733115,0.0956890412604999,0,0,0,0,0,0,0,0,0,0.0588155297304895,0,0.0875259370681291,0,0,-0.148561987733511,0,0,0,0,0,0,0.00374647153580588,0,0,0.0284376791491609,0,0,0,0,0,0.0455646145999936,0,0,0,0,0,0,0,0,0,0,0,0.0797703503781756,0.185248864229909,0.0390697006749511,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.173437126934626,0,0,0,0.0495894312128355,0,0,0,-0.0987660628652464,0,0.0170297455877429,0,0.384136512741565,0.189573326104233,0,0,0,0,0,0,0,0,0,0,0,0,0.0515186725246778,0,0,0,0,0,0.095421884685728,0,0.0674544748614494,0,0,0,0,0,0,0,0,0,0.0576656206527041,0,0,0,-0.0745722709934731
X601939.CH.EQUITY,0.25811459460651,0,0,0,0,0,0,0,0,0,0,0.162571047670636,0,0.36564462597752,0,0,0,0,0.0793517056588079,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021193213721045,0.0619490622448537,0,0,0,0.0161530456235589,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.339462485685796,0,0.0229324702287104,0,0.495839672496415,0,0,0,0,0,0,0.00429124754037899,0,0,0.0322779217257944,0,-8.67361737988404e-19,-0.0236639243555162,0,0,0,0,-1.38777878078145e-17,0.00965898238432505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104309310809574,0,0,0,0
X601988.CH.EQUITY,0.0902438736888535,0.0577312721420152,0,0,0,0,0,0,0,0,0.239416139393514,0,0,0,0,0,0.119753326222599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102407577976354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875597371552854,0,0,0,0.240164195558718,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.417009432718404,0,0.148766575661163,0,0,0,0,0.492403689339486,0,0,0,0.556929908759738,0,-0.654733697316762,0.0153821502541016,0,0,0,0,0.173663267369856,0,0,0,-0.0941305804528112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.239828651686814,-0.0421923743372463
X600036.CH.EQUITY,-1.73472347597681e-18,0,0,0.0607497906706624,0,0,0,0.0919270341683852,0,0,0,0,0,0,0,0,0.13540555070172,0,0.123025005704983,0,0,0,0,0,0,0,0.0550390185571249,0,0,0,0.190629603971295,0,0.229450124882709,0,0,0,0.0414195517331561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.120814792814508,0.0260892935499949,0,0,0,0.0894271798910396,0,0.08352574173053,0,0,0,0,0,0,0.0710109843044688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308892313667761,0,0,0,0
X601628.CH.EQUITY,1.73472347597681e-18,0,0.109797381378638,4.33680868994202e-19,0.368026891052276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273251397412696,0,0.140067207465306,0,0,0,0,0,0,0,0.149440257967587,0,0,0,0,0,0.0334046871942111,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.239453341023832,0,0,0,0,0,0.184489542641968,0,-0.0247034889051112,0,0,0,0,0,0,0,0.127163057704414,0,0,0,0,0,0,0.139187905249491,0,0,-0.0867871264147192,0,0,0,0,0,-0.102809713100205,0,0.790416285452465,0,0,0,0,0,0.298500914311626,0,-0.258396081851456,0,0,0,0
X601328.CH.EQUITY,0,0.00260330764810926,0.0389865822931932,0,0,0,0,0,0,0,0,0,0,0.351729551667624,0.0520947179012138,0,0,0,0,0,0,0,0.25394579053187,0.0121767193852054,0.114423725989233,0,0,0.047694948496932,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273357550248473,0,0,0.107619764088911,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.154109116189831,0,0,0.248625047099914,0,0,0,0,0,0,0.174101653737406,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297187863874651,0,0,0,0.0325812642963136,0,0,0,0.117354527791183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0523129587710485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141661887984994,0.557737884690226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.338518072735501,0.00943445592494378,0,0,0,0,0.279543829528673,0,0,0,0,0,-8.67361737988404e-19,0.0364344950338578,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697787698151233,0,0,0,0.105949977490393,0,0,0,0,0.0368506570903935,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198431020845507,0,0,0,0,0,0,0.369387156737942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125629299168895,0,0,0,0.112423287068068,0,0,0,0,0,0.070878536678905,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0787716746032827,-0.0461189348559294,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,6.93889390390723e-18,0,0,-0.04117843226313,0,0,0,0,0,0,0.468610308222627,0,0.295374082612857,0,-0.117798643206572,0,0.167223806714918,0.121231415027526,0,0,0,0.00367786545541503,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0198818441709263,0,0,0.126407932095486,0,0.061238054162109,0,0.0305578879389659,0,0,0.0772155382139227,0,0.189787815778422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159388425283406,0,0.0978324105940189,0,0,0,0.0927050884742022,0,0,0,0,0.0242732713507615,0,0,0,0,0,0,0,0.0870121063190719,0,0,0
X600030.CH.EQUITY,0,0.0637604763123902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297664041642572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202181424038601,-8.67361737988404e-19,0.175509229572328,0.0149643432855774,0,0,0,0,0.0311240630173026,0,0,0,0,0.182532570597161,0,0,0.20086148952011,0,0.026258693085007,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900478368766952,0,0,0.110549538828912,0,0,0,0,0,0,0.0691897726507804,0,0,0,0,0.574818505222813,0,0,0.102247642927369,0,0,0,0,0.0415569643215873,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0514960381397971,0.163336820329275,0,6.93889390390723e-18,0,0.0897495768963924,0,0,0,0,0,0,0,0,0,0,0,0,0.522025155048002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159317876724839,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.242812512382496,0.135941257617373,0,0,0,0,0,0,0,0,0,0,-0.0522869692685623,0,0,0,0,0,0,0,0,0,0,0.0225261076032292,0.0341446334374756,0,0,0,0.128240272932921,0,0,0,0,0,-0.0680369639645159,0,0,0,0,0.508109165227826,0,0,0,0,0,0,0,0,0,0,0.00802331621113059
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.13764928557825,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,1.09753733110633,0,0,0,0,0,0.0832214420482924,0,0,0,0,0,-0.23627261355757,0,0,0,0,0,0,-0.185702960247457,0,0,0,0,0,-0.100124985362321,0,0,0,0.0695117819285295
X600016.CH.EQUITY,0,0.121033315911423,0.131689785042516,0,0,0,0,0,0,0,0.156435556362291,0.0265792856349817,0,0.0100288970334201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151590791670907,0,0,0,0,0.073915963975495,0.0328753391352105,0,0,0,0,0,0,0,0,0,0,0.12228677810516,0.198185835882089,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0.00621119165869576,0,0,0,0,0,0,0,0.0686519746861455,0,0,0,0.030225284407152,0,0,0,0,0,0,0.489716772204632,0,0,0,0,0,0.165672406860921,0,0,0,0,0.216922512950854,0,0,0,0,0,0,0,0,0,0,0,0.0373549447859298,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.00223557481214986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137136287819115,0,0,0,0,0,0,0,0,0,0,0,0,0.0592867944116122,0,0,0,0,0,0,0,0,0.0362721913783486,0,0.573176839712598,0,0,0.149762761665022,0,0.0159944626293031,-0.0401079149319095
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.254801016786351,0,0,0,0,0,0,0,0,0,0,0.369042850960208,-0.0913908591742868,0,0,0,0,0.15735883529845,0,0.661722709741368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19722458959323,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0.130999354618472,0,0,0.232818720133134,-0.0507891985389661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022394764157583,0,0.23770686594781,0,0,0,0,0,0.0171624535496463,0.0917976120449501,0.0376566518826438,0,0,0,0.0709452263208053,0,0,0,0.293328839500363,0,0.15453525058365,-0.279516515611938,0,0
X267.HK.EQUITY,0,-1.73472347597681e-18,0,0.00437594090811402,0,0,0.00756196447897692,0,0,0,0,0,0,0,0,0,0,0,0,0.108715233838274,0,0,0.0123264623391116,0,0,0,0,0,0.161986751898792,0,0,0,0.130127334260423,0,0.248890456766743,0,0,0,0,0,0,0,0,0.0408473034782072,0,0,0,0,0.251267238201789,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0.0493551495188909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105300012641352,0,0,0,0.0824774414182527,0,0.253609658028543,0,0.0591966903175948,0,0,0,0,0.20414124192454,0,0.0122080458602928,0.0597952924997747,0,0,0,0,0.169725131507039,0,0,0,0,0,0.0122480392222572,0,0,0,0,-0.00595830080942241,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.105872635146186,0,0.219988847964741,0,0,0,0,0,0,0.148784789922454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118554733872335,0,0,0,0,0.203768268283285,0,0.018901952230341,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.0447776934777825,0,0,0,0,0.469695864353221,0,0,0,0,0,0,0,0,0,0,0,0,0.405063836353208,0,4.33680868994202e-19,0,0,-0.0014513871594629,0,0,0,0,0,0,0,0,-0.0543671402359086,0,0,0,0.022028060649494,-0.0196697081794271,0,0,0,0,0,0,0.0496898863885947,0,-0.00504271768900657
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0742106552967023,0,0.0496407436674142,0,0,0,0.135429313759443,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558206526384337,0,0.173411637037714,0,0,0.154320272982431,0.0741833259185663,0,0,0.139525913820839,0,0.0392211764417701,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0.0892054715706194,0,0,0,0,0,0.00295030049790562,0.0464942452364499,-0.0092370800469226,0.196525619710539,0.0501204994278809,0,0,0,0,0.0212843001471494,0,0,-0.0679913810020812,0,0,0,0,0,0,0.27916376143339,0,0,0.288265961431901,0,0,0,0.0923190359780715,0,0,0,0.214995265706415,-0.222167556449628,0,0,0,0,0,0,0,0,-0.0422409689855382
