,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.129858137627149,0,0.05592036487993,0,0,0,0,0,0,0,0.364287468151873,0,0,0,-0.0343183056326038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465583451359967,0,0,0,0,0,0,0.249675211657999,0,0,0,0,0,0.0725890082100678,0,0,0,0.0128294597574973,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0,0
X601939.CH.EQUITY,0.221129560180428,0,0,0.255971371843117,0,0.148200344044801,0,-0.0489845692215094,-0.0289582957213207,0,0,0,0,0,0.032033999971978,0,0,0,0,0,-0.00975749335303946,0.0635290448760729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487392071414594,-0.0956189877054189,0,0,0.0178275620754283,0,-0.0385445425363051,0,0,0.0344979256040828,0,0,0,0
X601288.CH.EQUITY,0.413286662498059,0,0.194787895133034,0,0,0.154077091351446,0,0,0.0263472763869404,0,0,0,0,0.0413670000020055,0,-0.118211208230313,0.0482579062353174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202765844838956,0,0,0.0386427600757602,0,0,0,0.156321856722283,0,0,0,0,0,0,0,0,0,0.178666468391119,0,0,0
X5.HK.EQUITY,0,-0.0538894067973091,0,0.22251018128823,0,0.0452101348198981,0,-0.214157291884887,0,0,0,0.067584749493056,0.0413252883527905,0,0,0,0,0,0,0.679319947793061,0,0,0,0,0.169375402000277,0,0,-0.0604069040149421,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.217533963060921,0,0,-0.0832775484799659,0,0,0
X601988.CH.EQUITY,0.14061862520421,0,0.125691185170439,0.149432805036275,0,0,0,0,0.100391321840419,0,0.102030166959497,0,0,-0.24194446004653,0,0,0,0,0,0,0,0,0.0697239370751377,0.250639165859175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113196598016342,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0102405736619708,0,0,0,0,0,0.102976521763221,0,0,0,0,0.0536666509096173,0,0.295765202459627,0.239308931594095,0,0,0,0.11512900223918,0,0,0,0,0,0,0,0,0,0,0.0655033981277396,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0366169741816162,0,0,0,0,0.0878539483729316,0,0,0.00245439082883223,0,-0.0420687670727156
X1299.HK.EQUITY,0,0,0,0,0,-0.00308411184592688,0.0103248945181902,0,0,0,0.209829514584314,0,0,0,-0.141525405906473,0,0,0,0.335583739390116,0.239010565081808,0,0,0.0201930924968003,0,0,0,0,0.153079582209795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607788719859055,0,0.12117308758318,0,0,0,0,0,0
X601628.CH.EQUITY,0.285258695925449,0.281034973566411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823424350373413,0,0,0,0,0,0,0,0,0,0.0477032966930778,3.73072197921483e-05,0,0,0,0,0,0,0.0999975785694635,-0.0408080523755885,0,0,0,0,0,0,0,0,0,0.0514771094531481,0,-0.187626249057278,0,0,0,0.222198226269687
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
