,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.246294748655346,0,0.018433962239978,0,0,0,0,0,0,0.269946352034767,0,0,0,0,0,0,0,0,0,0,0,0,0.136453772932317,0,0.026306665091391,0,0.0962195066707272,0,0.189538899353711,0,0,0,0,0,0,0,0,0,0,-0.0684208762689333,0.0267926538303576,0,0,0,0,0,0,0,-0.105767748671905,0,-0.232424287256536,0.0037622438749082
X601939.CH.EQUITY,0.163554491936658,0,0,0.322993237588912,0,0,0,0,0,0,0.0532101963529059,0,0,0.285309187291616,0,0,0,0,0,0,0,0,0,0,-0.107443035861926,0.203461285253964,0,0,0,0,-0.0997292499245511,0,0,0,0,0,-0.0235626078498438,0,0,0,-0.015333890914539,0,0,0,0,0,0,0,0.0477322529065337,0,-0.00298971989535644,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.311951912370897,0,0,0.224316807531001,0,0,0,0,0,0,0,0.192344472379326,0,0,0,0,0,0,0.174982219360943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198405128544152,0,0,0,-0.0252723727752217,0,-0.0451711436996063,0,0,0,0,0.00521289626852667,0,-0.026581814630757,0,0,0,0.0226326240931403,0
X601988.CH.EQUITY,0,0,0,0.339021008064596,0,0,0,0,0,0.3556218457919,0,0,0,0,0.0462816107790952,0.146686772992922,0,0.0928995146723432,0.0728003183173235,0,0,0,0,0,0,0,0.0645217634361903,0,0,0,0,0,0,0,0,0,-0.480547734293214,0,0,0,0.0342962766806708,0,0,0,0,0,0,0,0,0,0,0,0.337986064499599
X600036.CH.EQUITY,0,0.179040949911215,0.0164267996036707,0,0,0,0,0,0.0987585810900271,0,0,-0.0295409998636178,0.124314259914112,0,0,0,0,0.169747880513156,0,0,-0.0218114640745858,0,0,0.131493963948568,0.0295900981506702,0,0,0,0,0,0,0,0.367952009205756,0,0,0,0,0,0,0,0,0,0.0310684224170589,0,0,0,0.061574153484979,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0,0
X601628.CH.EQUITY,0,0.0182661461697282,0.0141993913604725,0,0,0.286443223587994,0,0,0,0,0,-0.116916432672525,0,0,0,0,0,0,0,0,0,0.325686555281134,0,0.0887998279659843,0,0,0,0,0.0798241151464868,0,0,0,0,0,0.0586480692656114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167946516428385,0,0.0621917169953333
X601658.CH.Equity,0,0,0,0,0.118490913215014,0,0,0,0,0,0,-0.106913611753512,0,0.114739379003743,0,0,0,0.0967916901912093,0.227109488657947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157175580412201,0.323853584074527,0,-0.147223888268303,-0.135905102812359,0,0,0,0,0.104313006963935,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.434989306498929,0,0,0.195810130403049,0,0,0,0,0,0,0,0,0,0,0,0.0762228361568602,0,0,0,0,0,0,0,0,0.0448367403669118,0,0,0,0,0.209933975788707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0255746773130443,0,0,0.0457855903530385,0,0,0.0352372553600337,0
X388.HK.EQUITY,0,0,0.413145486323758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855120470048549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521382694646674,0,0,0.00545943674511643,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.00578627725992187,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.487886120528801,0,0,0,0.0313287381343965,0,0,0,0.0337047357381147,0,0,0,0.0245211765133578,0,0,0,0,0,0,0,0,0,0,0,0.226498061561592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335088079215744,0,0,0,0.036324110272374,0.111367110246153,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.260067690896332,0,0,0,0,0.0892191078873031,0,0,0,0.219240956987957,0,0,0,0,0.0181988408426053,0,0.0193607830851519,0,0,0,0,0,0.0405452780221171,0,0,0.155064184545377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598478820643351,0,0,0,0.00238402386380277,0,0,0,0,0
