,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.113836630970247,0,0.0858234991217906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412291748861947,0,0.499638034377459,0,0,0.151185321131284,0,0,0,0,-0.148870996498336,0,0,0,0,-0.166671890417449,0,0,0,0,-0.808352186799431,0,0,0,0,0,0,0.0905765997116132,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.349172330474126,0,0,0,0,0.109071185998072,0,0,-4.33680868994202e-19,0,0.175228486941651,-0.0349916093432461,0,0,0,0,0,0,0,0,0.0243068670279555,0,0,-0.0596699667785209,0,-0.0948300510175307,0,0,0,0,0,0,0,0,-0.0084543985879935,0,0,0,0,0,0,0.0449608081092704,0.428210458718596,0,0,0,0.00218775258306132,-0.0933780451686484,0,0.153527508630123
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0,0
X601288.CH.EQUITY,0,0.67527527132168,0,0,0,0,0,0,0,0,0,0.0347337278738501,0.151156664061021,0,0,0,0,0,0,0,0,0,0.109676529884368,0,0,0,0,0,0,0,0,0,0,-0.0407039747580518,0,0.00644884300918296,0,0,0,0,0,0,0,-0.0596173564790007,0,0,0,0,0,-0.0510908905537694,0,0,-0.0375765086273882
X601988.CH.EQUITY,0,0.265184482309748,0,0.192128636412849,0,0,0,0,0,0,0.0740336748453904,0,0,0,0,0.0549332571528208,0.120149433510516,0,0,0.0957589877000636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541743295403101,0,0,0,0,0,0.163852522641743,0,0,0,0,0,0,0,0,0.302973583111032
X600036.CH.EQUITY,0,0.123280463609864,0.00877830240046845,0,0,0,0,0.121234768260697,0,0,0,0,0.078812139817433,0,0,0,0,0,0.0358992012952458,0.0418389771302851,0.0842101554670437,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.361251612361808,0.103591218064521,0,0,0,0,0,0,0,0,-0.0614015128165871,0.0450784403233452,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.00912060044899033,0,0,0,0,0,0,0,0,0,0.192595651396374,0,0,0.0944313435287446,0,0,0,0.275383396994636,0,0,6.93889390390723e-18,0,-0.121540437380017,0,0.0314431097552571,0,0,0.119245589554279,0.0610751341280921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337444818539091,0.0339719734878611,0,0,0,0.0208834438290674,0,0,0.109132602882317
X601628.CH.EQUITY,0,0,0,0,0,0.346410021920422,0,0,0,-0.160983712469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322787044317348,0,0,0,0,0,0,0,0,0.0613423621208991,0.152117442512858,0,0.102142552674116,0,0.14339744851482,0.060789438288968,0,0,0,0.141673345512468,0,0,0,-0.0588191978237518,0,0,0,0.00633099540253817
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457127904157463,0,0,0,0,0,0,0.0419243831987723,0.536718772500009,-0.338875903991516,0,0.593084641630445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469987008648928,0,0.213746864955088,0,0,0
X388.HK.EQUITY,0,0,0.273890674761333,0.0279687628145495,0,0,0,0,-0.0291722456312338,0,0,0.0103614036200413,0,0,0,0,0,0,0,0,0,0.196060998617591,0,0,0,0,0,0,0,0,0,0,0,0,0.142217680172578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
