,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137611283929578,0,0,0,0,0,0,0,0,0,0,-0.0977220273763422,0.434744427354238,0,0.688274849060008,0,0.0393187820315964,0,-0.127705614291953,0,0,-0.0822667537355086,0,0.103751270218123,0,0,0,0,-0.135510189603002,0,-0.339564162122328,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0,0.141539742881255
X601939.CH.EQUITY,0,0,0,0.803162628517093,0.00227252076362494,0.00150778297676281,0.0154970187865555,0,0,0,0,0,0.0107542150481733,0,0,0,0,0,0.0520836715187016,0,0,0,0,0,0,0,0,0,0,0,0,0.0897111430070388,0.0418542097214685,0,0,0,0,0,0,0,0,0,0,0,0.0320702935641071,0,0,0.0379133456687109,0,0,0,0,0.0144997614297681
X601288.CH.EQUITY,0,0,0.92038034304534,0,0,0,-0.0678146335646433,0,0,0,0,0,0,0,0,0,0,0.116119970492374,0,0,0,0,0,0,0,-0.0148057570853836,0.0589119188715588,0,0,0,0,0,0,0,0,0,0,-0.103995409296232,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483926215768841,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152631907143025,0,0,0,0,0,0.966831448337869,0,0,0,0,-0.0103672016605116,0,-0.148570008762405,-0.0439449781561459,0,0,0.277214391539058,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.162179333417456,0,0,-0.151204553293639,0,0,0,0,0,0.0576688002624898,0,0.0659237103652602,0,0,0,0,0,0,0,0.0302515066935719,0.223986232915203
X600036.CH.EQUITY,0,0,0.386078427224037,0,0,0,0,0,0.0082261201089847,-4.33680868994202e-19,0,0,0,0,0,0.132671563745757,0,0,0,0,0,0,0,0,0,0,0.189960623629776,0,0.016567351020479,0,0,0,0.175114154547875,0,0,0,0,0,0,0,0,0,0,0.0212515950572428,0,0,0,0,0,0.0102660442370822,0.00744002066591801,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0,0.158529973366047
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.109472856470184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248687570559686,0,0,0.220996628528412,0,0.138652661699216,0,0.332216823895157,0,0,0.0198720299559733,0,0,0,0,0,0,0,0,0,0,0,0.35778084367901,0,0,0,0.124410220262638,0.0799827734430049,-0.0585430211054977,0.106715988936614
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.024741841631306,0,0,0,0,0.402813339600696,0,0,0,0,0,0,0,0,0,0.461944535345753,0,0.089036901392772,0,0.0172136317421393,0.311225070597807,0,0.0172386020120844,0,0,0,0,0,0,-0.378445045380275,0,0,0.139955419949958,0,0,-0.059244863634314,-0.103760858680767,0,0,0,0,0.174956804557521,0,-0.0983499053104654
X388.HK.EQUITY,0,0,0,0,0,0,0.24993740764748,0,0,0,0,0,0,0,0,0,0,0,-0.235424822726426,0,0,0,0,0,0,0.390719150441193,0,0,0,0.0633786653826008,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.221952506215135,0.0367047057180831,0,0.0837232458331154,0,-0.220984575448793,-0.0713990041304945,0,0.0280460576882959
X601658.CH.Equity,0,0,0.0870957996155398,0.130403171398302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312590159399789,0,0.0154724670662923,0,0,0,0,0,0,0,0,0,0,0.0124975450239419,0,0,0,0,0,0,0,0,0,0,0,0.201316132221036,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.159298397037908,0,0,0.0140693227265037,0,0,0,0.0296388339682867,0,0,0.0764799692538998,0,0,0,0,0,0,0,0,0,0,0,0.107897296790188,0,0,0,0,0.661627353191223,0,0,0,0,0,-0.0298934608196745,0,0,0,0.0128859209338985,0.0118466185998912,-0.0210914143198526,0.00472045272645279,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.549456152017923,0,0,0,0,0.00140023855821538,0.073747963636174,0,0,0,0.0513798032976923,0.0885786756044381,0,0,0.0157880882895193,0,0,0,0.0412474994350556,0.035141869701787,0,0.0980063723057536,0,0,0,0,0,0.0611709910951484,0.0296378944480444,0,0,0,0,0,0,0,0,0,0,0,-0.0299570281083926,0,0,0,0,0,0,0,0
