,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.313808569200758,0,0.000441045866037069,0,0,0.354255368241099,0,0,0,0,0,0,0,0.020960426940919,0,0,0,0,0,0,0,0,0.174001930951986,0,0.0226087104359685,0,0,0,0,0,0,0,0,0,0,0.105803348783477,0,0,0,0,0,0,0,0,0,0,0,-0.0308077139872754,0,0,0
X601318.CH.EQUITY,0,0,0.175994156175167,0,0,0,0.0190153464640665,0,0.166962263234852,0,0,0.0173232619148624,0.0931884934478183,0,0.0460137227059188,0,0,0.0334032093955504,0,0,0.198030487733994,0,0,0,0,0,0,0,0,0,0.0127904478731329,0,0.0240460101124034,0,0,0,0,0.0472206743390387,0,0,0,0.0487332567388579,-0.0977774591460415,0,0,0,0,0.0711266011944189,0,0,0,0,0.086720374489492
X601939.CH.EQUITY,0.414121036520181,0.294296812662073,0,0,0,0,0,0.422390375238707,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958543255588429,0,0,0,0,0,0,0.107026439485077,0,0,0,0,0,0,0,0,0,0,-0.029207891250198,0,0,0,0,0,0,0,0,0,0,0.148848960053303,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.00237740815713463,0,0.526710800436444,0,0,-0.0759811532730255,0.0570258797245076,0,0,0,0,0,0,0,0,0,0,0.0639253908810865,0,0.160728050800263,0,0,0,0.102225442769665,0,0,0,0.0446793313889374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401969208241843,0,0.018082189054091,0.0101701189062682,0,0
X600036.CH.EQUITY,0,0.0574878749780432,0,0,0,0,0.120134683100504,0,0,0,0,-0.0658022074373426,0.0653294703775721,0,0,0.171118737034932,0,0.244176137401588,0,0,0,0,0,0.212812646031482,0,0.112770070388568,0.0497283118379381,0,0.0925081432530382,0,0,0,0,0,0,0,0,0,0,0,0.0488185910911296,0,0,0,0,0,0,-0.0995101204747495,0,0,-0.181424946532555,0,0.0261827258749673
X601628.CH.EQUITY,0.100498316453593,0,0,0,-0.0562852704700561,0,0,0,0,0,0,0,-0.0463896612889265,0,0,-0.24084723224368,0,0,0,0,0,0.0806794923783908,0,0.0873867887581623,0,0,0,0,0,0,0,0,0,0.168841320913439,0.537566674959627,0,0,0,0,0,0,0,0,0.0979489527877787,0,0,0,0,0.0260879523778298,0.0193080032213469,0,-0.0746899290308725,0.141394315733913
X1299.HK.EQUITY,0,0,-0.0225213377618458,0,0,0,0,-0.0858278895290413,0,0,0.105954282269445,-0.0160515419750704,0,0,0,0,0,0,0,0,0,0,0.133884815512429,0,0,0,0,0,0,0,0,0,0.0582737751933266,0,0,0,0,0.114933566672711,0,0.101873943903864,0.14229370915327,0.0849014663741485,0.122200302967137,0,0,0,0,0,0,0.298523234441723,0,0,0
X601988.CH.EQUITY,0.138764131911309,0,0.0945284350082193,0.37332221298895,0,0,0,0,0,0,0,0,0.223200301678031,0,0,0,0.110983485312212,0,-8.67361737988404e-19,0,0,0,0.0173470110908041,0,1.73472347597681e-18,0,0,0,0,0,0.12048668311448,0,0,0,0,0,0.0109047008482379,0,0,0,0,0,0.00593784234189067,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.10782286743101,0,0,0,0,0,0,0,0,0,0,0,-0.12214533448766,0,0,0,0,0,0,0.228535385969211,0,0.183818815310759,0,0,0.134665167919175,0,0,0,0,-0.00980105020182314,0,0.0800741005554887,0,0,0,0,0,-0.0405989669227839,0.0733559798376759,0.22146594059742,0,0.251973563021812,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.124454134341802,0.0587677802565264,-0.0151937483220891,0,0,0,0.0121932443158236,0.0591446300986273,0.144204443813335,0,0,0.114756515329013,0,0,0,0,0,0,0,0,0,0,0.0878602079588855,0,0.423293327399889,0,0,0,0,0,0.0280404195017546,0,0,0,0,0.0345308274379951,0,0,0,0,0,0,0,0,-0.105321937055042,0,0,0,-0.0974054104684246
X388.HK.EQUITY,0,0,0,0,-0.0741065141796405,0,0.248492563294183,0,0,0,0,0,0,0,-0.0097869267396317,0,0,0,0,-0.115732216783293,0,0.470991767222385,0,0,0,0,0,0.0267919460993208,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.131402397804933,0.0801153059440309,0,-0.0817896021745532,0,0.155505044840759,0,-0.355002138065539,0,0.0048790596683598,0,0,0.17399866752449,0,0
X601658.CH.Equity,0,0,0,0.41507390188504,-0.391761664979924,0.0554101031864413,0,0.0562179281656461,0,0.286820055462809,0,0,0.0703683170874504,0,0,0.0765018042888291,0.337581883942532,0,0,0.0152926966016029,0,0.257335894529896,0,0,0,0,0,0,0,0,0,-0.280881757980603,-0.0160016687581087,0,0,0,0,0,0,0,0,0,0.0743819504162243,0,0,0,0,0,0,0,2.16840434497101e-19,0,0
X000001.CH.EQUITY,0,0.103548926738511,0,0,0.149798247596668,0,0,0.248105285004317,0,0.291148158744105,0.0487965350778726,0,0,0,0,0,0,0,0,0,0,0,0.184375803380896,0,0,0,0.179423537826585,0,0,0,-0.0934904476790949,0,-0.304969198391271,0,0,0,0,-0.0660114918359083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.02894462662168,0.0413979658818794,0,0,0,0,0,0,0,0.263807472825145,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0320388164740652,0,0.0336600763678547,0.0369949428973715,0.25814629963868,0.182445317434585,0.00581649896446446,0,0,0,0,0,0.199647884148262,0,0.0529790040450227,0,0,0.0662620812503494,0,0,0,0
