,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.106367792232033,0,0.373957679023856,0,0,0.0147927458567088,0,0.154626819749512,0,0,0,0,2.77555756156289e-17,0,0,0,0.152407259961142,0,0,-0.0572104685527627,0,0,0,0,0,0.00489701571892811,0,0,0,0,0,0,0,0,0,0,0.100712139416794,0,0,0,0,0,0,0,0,0,0,0.107295843686833,0,0,0,0
X601939.CH.EQUITY,0.362412116932139,0,0,0,0,0,0,0,0,0,0,0.0383446356124177,0,0.496985177203955,0,0,0,1.73472347597681e-18,0,0,0,-0.0338605768333049,0,0,0,0,-0.0344224819383991,0,0,0,0,-1.73472347597681e-18,0,0,0.0631626862832197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235169544579841,0,0,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.373998156469331,0,0,0,0.418096542385212,0,0,0,0,0,0.0424358489810538,0,0,0,0,0,0.0869849575104941,0,0,0,0,0,0,0,0,0,0,0,0,0.0418404374390214,0,0,0,0,0,0,0,0,0,0,0,0,0.00288400640396417,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0372931988485971,0,0.270277075041483,0,0,0,0,0,0,0,0,0,0.0215544700946687,0,0,0,0.109948770824697,0,0.273437043561131,0,0,0,0,0,0,0,0,0,0,0.054009573375662,0,0,0.0959957806473973,0,0,0,0,0,0,0,0,0,0.0088229446978758,0,0.0853973078692741,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.164594511555032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432142896987947,0,0.120999341547434,0,0,0,0,0,0,0,0.0889232222524857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467095781704076,0,-0.0277506470330152,0
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00101401402053088,0.168143635707439,0,0,0,0,0,0,0,0,0,0.21200921742797,0,0,0,0.271427542202573,0.076139298439633,0,0,0,0,0,0.0802693207901421,0,0,0,0,0.297495698105852,0,0,0,0,0,0,0,0.0201612914097105,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0524643854611993,0,0,0,-0.0306811899933234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361405693836555,-0.538081108206042,0,0,0.358635941345713,0,0,-0.0246665512000773,1.13909567866783,0,0,0,0,0,0,0,0,-0.0314161283549181
