,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.24366810112133,0,0.17834398180931,0,0,0,0,0,0,0.198885658072543,0,0,0,0,0,0,0,0,0,0,0,0.0491946845333285,0,0,0,0,0,0,0.129540315940464,0,0,0,0,0,0,0,0,0,0,-0.0640418030919385,0.0398916437331298,0,0,0,0,0,0,0.0232923106598478,-0.0109065570674092,0,-0.209681110262378,0
X601939.CH.EQUITY,0.475497197952994,0,0,0.205515758463815,0,0,0,0,0,0,0,0,0,0.0662262689548875,-0.168782268829735,0,0,0,0,0,0,0,0,0,0,0.207365120477365,0,0,0,0,0,0,0,0,0,0,0,-0.0174813519110548,0,0,0,0,0,0,0,0,0,0.0845927612788089,0.0655553972490227,0,-0.0244112119372622,0,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296454906933913,0.0946555956172769,0,0,0.174297687274196,0,0,0,0,0,0,0,0,0.185001191499766,0,0,0,0,0.0447659984671692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119215870943472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.484399973239798,0,0,0,0,0,0.30710248659716,0,0,0,0,0.0862298923581313,0.190221907762867,0,0.040190772698141,0,0,0,0,0,0,0,0,0.0494843606335621,0,0,0,0,0,0,0,0,0,0,-0.536185477011075,0,0,0,0,0,0,0,0,0.0890183927905411,0,0,0,0,0,0.22348814022911
X600036.CH.EQUITY,0,0.0497367977997935,0,0,0,0,0,0,0,0,0,0,0.16996099451059,0,0,0,0,0.0286779610607015,0,0,0,0,0.20791519291102,0.0132967380262061,0,0,0,0,0,0,0,0,0.357849430364477,0,0,0,0,0,0,0,0,0.112163040208287,0,0.142440317146005,0,0,0,0.00289082469676197,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0668977417904556,0,0,0,0,0,-0.110208984635158,0,0,0,0,0,0,0,0,0.0813711299526331,0,0.293803976417456,0.121171113833068,0,0,0,0,0,0,0,0.0410282316246947,0,0,0,0.0764993028333962,0,0,0,0,0.00341146822613407,0.114823419196881,0,0,0,0,0,0,0,0,0.164617724477152,0,0.0605391840736308
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.078067468742873,0.0730010368170629,0,0,0,0,0,0,-0.0453959118583487,0,0.0980934571603087,0,0,0,0.143782139316528,0,0,0.289186926477977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318549146200465,0,0.109529276045291,0,-0.150139959981693,-0.154210326686844,0,0,0,0,0,0,0,0,0,0,0,0
