,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.125451640317319,0,0,0.0936814778553632,0,0,0,0,0,0.0757242835582086,0,0,0,0,0,0,0,0,0,0,0,0,0.202982522806766,0,0.292547913821232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137082942400493,-0.0432030369902842,0,0,-0.231020312893973,0
X601939.CH.EQUITY,0.205571502532998,0,0,0.329774679244181,0,0,0,0,0,0,0,0,0,0.260468580483248,-0.0215797629417241,0,0,0,0,0,0.00097972606597385,0,0,0,-0.109497055908604,0.235422997638674,0,0,0,0,-0.108089399290949,0,0,0,0,0,0,0,-0.0222689367541383,0,-0.0384364723003705,0,0,0,0,0,0,0.0797793453877298,0,0,0,0,0
X601318.CH.EQUITY,0.0577067832034747,0,0,0,0.246165620864151,0.187319736645458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107947030275179,0,0,0,0.136947664666332,0.0121640315085939,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0650026797560654,0,0,0,0,0.0466660122334368,0,0,0,0,0,0,0,0,0,0,0,-0.0213552176202958,0
X601288.CH.EQUITY,0,0.261615063192386,0.0777476532527913,0,0.226125180065469,0,0,0,0,0,0.370467246115388,0,0.174930205490155,0.0438005828757404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176085137850156,0,0,0,0,0,0,-0.0427170237565801,0,0,0,0,2.16840434497101e-19,0,-0.123649576783219,0,-0.0600198988613059,0,0,0
X601988.CH.EQUITY,0,0,0,0.416270327251694,0,0,0,0,0,0.343623605141964,0,0,0,0,0,0.197494378779123,0,0.0676789991642219,0,0.110725785056879,0,0,0,0,0,0,0.0797322866286616,0,0,0,0,0,0,0,0,0,0,0,-0.53527653096367,0,0.0633357467761494,0,0,0,0,0,0,0,0,0,0,0,0.246554074653466
X600036.CH.EQUITY,0,0.175156909323297,0,0,0,0,0,0,0.0972048066689246,0,0,0,0.0354586440679448,0,0,0,0,0.175219199948192,-0.0017984800471293,0,0,0,0,0.181177294941215,0,0,0,0,0,0,0,0,0.370003100003683,0,0,0,0,0,0,0,0,0,0.0430050326064879,0.00832404931535899,0,0.0893645991967562,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.401803834208989,0,0,0,0,0,-0.0777769806919054,0,0,0,0,0,0,0,0,0,0.219979364986374,0.0487921301237801,0,0,0,0,0,0,0,0,0.019583972165447,0,0,0,0,0,0,0,0,0,0.0180456126268191,0,0,0,0,0,0,0,0,0.207045819888771,0,0.0883484027761085
X601658.CH.Equity,0,0.14550078688899,0,0,0.0151752916605112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394242590378579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187780244342859,0,0,0.111772985059114,0,0,0,0,0,0,0.00877288989257733,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.473646635171093,0,0,0.156826019392344,0,0,0,0,0,-0.023722504158861,0,0,1.38777878078145e-17,0,0,0.0761932182165619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28232692106048,0,0,0,0,0.0499473421394188,0,0,0,0,0,0,0,0,0,0.0178506090495631,0,0,0,0,0,0,0.0581920408778984,0
X388.HK.EQUITY,0,0,0.306784866546887,0,0,0,0.104012267685609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938561973972174,0,0,0.0245102420010496,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0231757803218265,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0557318891675904,0,0,0.344279068734831,0,0,0,0.00877399946556369,0.066054426331684,0,0,0,0.0565008902007691,0,0,0.0161660488743595,0,0,0.0532991600379258,0,0,0,0,0,0,0,0,0.263896309100411,0,0,0,0,0,0.0465652855120742,0,0,0,0,0,0,0,0,0,0,0,0.119800318780344,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.120494971807307,0.134922141094249,0,0,0,0,0,0,0.00931896376973488,0.342840111847249,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.146346508254107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793331692411009,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373852981159436,0,0,0,0,0,0,0,0,0,0,0.328713202199977,0.0315144049813383,0,0,0.41551861778678,0,0.0109513692960925,0.0396159859958669,0,0.06719285255407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0335611879473405,0,0,0.058303506500326,0,0,0.00899914626840127,0,0,0,0.047085163891776,0,0,0.328366447787155,0,0,0,0,0,0,0,0,0.222926906177334,0.177318315491652,0,0.0467189042686013,0.0998200915721479,0.0466234913631282,0,0,0,0,0,0,0,0,0,0,0,0.0461785495587545,0,-0.0427397543492448
X16.HK.EQUITY,0,0,0,0,0,0,0.344425658736572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167725520430147,0,0,0,0.00997823437742994,0,0,0,0.0506995847861068,0,0.0187547466515448,0,-0.0412131982661438,0,0,0.306534391701203,0,0,0,0.154596102813688,0.0661057884729908,-0.122243750634774,0.0231979544088084,0,0,0,0,0,0,-0.00660187203655829,0,0,0
X000001.CH.EQUITY,0,0,0.139281528383355,0,0,0,0,0,0,0,0,0,0,0,0.000520459636336918,0,0,0,0,0,0,0,-0.034151060080494,0,0.0833556274735232,0,0.0991312273437761,0,0,0,0.110010893972182,0,0.359261258408875,0,0,0,0.12876987289678,0,0,0,0.0587092824773275,0,0,0,0,0,0,0,0.205490701703705,0,0,0,0
