,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0166622111333584,0.428180322841172,0.101588530218659,0.0844930160928697,0,0.0365682492690039,0,0,0,0,-0.00741262256318678,0,0.0388197322030893,0,0,0,0.0630986204796207,0.0472109373216422,0,0,0,0,0,0.107511001842393,0,0,0,0,0,0.0134231112132428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150048673025448,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0815304688175268,0,0,0.0385247426914595,0,0,0,0,0,0,0,0.197403432453864,0.0283874531405426,0,0,0,0,0,6.93889390390723e-18,0.0552239400373146,0.101050625371262,0,0,0,0,0,0,0,0.127974925211567,0,0,0,0,0.318750319565844,0,0,0.0293398691972669,0,0,0.0206497184365185,0,0,0,0,0,0
X601939.CH.EQUITY,0.34435912939313,0,0,0.144754844147627,0,0.186309333925338,0,0,0,0.0487697637556899,0.0961359952321536,0,0,0,0,0,0,0,0,0,0,0.00105468021578463,0,0,0,0,0,0,0,0,0,0,0,0,0.0598003268593126,0,0,0,0,0,0.0109505826991416,0,0,0,0,0,0,0,0,0,-4.2351647362715e-22,0
X601288.CH.EQUITY,0.421033307963069,0,0,0,0,0,0,0,0,0.213070035460771,0,0,0,0,0,0,0,0.0929928337381232,0,0,0.104503713352998,0,0,0,0,0.0529737198746456,0,0.0428146725708151,0,0.0799545252966684,0,0,0,0,0,0,0,0,-0.0364202997844047,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464876771045331,0,0,0,0,0,0,0,0,0,0,0.145495246899077,-0.372185182243955,0,0,0,0,0,0,0,0,0,0,0,0.120516103933878,0,0,-0.59157726406247,0,0.440164658230565,0,0.0301515777233281,0,0,0,0,0,0,0,0,-0.282698812721293,0,0,0,0,-0.316263495954507,0
X601988.CH.EQUITY,0,0,0.318427354090155,0,6.93889390390723e-18,0,0,0,0.0168209611558898,0,0,0,0,0.0909668468536378,0,0,0,0.0505476977856987,0,0,0,0,0.55843286693659,0.0304700110930289,0,0,0,0,0,0,0,0,0,0.0238615759800023,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0401020923836056,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0145296119995162,-0.0244613387944539,0.202849561251202,0,0,-0.0232426788893301,0,0.0579893775192315,0.0221668041303746,0,0,0,0,0,0.473637701990604,0,0.117563836198413,0,0,0.101142839858666,0,0,0,0,0,0,0,0,-0.0229070144991903,0,0,0,0.0498807478065019,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0111434224279996,0,0,-0.0385106253354696,0,0,0,0.101781389355576,0,0,0.0201858231876125,0,-0.0343801050636663,0,0,0.269139162628603,0,0,0,0.0913347919895823,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0256813343598152,0,0,0,0,0.322203584036426,0,0,0,0.115897361200502
X601628.CH.EQUITY,0,0,0,0,0.025369796335336,0,0,0,0,0,0.195590099642666,0,0,0,0,0.00460956973057402,0,0,0,0,0,0,0,0,0,0,0.0436946834931361,0,0,0,0,0,0,0,0,0,0.225195745958826,0,0,0,0.172052790473961,0.156520747324324,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.156284538084866,0,0,0,0,0,0,0,0,0,0,0.100051270444842,0,0,0,0,0,0,0.0224564616737242,0.0886014287298981,0,0,0,0,0,0.112211649020112,0,0,0,0.0610136539683835,0,0,0,0.0577958987715047,-0.0245806773958662,0,0,0,0.166974525806862,0.246152282430097,0,0,0,0,0,0,0,0.0213222305917745,0,0,0
