,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.145833918305669,0,8.67361737988404e-19,0,0,0,-0.107290104995374,0,0,0,0,0,0,0,0,0,0,-0.0825856515608666,0,0,0.423326414708387,-0.125010787900367,0,0,0,0,0.467096833682337,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0294693914747567,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-6.7762635780344e-21,0,0,0,0.00597216530340463,-0.0167780528926863,0,0,0,0,0,0,0,0,0,0.496430911421274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219187954749166,0,0.0342620803827436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149872080356273
X601939.CH.EQUITY,0,0.0746554856937299,0,0.781004672960893,0,0,0,0,0,0.0387072165760983,0.0582659534584983,0,-0.0434688633200427,0.00708276922567951,0,0.0716512078312013,0,0,0,0,0,0.00278006489424218,0,0,0,0,0,0.0421841910877351,0,0,0,0,0,0,0.076829467891026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.93852420061662,0,0,0.069168764520935,0,-0.0622092648470636,0,0.0457014542653895,0,0,-0.0129010849065198,0,0,0,0.0275219765499757,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0160397396851948,0,0,0,0,0,0,0,0,0,0,-0.0338234111500265,0.0117055315221513,0,-0.102099478234305,0,0,0,0.0342235559974675,0,0,0,0,-0.125328380073459,0,-0.0431170634928711
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0893181900185256,0.275428302663904,0,0.271625687740994,0,0,0,0,0,0,0.334930670255716,0,0,0,0,0,0,0,0,-0.0773129837162755,0,0,0.0175293986065358,0,0,0,0.213339957230922,0,0,0,0,0,0,0,0,0,0,0.11185468437963,0,0,0,0,0,0,0.0359327463713721
X600036.CH.EQUITY,0,0,0,0.348743090231223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18093605638473,0,0,0,0,0,0,0,0.197940091985505,0,0.0330409337766741,0,0,0,0,0,0,0,0,0.0691804818132301,0,0,0,0,0,0,0,0.0760077386662863,0,0,0,0,0.00435022198568938,0,0,-0.00821813568636929
X601988.CH.EQUITY,0,0,0,0.0353839852497374,0,0.0280990789922611,0,0,-0.0171012396118164,0,0,0,0,0.0537315893567566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160019199923189,0,0,0,0.0437513702537087,-0.115007183602314,0,0.959907460474543,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.068648787635644,0,0,0,0,0.118643526244988,0,0,0,0,0,0,0,0,0,0,0,0,0.30320663644362,0,0,0,0,0,0.0270122502715304,0,0,0,0,0,0,0,0.125917997322989,0.0875368153610356,0,0,0,0,0.117563806428293,0,0,-0.0131480158706645,0,0.11829926903868,0,-6.93889390390723e-18,0,-0.0385076247219079,0.0289016288133407
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00762745119830811,0,0,0,0,0,0,-0.153645591125626,0,0,0,0,0,0,0,0,0.0370081362456173,0.501787815585424,0,-0.0716242800637802,0,0,0,0,0,0.124562561426424,0,0,0.104351882483955,0,0,0,0.131858105394629,0.270307281263322,0.219066853956364,0,0,0,0.365507831954067,0,0.0604865300450584,0
X388.HK.EQUITY,0,0,0,0,0.234378049038369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12326313204506,0,0.254646963949736,0,0.116187496355855,0,0,0,-0.00872976077793684,0,0,0,0,0,0,0,0.112741843070828,0,0,0,0,0,0,0,0,0,0,0,0,-0.181659734135428,0,0,0.277818556053696
