,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0121559908752019,0,0,0.0390965704779267,0,0.295216080357614,0,0,0,0,0,0.115185469955106,0,0,0,0,0.110724865781852,0,-0.00354055391680986,0,0,0,-6.93889390390723e-18,0,0,0,0.0573273958148489,0.280302594636845,0,0,0,0,0,0.0523045755912131,0,0,0,0,0,0,0,0,0,0,0.0182067821752493,0,0,0,0,0
X601939.CH.EQUITY,0.265674026601836,0,0,0,0,0,0,0,0,0,0,0,0,0.426753052984515,0,0,0,0,0,0.10681633909711,0.0559670875549209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464428614937674,0.0402874084465043,0,0,0.0213561703431538,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X601318.CH.EQUITY,0.2104009536713,0,0,0,0,0,0,0,0.164983176112862,0,0,0,0,0,0,0.214438728669985,0,0.117671935032838,0.0949407514849502,0,0,0,0,0,0,0,0,0,0,-0.0342032597250225,0.0815335693381312,0,0,0.0291086338910078,0,0.112666180559411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017258572723268,0,0,0
X601288.CH.EQUITY,0.344168512266207,0.00648897213100088,0,0,0.502273372953209,0,0,0,0,0,1.38777878078145e-17,0.0117929588732749,0,0,0.0403750047279107,0,0,0,-0.0329612549608975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171351729342029,0,0,0,0,0,0,0,0,0.0949515447877965,0.0078879844403838,0,0,0
X601988.CH.EQUITY,0,0,0.123483690948983,-1.73472347597681e-18,0,0,0,0,0,0,0.109814045279316,0,0,-6.93889390390723e-18,0,0.107472389651155,0,0.0647644203898269,0,0,0,0,0,0.0462407583123489,0,0,0,0,0,0,0,0.124611953480306,0,0,0.105953031191562,0,0,0,0,0,0,0,0,0,0,0.243500955308397,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.00881529978926972,0,0,0,0.120581851117163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.359205482838903,0.233748721296324,0,0,0,0,0,0,0,0,0,0,0.429414700985448,0,0,0,0.384715115821465,0,0,0,0,0,0,-0.369586526054872,0.16994573783423,-0.182397694002994,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0886151961350643,0,0,0,0.274440555445089,0,0,0,0.14248224760565,0,0,0,0,0,0,0,0,0,0,0,0.0840612382408673,6.93889390390723e-18,0,0.203469904594702,0,0.108533891070372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558535544166992,0,0,0
X1299.HK.EQUITY,0,0.0667512853391922,0,0,0,0,0,0,0,0,0,0.0925290066979497,0,0,0.0583785216654523,0,0,0.288192496667006,0,0,0,0.0399776444675739,0,0,0,0.0606836336448019,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.387222667258574,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206213950261714,0,0,0,0,0.00855611807630276,0,0,0,0.0910681140102438,0,-0.020199422186535,0,0,0,0.248974908796174,0,0,0,0.104362100523984,0,0,0,0,0,0,0,0,0.0326833729984244,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.117894779131023,0,0,0,0,0,0.186533321572493,0,-0.106023694480076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771527237678825,0,0,-0.225412125529103,0,0,0,0,0,0,0.695117688621686,0,0,0,0,0,0,0.470756044895623,0,-0.161507865442031,0,0,0,0
X601328.CH.EQUITY,0,0.0682342697221035,-1.0842021724855e-19,0.00255487342305748,0.0769587806922369,0,0,0,0,0,0,0,0,0.308751940811211,0.0434438886940719,0,0,0,0,0,0,0,0.0370736917595868,0.241039567864072,0.0558460335117313,0.0280233921433595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148500712099456,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.143689152699027,0,0,0,0,0.331839509468889,0,-0.0582592949434688,-0.058378185786169,0,0,0,0,0,0,0,0,0,0.130831717831123,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.00136344301540173,0.412931218824906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200744103692208,0,0,-0.144507045544399,0.0484978458104687,-0.0237721469286627,0,0.0687782743755947
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0481915158037182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140444251191315,0.560580024962152,0,0,0,0,0,0,0.0153353628979505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.322708069648519,0.14047958154558,0,0,0,0.00559969259565537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.197923205203584,0,0,0.0243505364146399,0.101926558162854,0,0,0.230116610618138,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0584178398809962,0.0290610911260451,0,0,0,0,0,0,0,0,0.181768939992442,0,0,0,-8.67361737988404e-19,0,0.36875070446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118825642722155,0.110500534957625,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.142629202309452,0,0.151985309312712,0,0.00643681703642155,0,0,0.072672542839368,0,0,0.0375092674660549,0,0,0,0,0,0,0,0,0,0.0540785180116927,0,0,0,0,0,0.309648779434814,0,0,0,0,0.0669354447191754,0,0,0,0,0,0.150082913198313,0,0,0.0452107443250968,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0410178021415388,0,0,0,0.0419742781218543,-0.0938344028201812,0,0,0,0,0.0313477556935772,0,0,0,0,0,0.051775209867876,0,0.0542438028927538,0,0,0,-0.0618054633951238,0,0,0,-0.0220290009842581,0,0.538584299575075,0.148627405232815,0,-0.102314983825709,0,0,0.139120712785382,0,0.131254558497672,0,0,0,0,0,0,0,0,0.00168005834365629,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.202117656671866,0,0,0,0,0,0,0,0,0.0668069649596424,0,0,0,0,0,0.495325939156742,0,0,0,0,0.0441412052906302,0,0,0,0,0,0.224509849384963,0,-0.11951076878577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
