,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.144710748269455,0,0,0,0,0.0981813236225744,0,0,0,-0.0611509983725013,0,0,0,0,0,0,0,0,0.240818851051679,0,0.0130145202949792,0,0,0,0,0,0,0,0,0,0.0434562761468239,0,0,0.118623216971497,0,0,1.0842021724855e-19,0,0,0,-0.0579843102037468,0,0,-0.116953519289642,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.149201393800919,0,0.0784597617579727,0,0.281408629414127,0,0,-0.0293579205081663,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0808754003217,0,0,0,0,0,0,-0.260868073881236,0.32611798467477,0,0.181050424739425,0,0,0,0,0,0,-0.0442069091572472,0,-0.0245661734845217,0
X601939.CH.EQUITY,0.319323637404923,0,0,0,0.0817437933244781,0,0,0,0,0,0,0,0,0.153159492495263,0,0,0,0,0,-3.46944695195361e-18,0.0737198370601682,0,0,0,0,0.150952267903854,0,0,-0.00513930333537185,0,0,0,0,0.108219403065853,0,0,0,0,0.0414082295098599,0,0,1.73472347597681e-18,0,0.112536381009243,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.211438403510062,0.0654789148584389,0.0928207990423642,0,0.0283839177429744,0,0,0,0.0274653047191461,0,0,0,0,0,0,0,0,0,0,0,0.0836580889323881,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279406512476904,0,0,0,0.188416655813409,0,0,0.271645427814853,0,0,0,0,1.73472347597681e-18,0.14742173271328,0,0,0,0
X5.HK.EQUITY,0,-0.154544411739868,0,0.383855923950247,0,0,0,-0.258665752665623,0,0,0.0218659579360002,0,0,0,0,0,0,0,0,0.113208009826948,0,0,0.514907296976278,0,0,0,1.73472347597681e-18,-0.0525239671090187,0,0,0,-0.117604681667704,0,0,-0.103363241194997,0,0,0,0.0217992221610807,0,0,0,0.174823985737249,0,0,0,0,-0.15741165998544,0,0,-0.119185363913007,0
X601988.CH.EQUITY,0,0,0.0920983920151908,0.208248169251811,0,0,0,0,0.0554486380122997,0.155047528301454,0.388976028358233,0,0,0,0,0,-0.0389614120013775,0,0,0,0,0,0,0.117274304991872,0,-0.0989016797687962,0.00264857262475499,0,0,0,0,0,-0.112983375135466,0.0319050298248466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286602889429253,0,0.157145608614291
X600036.CH.EQUITY,-0.0473431193912658,0.210675323687424,0,0,0,0,0,0,-0.0157792487811358,0,0,0.105451891053727,0,0.264855405079147,0,0,0,0,0.168517597396998,0,-3.46944695195361e-18,0,0.0476688215964576,0,0,0,-0.0492173005622862,0,0,-0.0193589635002526,0,0.144374698614192,0,0,0,0,0.0686238659499567,0,0,0.0734332549884295,0.214774245959678,0,0,0,0,0,0.0489732672137427,0,0,0.0985064070083892,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241827987780222,0,0,0,0.083386662338142,0.156808128034133,0,0.227190722905236,0.105074745494901,0.0583442572048534,0,0,0,0,0,0.175578339218289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634235123027638,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.00865120949333117,0,0.0343977956109253,0,0,0,0,0,0,0,0,0,0,0.124721478122462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551996762854279,0,0,0,0,0,0.298596950694371,0,0,0,0,0,0,0,0,0,0.156502504855564,0,0
X601166.CH.EQUITY,0,0,0,0.106857905483047,0,0.143374059577882,0,0,0.00397863652278316,0,0,0,0,0,0,0.200558433099756,0,0,0,0,0,0,0,0,0,0,0.1060066576374,0,0,0,0,0.370418166193809,0,0.143741926976203,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.161376221313047
