,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.191129798865049,0,0.204919993686154,0,0,0,0,0,0,0,0,0,0,0.100718924597217,0,0,-0.150131856451265,0,0,0,0,0,-0.279448984899313,0,0,0,-0.0774980476148608,-0.160091963972903,0.880294920049375,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.183026154798524,0,0,0,0,0,0.163691881811322,0,0.100087970684876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469565898764138,0,0,0,0,0.251485975465417,0,0,0,0,0.149902986766533,0,0,0,0,0,0,0,0,0,0,-0.11735439614042
X601939.CH.EQUITY,0.13156986811818,0,0,0,0.175337160864234,0,0,0,0,0.18503541150337,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.00457189683364037,0,0,0,-0.233242333924578,0,0,0,0,0,0,0.379701000850081,0,0,0.10946994309387,0,0,0,0,0,0,0,0.0881715017034414
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.485308638717083,0.161695293273499,0.0419213502513596,0.474578121240841,0,0,0,0.0333280594448797,0.389935757428731,0,0,0,0,0,0,0,0,-0.297959831187019,0,0,0,0,0,0,0,-0.650598852660779,0,0,0,0,0,0,0,-0.132606125116745,0.344523083527617,0,0,0,0,0.240629920019252,0,0,0,-0.156411542990676,0
X5.HK.EQUITY,-0.0641067269871763,-0.073713451103274,0,0,0,0,0,0,0,0,0,0,0,0,0.528365026587605,0,0,0.00873202844744513,0.406507727410483,0,0,0,0,0.0645765659047806,0.175593382648054,0,0,0,-0.0796415399971888,-0.112576587116805,-0.0888949846760905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238006533523481,0,0,-0.105820626735085,0,0,0,0
X601988.CH.EQUITY,-0.371796006586244,0,0,-0.0244156803155539,0.484798912787614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768454222588874,0,0,-0.0718936961481353,0,0,0,0,-0.555346152494304,0,0,0,0,0,0,0,0,0.117568188670179,-0.0489840217528815,0,0,0.138373499686961,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.104567216425179,0.462279522254355,-0.0432897389498537,0,0,3.46944695195361e-18,0,-0.0997352028437141,0,0.490291167480399,0,0.140107370571404,0,0,0,0,0,0,0,-0.0876722502207047,0,0,0,0,0.284314167902445,0,0,0.0822510139752803,0,0,0.0836499168070514,0,0,-0.310541090025171,0,0,0,0,0,0,0,0.227513970067274,0,0,0.124789884715271,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.10916201457453,0.0143734528006876,0,0,0.134757146970758,0,0,-0.073600274299729,0,0,0.0271394774789708,0.138944054623262,0,0,0.0607038134677853,0,0,0,0,0,0,0.165500547939853,0,0,0,0,0,0.145071786882692,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0470270886011617,0.0257080820943458,0,0,0,0,0,0,0.0887983389886272,0,0.436969819169969,0,0,0,0,0,0,0.0132718354112993,0,0,0,0,0,0,0,0,0,0,-0.0612982711812622,0,0,0,0,0.216596546571736,0.113763872297508,0,0,-0.0295929719521869,0.0702992971635644,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.161106687734891
X601328.CH.EQUITY,0,0,0,0,0,0,0.392465926495249,0,0,0,0,0.100022889287307,0,0,0,0,0,0,0,0,0,0,0.0217132881473271,0,0.234860649517137,0.218464534029936,0,0.0797228755363232,0,0,0,0,0,0,-0.234337404490376,0,0,-0.058427439952817,0,0,0,0,0,0.114109494916834,0,0,0,0,0,0,-0.04202705428729,-0.253997360804042
