,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.506031835274776,0,0.100056703764965,0.0695960687507869,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.0343413942820507,0,0,0,-0.0496118713990177,0,0,0.056944824428695,0,0,0,0,0,0,0,0,0.097581040441122,0.0947846320310347,0,0,0,0,0,0.00230092057642255,0,0.0117333970032433,0,0,0.0868355026428775,0.0871615326913645,0.108863351434923,0,-0.145860898667641,0,0
X601318.CH.EQUITY,0,0,0,0,0.0481373016162188,0,0,0,0.130480491934466,0,0.112413219262366,0,0,0.0966672240839735,0,0,0,0,0.0862197585270219,0,0.279517881697506,0,0,0,0,0,0,0.0802511355645663,0,0,0,0,0,0,0,0.0535905682765686,0,0,0,0,0,0,0,0,0,0.0385709318926128,0,0,0,0,0,0,0.0881292631534729
X601939.CH.EQUITY,0.0455626796849487,0,0,0.42087065713164,0,0,0,0.0170213500357753,0,0,0.18125400119311,0,0,0,0.0344592383122769,0,0,0,0,0.0612455623350446,-0.0953902799191142,0,0,0.156166426782581,0.31360712936877,0,-0.0760095001724929,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0903890003806099,0,0,0,0,0,0,0,0,0,0,0.0296981280488886
X601288.CH.EQUITY,0.219530909443877,0,0.019697857198417,0,0,0.0509823921464223,-0.0539121445327533,0.327085141895969,0.0368572559599787,0,0,0,0,0,0,0.1407382052957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178286791195377,0,0,0,0,6.93889390390723e-18,-0.0770083743952708,0
X600036.CH.EQUITY,0,0.117037017101576,0,0,0,0.0802990723813648,0.0735876956693219,0.128335738671791,0,0,0,0,0,0.167029903078579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342879213568876,0.0754593444830002,0,0,0,0,0,0,0,0,0,0,0.126272370626569,0,0,0,0,0,0,0,0,0,0,0,0.0420532502504287
X601628.CH.EQUITY,0.0025397254924496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143184566446089,0,0,0,0.107564316239449,0,0,0,0,0,0,-0.0797970736067221,0.0287330305661226,0,0,0.212927370408665,0,0.0770297979305985,0,0.506142471078026,0,0,0,-0.0203925611539405,0.0721700921585283,0,0,0,0,0,0,0,0,0,0,0.0737816794445218
X1299.HK.EQUITY,0,0,-0.208272807881622,0,0,0,0,0,0,0.143701074460849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105534479968787,0.0504485031651521,0,0.0261878034669506,0,0,0,0,0,0,0,0,0,0,0,0.225366126705094,0.300327035613095,0.0407730376682066,0.170864085750359,0.129032914175837,0,0,0,0,0,0,0.0973425801293654,0
X601988.CH.EQUITY,0.165320040322911,0.117974266687121,0.0241861461458594,0.0688484166557677,0.335997267892053,0,0,0,0,0,0,0,0,0,0,0.159940577059646,0,0,0,0,0,0,0,0,0,0,0,0.0782630498576642,0,0,0,0.0339551317538346,-0.13119161586966,0,0,0.179944567997804,0,0,-0.0501039717612585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.00582044131620398,0,0,0,0,0,0,0,0,0,0,0,0.0928333063520219,0.0324952634362433,0,0,0,0,0,0,0.00436272778527773,0.10003754738395,0,0,0,0.0204976035243931,0,0,0,0,0,0,0,0,0,0,0,0.454996113129622,0,0,0.231291890914291,0,0.160566589368737,0,0,0,0,0,0,0,0.00792111064235679,0
X388.HK.EQUITY,0,0,-0.208797474137743,0,0,0,0.0479432341306172,0,0,0,0,0,0.345593885718834,0,0,0,0,0,0,-0.139887900298009,0,0.143485191652769,0,0,0,0,0.340452356717149,0,0,0.0280910784329526,-0.0362633144130322,0,0.220781201681764,0,0,0,0,0,0,0.10377608900087,0,0,0,0,0.0223578891744189,0,-0.288228274736513,-0.034934963556829,0,0,0.206699021239108,0,0
