,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.392281749333032,0.0432215106129238,0.0703419557827217,0,0,0,0,0,0,0.201472688337812,0,0,0,0,0,0,0,0,0,0,0.0492810814273251,0.0627391121768522,-0.0219132665784593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00794683872910684,0,0,0,0.0177202514811482,0,0,0,0,0,0.0436758059731281,0.0624074413156009,-0.0991728423187892,0
X601939.CH.EQUITY,0.311382347816427,0,0,0.20350665838173,0,0,0,0,-0.0517306479297471,0,0.132695324512721,0,0,0.0710534679350594,-0.0880264283171024,0,0,0,0,0,0,0,0.191772716796507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255705470564158,0,0,0,0.123750642442293,0,0,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360854170932979,0,0,0,0.332899427605758,0,0,0,0,0,0.023163308189552,0,0,0,0,0,0,0,0,0.0744668315036401,0.0307544252127092,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0440135835207999,0,0.0879396399785713,0,0,0,0,0.0418551823760496,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.510630145300728,0,0,0,0,0,0.199621902236995,0,0,0,0,0,0.0950537365462504,0.12657771242368,0,0,0,0,0,0,0,0,0,0.0447061270774525,0,0,0,0,0,0,0,0,-0.510361139642205,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.146857946483129,0,0,0,0,0,0.270154922784887
X600036.CH.EQUITY,0,0.0244748548983816,0,0,0,0,0,0,0,0,0,0.207992816520164,-0.0262584051479825,0,0,0,0.109704834408272,0,0,0,0,0.139002030629693,0,0,0,0,0,0,0,0,0,0.262398609302469,0,0,0,0,0,0,0,0,0.126467515904264,0,0.118005125300886,0.116430467886913,0,0,0,0,0,0,-0.0201352831577048,0,0
X1299.HK.EQUITY,0,0,0,0,0.0349792698558472,0,0,0,0,0,0,0,0,0.157357361347737,0,0,0.0502683404479273,0.5026734202442,0,0,0,0,0,0.135507564972281,0,0,0,0,0,0,0.0884250171597721,-0.0257281550338709,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0777333099692832,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0319674375662908,0,0,0,0,0,0,0,0,0,-0.139855916778729,0,-0.121962217022816,0,0,0,0,0,0,0.389221804190096,-0.15274801566278,0,0,0.734656967374733,0,0,0,0,0,0,0,0,0,0.367315900152775,0,0,0,0,0,0,-0.242174954353401,0,0,-8.67361737988404e-19,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.114203238359997,0,0,0,0,0,0,0,0,0.381069112809055,0,0.020887871530175,0,0,0,0,0,0,0,0,0,0.0424700818786134,0,0,0.0876116595275948,0,0,0,0.229082194265302,0,0,0,0,0,0,0.0203269614113053,0,0,0.182726876536612,0,0.0312511609048788
X601658.CH.Equity,0,0,0,0.1461624379852,0.145237577076248,0,0,0,0,0,0,0,0,0.109439500440719,0,0,0,0,0,0,0,0,0,0,0,0,0.0632722631934074,0,0.100485678277537,0,0,0,0,0,0,0,0,0.25658002544037,0,0,0,0,0,0,0,0,0,0,0.380150364425824,0,0,0.0477821615076594,0
