,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.258833777165919,0,0,0,0.26272823857594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170041161536128,0,0,0,0.0915996775652421,0.0353343838090151,0,0.00978916940809775,0.0602059669172437,0,0.0800764112691011,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325265842449877,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.154854543164742,0,0,0,0.0318710605808237,0.0948952753393853,0,0.0633583924977094,0,0.19472088422953,0,0,0,0,0,0,0.199044100581285,0,0.0535240346983097,0,0,0,0,0,0,0.19055909655895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114159436976454,0,0,0.0484117335419655,0,0,0.127157914907181,0,0,0.0442774414335021
X600036.CH.EQUITY,0,0,0,0,0,0.175467983457284,0,0,0,0,0,0,0.21654186909386,0,0.0467068253475826,0,0,0,0,0,0,0,0,0,0.103666236264976,0,0,0.0504174432387657,0.0445397271490859,0,0,0,0.10218952051213,0,0,0,0,0,-0.0960272355192828,0,0,0,-0.0762821244856031,0,0,0,0,0,-0.0597784721949265,0.374026763197295,-0.0548344002206454,0,0
X601939.CH.EQUITY,0.627223857484383,0.175492511266654,0,0,0,0,0,0,0,0,0.0911149526623025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782179217918708,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.176246052594114,0,0,0,0,0,0,0,0,0,0,0.0946423050664976,0.0114058407234983,0,0
X601288.CH.EQUITY,0,0.0553710852110574,0,0.0978409422200262,0,0,0,0.469620521439107,0,-0.0119633663439846,0,0,0,0,0,0,0,0,0.0972912603888577,0,0,0,0.057493260972383,0,0.05749024635265,0,0,0.020182535997359,0,0,0,0,0.043494605746415,0,0,-0.0651335144496591,0,0,0,0,0,0,0,0.126055992911895,0,0,0.012574602548173,0.0102211372786225,0,0,0,-0.00736535439049992,-0.0733351723632539
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.11046117670166,0,0.145932239596326,0,0,-0.00720910954681199,0,0,0,0,0,0,0,0,0,0.167763904649866,0,0,0,0,0,0,0,0,0,0.0505010396974984,0,0,0,0.0317447141316319,0,0,0.250706504107262,0.0940289063929188,0,0.0575624813803637,0,0,0,0,0.282757902262305,0,0,-0.111398655048739,0,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.4051098373154,0,0,0,0,0,0,0.0857657520402866,-0.0080306748214658,0,0,0,0,0.212846777432903,0,0,0,0,0,0,0.0649886500516554,0,0,0,0,0,0,0,-0.117573363088735,0,0.0096579816962307,0.0695733341752127,0,0,0,0,0.0836764269835487,0,0,-0.0597850364122485,0,0.0991609615517578,0,0,0,0,0,0,-0.107078006058087
X5.HK.EQUITY,0,0.195854777482959,0,0.0674939285293618,0,0,0,0,0,-0.0930052022659722,0,0.0859188797101975,0,0,0,0,0,0,0,0,0,0,0.0749504891053941,0,0,0,0.144989047954396,0,0,0,0,0,0.0420213541263639,0,0,0,0,0,0.279153132289571,0,0,0,0,0,0,0,0.0285929541947548,0,0,0,0,0,-0.0786237782531087
X388.HK.EQUITY,0,0,0,0,0,0.120483841452435,0,0,-0.108329064568979,0,0,0,0,0,0,0,0.268197377209291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308326829393564,0,0,0,-0.100105986182856,0.290842717733895,0,0,0,0,0.00827463797421614,0,0.0209632932000063,0,0.10243560403249,0,0,0,-0.0642512670931549,-0.510623490427604,0
