,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.217052503353262,0,0,0,0,0.394613198690382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26576476601109,0,0.0258769761313831,0,0.0126522632690138,0,0,0,0,0,0.0687325317482436,0.053955683665428,0,0,0,0,0,0,0.0268654120382741,0,0,0,-0.0946008009298353,0,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0,0
X601939.CH.EQUITY,0.285250059077227,0.222899816569605,0,0,0,0,0,0.497139357346588,0.0806794380278747,0,0,0,0,0,0,0,0,0.0303294073436439,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210227157404244,0,0,0,0,0,0.0560306194518231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188470900685141,0,0
X600036.CH.EQUITY,0,0.0043727234478483,0,0,0,0.155623157792309,0.0261947388207724,0,0.0754195152422268,-0.145296920600821,0,-0.106356126352012,0.152419563390824,0,0,0.179269295657928,0,0,0,0.157105479665117,0,0,0,0,0,0.388753752185025,0,0.0225736418188745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629829188873397,0,0,0,0,0,0,0,0,0,-0.00769393051448124,0,0.0151082306286796
X601288.CH.EQUITY,0,0,0.042900640537802,0,0,0,0,0.498728078819659,0,-0.0478307440334121,0,0.0180427003807824,0,0,0,0,0,0,0,0.0496429208650987,0,0,0.0780889685934671,0,0,0,0.115829192993552,0.114708326977314,0,0,0,0,0,0,0,0,0.0262632000266319,0,0,0,0,0,0,0,0,0,0,0.0157154966356939,0.028789221193104,0.0520399195340594,0.0231829773404262,0,0
X1299.HK.EQUITY,0,0,-0.0810614991547173,0,-0.0155552478307342,0,0,0,0,0.219332927665271,0,-0.0627292800007506,0,0,0,0,0,0,0,0,0,0,0.170915340234105,0,0,0,0,0,0,0,0.0232069414327341,0,0,0,0,0,0.130856671520638,0.0270310715051404,0,0.206520882149159,0,0.205344688057524,0,0,0,0,0,0,0.199724375699916,0,-0.0783391215485912,0,0
X601628.CH.EQUITY,0.0761988957450922,0,0,-0.00341427982279883,0,0,0,0,0,0,0,0,-0.00275429546294308,0,0,-0.180628618926047,0,0,0.260712477381736,0,0,0,0,-0.109108954743745,0,0,0,0,0,0,0,0,0,0,0,0.589580693737321,0,0.0510089262689166,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0580947776150616,0
X601988.CH.EQUITY,0,0,0.075136097700932,0,0.441499882974509,0,0,0,-0.0912207890384456,0,0,1.73472347597681e-18,0,0,0,0,0,0.279316621949611,0,0,0,0,0,0.0456182533794939,0,0,0.0832160536073768,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.001915950577254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521845484454479,0,0,0,0,0,0,0,0.196822416534122,0,0,6.93889390390723e-18,0,0,0,0,-0.00774374957853721,0,0,0,0.217462402647864,0,0.0672008388706372,0,0,0,0,0,0,0,0,0,0,-0.114822836566307,0.184145869408887,0,0,0,0.218392835576595,0.184424833203089,0.0397983610779104,0,0,0,0,0.115004023959562,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.225433930016998,0,0.346519433265314,0,0,-0.0551047146019081,0,0,0,0,0,0,0,0,0,0.176843847648838,0,-0.134253000144652,0,0,0,0,0,0,0,0,0,0,0.111411252661174,0,0,0,0,-0.109134679720315,0,0.075798114676691,0,0,0,0,0.0859553499309647,0,0.108011885511658,0,0,0,0,0.165050578384654,0,-0.156330906426393
X601166.CH.EQUITY,0,0,0,0.318116777645277,0,0,0,0,0,-0.000508359946661763,0,0.12492624046607,0.449412025019792,0,-0.0775901810176586,0.0597526488540279,0,-0.0339994078563798,-0.160808584457032,0,-0.0867778666592859,0,-0.0236545825752316,0,0,0,0,0.152695271240973,0,0.000234702853714099,0,0,0,0,0,0.0604982089560479,0.121719560383093,0,0,0,0,0,0,0,0.0459711290992482,0,0,0.0245591731780282,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.237921246617694,0,-0.0775670286754784,0.0620472326993515,0.445433844689717,0,0,0.368811660901856,0,0,0,0,0,0,0.277515099152781,0.203288782571422,0,0,0,0,0,0,0,0,0.0655461436823982,-0.392669634769865,0,0,0,0,0,0,-0.0474619351509264,0,0.200852576960316,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X000001.CH.EQUITY,0,0,0,0.160917504690802,0,0,0,0,0,0,0.446132651663661,0.0576352121434767,0,0,0.224545632297664,0,0,0,0,0,0,0,0,0.202362119252734,0,0,0,0,0,-0.031548666478845,-0.0120483264056424,0,0,0,0,0,-0.201485108487502,-0.115954809761935,0,0,0,0,0,0,-0.0442270668184521,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0936157551743528,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549591698069912,0.13690473837546,0,0.185554505802679,0,0,0,0,0,0,0,0,0,0.0337963688677927,0,0,0,0.168124439977491,0,0,0.0290839149988009,0,0,0,0,0,0,0,0.250378361701084,0.11434179088247,0,0.0538433830410738,0,0,0.106051839153244,0,0,0
X601601.CH.EQUITY,0,0.536154578596977,0,0,0,0,0,0.106635377673812,-1.0842021724855e-19,0,0,0,0.0538711311969832,0,0,0,0,0,0.055131459809876,0,0,0.187667579925149,0,0,0,0,0,0,0,0,0.0791747957129127,0,0,0,-0.0437836628247806,0.0843794896054703,0,0,-0.125920122331561,0,0.110144828558585,0,0,0,0,0,0,0,0,0,-0.0354887099041494,0,0
X000002.CH.EQUITY,0,-0.030976551009496,0,0.0722426331689779,0,0,0,0,0,-0.109424769232495,0,0,0,0,0,0,0,0,0.0378080087163237,0,0,0,0,0,-0.0395256064161556,0,0.0925330760959597,0,-0.233034137615866,0.215521679087396,0,0.520679813464181,0,0,0,0,0.06094530871718,0,0,0,0,0,-0.0375934588348426,0.244202199471916,0,0,0,0.0810164774041219,0,0,-0.0507526681795323,0.0885654174005821,0
X601066.CH.EQUITY,0,0,0.0497764480814592,0,0,0,0.00987210490503886,0,0,0,0,0.104645311401103,-0.0321313373414973,0.633218559409077,-0.0983261645790323,0,0,-0.0605545885657168,0,0,0,0,-0.0934521540943751,0,-0.0716613788231459,0,0.16401004389018,0,0,0,0,-0.0814647532282818,0,0,0,0,0,0,0.101071494331227,0,0,0,0,0,0,0,0.0395510116486724,0,0,0,0,-0.151755857888236,0.0322241406762235
X601328.CH.EQUITY,0,0,0,0,0,0,0.0177223598958765,0.0617190574423219,0,0,0,0.151772135696678,0,0,0,0,0,0,0,0.341981854299892,0,0,0.0324102921289636,0,0,0.0931431255531843,0.0298134085216577,0,0,0,0,0,0,0.102110332653222,0,0,0,0.110117787916679,0,0.00508525799378976,0,0,0,0,0,0,0,0,0,0,0.0738701631175148,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0428757919551668,0.0533839332899195,0,0.0767341648631277,0,0,0.037923840545418,0,0.32176535790518,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871417842793882,0.0100173358479977,0,0,0,0,0,0,0,0,0,0,0,0,0.373101919287027,0,0.179087846276938,0,0,0.0425129654426371,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.110136214497532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505229478129057,0,0,0,0,0,0,0,0,0.0974692001005837,8.67361737988404e-19,0,0,0.043034508026912,0,0,0,0,0,0,0.0143544303517427,0,0,0,0,0,0,0,0.0145465831124398,0.0176905667701317,0,0,0,0,0,0.0196555987083398
X16.HK.EQUITY,0,0,0,0,-0.0426756528599248,0.0303642170772245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789417796828596,0.0859843462962905,0,-0.00939153507839564,0,0,0.0364006775086652,0,0,0,0,0,0,0,0,0,0.247052446417421,0.0421547469247969,0.52589241512359,0,0,-0.465855371121402,0,-0.0929343854045931,0.0838441426046083,0.011227015950687,0,0,0
