,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0871530137917984,0,0.394136820952408,0,0,0.101922835525526,0,0.109112999855445,0,0,0,0,0,0,0.189478981823312,0,0,0,-0.0718636212737491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872369267748872,0,0,0,0,0,0,0,0,0,0,0,0.0662207801372023,0,0,0,0
X601939.CH.EQUITY,0.223588587905712,0,0,0.0349889470615028,0.0743347481196351,0,0,0,0,0,0,0.0695382682247662,0,0.334366486408951,0,0.206707207473683,0,0,0,0,0,0,0,-0.0514883474503779,0,-0.0868074997265539,0,0,0,0,0,0.0636869892085711,0,0.026255092971608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388556506091108,0.0308235390910821,0,0,0.354776434640461,0,0,0,0,0,0.099114372111353,0,0,0,0,0,0,0.0515476193233657,0,0,0,0,0,0,0,0,0,0,0,0.0195497085635556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032265499518561,0,0,0
X601988.CH.EQUITY,0,0,0,0.27186420814635,0,0,0,0,0,0,0,0,0,0.0882875715636283,0,0.100903552390022,0,0,0,0,0.268043205780874,0,0,0,0.00320521437013397,0,0,0,0,0,0.0383791168516865,0.0509709317707259,0,0,0.122840437415282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.183713594321267,0,0,0,0,0.286830499377869,0,0.222376772836646,0,0,0,0,0.322695367438081,0,0,-0.276487845110391,0,0,0,0.0634572201077167,0,0,0,0,0,0,0,0,0,0.135026633389627,0,0,0,0,0,0,0,0,0,-0.137964897300699,-0.0659741807177915
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184955612899198,0,0,0,0,0,0,0,0,0,0,0,0.207069005124998,0,0.130964173974729,0,0,0,0.0961300134254082,0,0,0,0.0762386521162219,0,0,0,0,0.147013505622189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0531848780562338,0,0,-0.100063575814445,0,0,0,0,0,0,0,0,0,-0.0122355594233818,-0.0750723432112537,0,0,0,0,0,0,0,0,0,0,0.217928474976619,0,0,0,0,0,0,-0.510139369078842,0,0,0,0.529250124347372,0,0,-0.109217713433741,1.0189192874331,0,0,0,0,0,0,0,0,-0.0855798947932881
