,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.241160924218916,0,0,0.318916758673749,0,0,0,0,0,0.244479662474389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107317150069593,-0.189696946081569,0,0,0,0,0.0434307065939974,0,0,0,0,0.0179242467955746,0,0,-0.165368938521634,0,-0.0208757863419071,-0.0360246355154401,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.149144382869287,0,0.00812846156529257,0,0.00469102616548439,0,0,0.172294283787862,0,0.0474699880790019,0,0,0,0,0,0,0,0.0583978035573061,0,0,0,0,0.0629254836625457,0,0,0,0,0,0,0,0,0,0,0.554006576503656,0,0,0.0352844885985496,-0.0758638550602329,0,0,0,-0.0300757999974247,0,0,0,-0.0385076827419521
X601939.CH.EQUITY,0.197876128603347,0,0,0,0,0,0,0,0,0.0286050834679769,0,0,0,0,0,0,0,0,0,0.0719898226767466,0,0,0,0,0.0207757227444868,0,0,0,0,0,0,0,0,0,0.0414859148232494,0.353581641910028,0,0,0,0,0.0319704552808739,0,0,0,0.0747649310278027,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.249975698294423,-4.33680868994202e-19,0,0,0,0.00938807780787518,0,0.0378320543927089,0,0,0,0,0,0,0,0.0766589012371685,0,0,0,0,0.21151733244683,0,0,0,0,0,0,0,-0.0473800458949004,0,0,0,0.07909368358973,0,0.312498506889287,0,0.0669138762472328,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0605814273769137,-0.112965139191545,0,0,0,0,0,0,0,0.0579242331658604,0,0,0,0,0,0.264851888767961,0,0.340994000470777,0,0.162595366748684,0,0,0,0,0.325695878710007,0,-0.065361240925937,0,-0.192046566148976,0,0,0,0,-0.152291284757177,0,0,0,0,0,0,0.0669748556250911,0,0.272841395767559,-0.14715445887531,0,0,0,-0.167973492625661,0,0,-0.0273054481938173,0
X601988.CH.EQUITY,0.178291853997777,0,0,0.408022074314297,0,0,0,0,0,0.111643447431492,0,0,0.157502387662113,0,0,0,0,0,0.0305497497355555,0,0,0,0,0,0,0,0,0.0154190491993942,0.0213079434716576,0,0,0,0,0,0,0.126371591850233,0,0,0,0,0,0,0,0,0,0,0,-0.00653106052785292,0,0,0,0.137628838584049
X600036.CH.EQUITY,0,0.66066848248476,0.0291116090320854,0,0,0,0,0,-0.0360728668227356,0,0,0,-0.132732842728508,0,0,0,0,0,0.177602840149788,0,0,0,0,0,0,0,0,0,0.066672989493428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248011297833533,0,0,0.0232751887159749,0,0,-0.104920771756525,0,0,0.190201979505994
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136959003249651,0,0,0,0.369107062490137,0.10367533479051,0,0.202856857469582,0,0,0,0.0310186931732438,0,0.219126901652941,0,0,0,0,0,0,0,0,0.0523592130016928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10260540764977
X601628.CH.EQUITY,0,0.160896478917401,0,0,0,0,0,0,0,0,0,0,0.00327484354400473,0,0.274386505311352,0,0,0,0,0,0.00729773329691672,0,0,0.163264317619431,0,0,0,0,-0.0518108030517947,0,0,0,0,0,0,0,0,0.140087700272606,0,0.0989511325442908,0,0,0,0,0,0,0,0,0.109219926204995,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.325666809406693,0.245948071868236,0,0.0173176264167649,0,0,0,0,0,0.323915945553688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242399583276246,0,0,-0.0207014920574996,0,0.335046821023395,0,0,0,0,-0.139319777741223,0,-0.0916442133104009,0,0,0,0,0,0,0,0,-0.0441618237244598
