,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.481920597645553,0.133255325087211,0.0196613632693516,0,0,0,0,0,0,0,0,0,0,0.0574628426295901,0,0,0,0,0,0,0,0,0,0.0536583818257069,0,0,0,0,0,0,0.106252013883924,0,0,0,0,0,0,0.016761439423791,0,0,0,0,0.0876637714832895,0.150572396240085,0,0.169504259680165,-0.18847785359225,0.0486555518812999,0.0651870015242004
X601318.CH.EQUITY,0,0,0.0482032379344688,0.154569169215588,0,0,0,0,0.126923857838788,0,0,0.0649979262316963,0.0223179744598292,0,0,0.019271328061618,0,0.123807543822672,0,0,0.181854638447437,0,0,0.119931772232731,0,0,0,0,0,0,0.0572494518028187,0,0,0,0.00564923223542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120332628307926
X601939.CH.EQUITY,0,0,0,0,0.21581541279617,0,0,0,0,-0.0372258418838068,0,0.151457085413468,0,0.0518443044644056,0,0,0,0,0.127624374115223,0.00836453449073205,0,0,-0.0205589890231139,-0.147747635316751,0.484073614606444,0,0.142663210161145,0,0,0.0283751525665245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437721365297193,0
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0901583783355508,0,0.088209182944901,0,0,0.132348985704595,0,0.354826789664128,0,0,0,0.0674809754114422,0,-0.0183237544048919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12444872187764,0,0,0,0,0,0,0,-0.00605211144801524,0,0,0,0,0.0642558481082224,0,0,0.114891070694766,0,0,0,0,0,0,-0.0689163905681204,-0.0770760544744953
X601628.CH.EQUITY,0.133456738452366,0,0,-0.0328239168237088,0.0337648540080019,0,0,0,0,0.13699150989758,0,0,0,-0.110725702338533,0,0,0,0,0,-0.0526025335235574,0,0,0,0.0721933876263293,0,0,0,0,0,0,0,0,0,0,0,0.656171864906926,0,0,0,0,0,0,0,0,0,0,0,0.107887396858017,0,0,0,0,0.144046744279314
X1299.HK.EQUITY,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.14526651332388,0,0,0,0,0,0,0,0,0,0,0,0,0.103741411163905,0,0,0,0,0,-0.267779443719244,0,0,0.00126011560463744,0,0,0,0,0,0,0.0780112004691236,0.301270940569624,0,0.160628900103134,0.0689733989633613,0.106969064461487,0,0.0521487090113298,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.034025061416686,0,0,0.197207460291186,0.450662928283874,0,0,0,0,0,0,0,0.106687379046368,0,0,0,0,0,0,0.0994882250692322,0,-0.0582430210659839,0.169107755624786,0,0,0.249480421121073,0,-0.0864114673162105,0,-0.0747501732762942,0.127998606567568,0,-0.105726377419058,0,0.0856178210420553,0,0,0,0,0,0,0,0,0,0.0217429221763361,0,0,0,0.186127771190197,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0158779775475503,0,0.0406665628905618,0,0.0184257781322346,0,0,0,0,0,0,0,0,0,0,0.20388622076448,0.107844458607034,0.157780299330887,0,0,0,3.46944695195361e-18,0,0,0.0311282574149938,0,0,0,0,0.00374404513784595,0,0,0,0.245035029724149,0,-0.0700350853095445,0,0,0.189362898827703,0,0,0,0.0594235916805011,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.127545816898258,0,-0.106023623283942,0.169261171019967,0,0,0,0,0,0.00802071625915276,0,0.425877941399241,-0.109649764838991,0,0,0,-0.116571386504431,0,0,0.170790800797839,0.220882886216338,0,0,0,0,0,0.0236940210961541,0,0,0.170735571272718,0,0,0,0,0,0,-0.0166270690239097,0.00609334305188235,0,0,0,0,0,-0.144105661585864,-0.0414107559139562,0,0,0.151371553171417,0,0
