,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.187412325780128,0,0,0,0,0,0,0.165214254103155,0.128954892104106,0,0,0,-0.210617587517795,0,0,0,0,0,0.315329548746011,0,0,0,0,0,0.251221074286998,0,0.0525983775591201,0,0.122714011441386,0,0,0,0,0,0,0,0,0,0,0.0969118310321156,0,8.67361737988404e-19,-0.0393751155206934,0,-0.0911121757600289,0,-0.0106389596784086,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.175204691890024,0,0,0.148276190550334,-0.114920743020761,0,0,0.0909216578971065,0,0,0,0,0,0.00530934684504716,0,0,0,0,0,0,0,0,0,0.168220439361558,0,0,0,0,0,0,-0.229153031422297,0.327741804164483,0,0.125368784255299,0,0,0,0,0,0.131953527002961,0,0,0,0
X601939.CH.EQUITY,0.473538757494394,0,0,0,0,0.183906415173213,0,0,0,0,0,0,0,0.0324184445898204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365920017845072,0,-0.157251583279776,0.0868835240150829,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.455597593382122,0,0.199899309560189,0,0.180873812377045,0.0259847799995516,0,0,0.0632586583913261,0,0,0,0.0048870704161245,0,0,-0.0582934921852483,0,0,0,0,0,-0.0286178052644613,0,0,0,0,0.0874462258565945,0,0,0,0,0,0,0.0268217855282487,0,0,0,0.143291759540589,0.155287632191953,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437586034379266
X5.HK.EQUITY,0,-0.0862565924009437,0,0,0,0,0,-0.33508008767102,0,0,0.167350741687085,0,0.0274914613288405,0,0,0,0,0.530870401218043,-0.131133970999591,0.047650087902705,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.064924696350563,-0.0890424972702701,0,0,0,0.0980987422492189,0,0.142468498756841,0,0,0.216651955166164,-0.0441877214942399,0,0,0,0,0.139510663858085,-0.247362787466769,0
X601988.CH.EQUITY,0.102507536031207,0,0.208343547659516,0.124489351961999,0,0,0,0,0.118517970587462,0.0802198608473171,0.238414406197371,0,-0.371756504644687,0,0,0,0,0,0,0,0,0,0.00079137889144653,0,0,0,0.136644695376646,0,0,0,0,0.0298804328925081,0,0,0.0437440285073959,0,0,0,0,0,0,0,0,0,0.103378734611866,0,0,0,0,0.00301650953727544,0,0.0798516793423839
X600036.CH.EQUITY,0,0.377671963772031,0,0,0,0,0,0.0336991276987986,-0.0112713659238782,0,0,0,0,0.288252235455389,0,3.46944695195361e-18,0.0201819678057925,0,0,0,0,0,0,0.176949532602619,0,0,0,0,0,0,0,0.0930827317188558,0,-0.0400548263580319,0.000541621263224844,0,0,0,0,0,0.16740006638086,0,0,0,0,0,0.0164489977782773,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0427942053829554,0,0,0.0562845935325649,0,0,0,-0.0197877223038949,0,0,0.193127062655439,0.252923728264486,0,0,0,0.160253620755263,0,0,0,0,0.16698349784884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168227590943577,0,0,0
X601628.CH.EQUITY,0,0.373868781266058,0,0.039307193296933,0,0.0332920721299917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162407812427617,0,0,0,0,0,-0.0921689547559728,0.187586986337116,0,0,0,0,0,0,0,0,0,0,0,0.18679764414384,0,-0.0507054488412549,0.0224723501047452,0.111305923694817,0,0.201043033883371
X601166.CH.EQUITY,0.131429016662061,0,0,0,0,0.0499475734298925,0.500937244485267,0,0,0,0,0,0,0.0645153770404017,0,0.267764589749883,0,0,0,0,0,0,0,0,0,0,0,0.0575302410633924,0,0,0,0,0,0.0894360824026478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
