,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.58693144420336,0,0.180492551571956,0.0258598903560673,0,0,0,0,0,0,0,0.0627596074530591,0,0,0,0,0.027545015412777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.00157454873144955,0,0,0,0,0.0255269117581979,0,-0.0438337181928838,0.110196945083917,0,-0.0100508578850613,-0.0216951843512724,0,0,0,0,0,0.0431822054476748
X601939.CH.EQUITY,0.129468997620302,0,0,0.576680510811285,0,0.056117865421753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134953733863888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733143346610015,0,0.0116677149504794
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0,0
X601288.CH.EQUITY,0.116478913708978,0,0.00652908302040862,0,0,0.0640605999339793,0,0,0,0.0825070548916283,0,0.0366633203827843,0,0,0,0,0,0,0,0,0,0,0,0,0.150494778834693,0,0.296865160551481,0,0,0.153341488565639,0,0.0581672630423432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.263631528459442,0,0.388976172747555,0,0,0.0941488810534373,0,0,0,0,0,0.160700720017363,0,0,-0.279535903063561,0,0,0,0,0,0.380059628378793,0,0,0,0.164463243688349,0,0,0,0,-0.132483977207849,0,0,0,0,0,0,0.0642988607323962,0,0,0,-0.401810695401606,0,0,-0.138189781438789,0,-0.187921281585747,0
X601988.CH.EQUITY,0.116232206090258,0.0103610629220477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584146190512198,0.0364993467148789,0,0,0,0,0.0119317115406089,0.149337397070081,0,0,0,0,0,5.55111512312578e-17,0,0,0,0.0616011506744489,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0870814422114179,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434416,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322325,0,0,0,0,0,0,0.757626800147192,-0.00619471912776918,0.0323273324135223,0,0,0.103270713534935,0,0,0,0,0,0,0,0,0,0,0,0,0.065383677985217,0.0704323210164341,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.23447766400348,0,0,0,0,0,0,0,0.171682216841809,0,0,0,0,0,0,0.124764764033949,0.00711181331461733,0,0,0,0,0,0,0.18474329610104,0.126576642240616,0,0,0,0,0.135958029239388,0,0,0,0,0,0,0,0,0,-0.112188531915237,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171807212887767,0,0,0,0,0.115086021947769,0,0,0,0,0,0,0.25671730602506,0,0,0,0,0,0,0,0.224864022812016,0,0,0,0,0.0656288037953437,0,0,0,0,0.00607982359346471,0,-0.00585995641236391,0,0,0,0,0,0.19859913791008,0,0,0,0.00222195179813525,0,0,0,0.0278516220513151,0,0,0,0
