,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.236939597585368,0,0.215749066528306,0,0,0,0,0,0,0,0.0135065473664517,0.256304675045277,0,0,0,0,0.0976993244273144,-0.0786047589046619,0,0,0,0,0,0,0,-0.137908716073912,0,0,0,0,0,0,0,0,0,0.0437963237102241,0,0,0.110533974633711,0,0,0,0,0,0,0,0.0671684156932542,0,-0.0157648730597479,0,0,0.0439560374912596
X601318.CH.EQUITY,0,0,-0.0539824280269007,0,0,0.0645158249269815,0,0,0.228030975504506,0,0,0,0.138479209850016,0,0,0,0.217900877138888,0,0,0,0,0,0,-0.0117627809048277,-0.00881358544018686,0,-0.10763226971109,0,0,0,-0.154786987712724,0,0,0,0.230289107296801,0,0,0,0,0.140153177595268,0.2801925566485,-0.249629319277033,0,0.250875679143731,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.659605490011363,0,0,0,0,0,0,0,0,0,0.0833066304259996,3.46944695195361e-18,0.0332589515037997,0,0,0,0,0,0,0,0,0,0,0,0.00170352285403301,0,0,0,0,0,0.0561494041385356,0,0,0.241402001365791,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292751578367131,0,0.0903573509889183,0,0,0.401066546257688,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0263280038128668,0.12178828711352,0,0,0,-0.0481206979780029,0,0,0,0,-0.0445032042903065,0,0,0,0,0,0,0,-0.0460629520015955,0,0,0,0,0,0,0.141962339004513,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.209988103366306,0,0.242768786757265,0,0,0,-0.0531632537501035,0,0,0,0,0.19649253915928,0,0,0,0,0,0,0,0.489125060348586,0,0,0,0,0,0,0,0,0,0.308397001995464,0,0.0388390194811476,0,0,0,0,0,0,0,0,0.0476170892637949,0,0,0,0,0,0.212380005563314,0,-0.0736226221680196,0,-0.0783356517590118,0
X601988.CH.EQUITY,0.184994429506715,0.0381179228539206,0.209925632431343,0,0,0,0,0,0.143288718427044,0,8.67361737988404e-19,0.0170869408903805,0,-0.202482734197622,0,0,0,0,0,0,0.0785763070579334,0,0.154378841955837,0,0,0,0,0,0,0,0,0,0,0.052659992796812,0,0,0.0295591403265071,0,0,0.194886081543872,0,0,0,0.082894039854799,-6.93889390390723e-18,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164427448039286,0,0,0.0317934718437223,0,0.127542313377933,0,0.372952537624422,0,0.0321998777565116,0,0,0,0,0,0,0,0,0,0,0,0,0.0847507584673774,0,0.110220071820027,0.0238987462332066,0,0.0527865992277048,0.00918611460340594,-0.0212010282350668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135289642113041,0,0,0,0.120734354843057,0,0,-0.0793420226968268,0,0,0,0.231231758482779,0,0,0.062449991144688,0,0,0.0307216015279673,0,0.0316420779548921,0,0.0585899346021247,0,0,0,0,0.0187159898092964,0.250645979144442,0,0.00377052351187438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.237662621884676,0.139131024747957,0,0,0,0.00570638481901338,0,0,0,0,0,0,0,0,0,0,0.0478936065002765,0,0,0,-0.123487903501859,0,0,0,0,0,0,0.156443714889088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925575293328285,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.172581679865366,-0.448772558677701,0,0,0,-0.109886540980071,0,0,0,0,0,0,0.642722245639312,0,0,0,0,0.182595742036875,0,0,0,0,0,0,0.0268242112460903,0,0,0,0,-0.568190113561315,0,0,-1.73472347597681e-18,0,0,0.0174845733856283,0.526537289312431,-0.222443491555382,-0.0467019756521915,0,0,0,0.0647416206171831
