,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0409746496914914,0,0,0,0,0,0,0,0,0,0,0,0,0.54229649375229,0.675740611813887,0,-0.112198831513633,0,0.00656078353352246,0,0,-0.19995405012712,0,0.244771589854582,0,0,0,0,-0.0116810057854315,0,-0.0574386755996227,-0.311985254342909,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.187362888434545,0,0,0,0,0,0,0,0.0985632337981747,0,0,0,0,0.206909890435728,0,0,0,0,0,0,0,0,0.0897003136948049,0.0484957363775381,0,0,0,0,0,0,0.200287468903115,0,0,0,0,0,0,0,0,0,0.0231646358118215,0,0,0,0,0,0.00472408483200972
X601939.CH.EQUITY,0,0,0,0.815027627462548,0.021016007181033,0.0101498839935071,0.0158524783512437,0,0,0,0,0,0,0,0,0,0,0,0.0588969082979653,0,0,0,0,0,0,0,0,0,0,0,0,0.0350975021238223,0.0395882152978238,0,0,0,0,0,0,0,0,0,0,0.059044279147171,0,0,0,0,0.0269919278504305,0,0,0,0
X601288.CH.EQUITY,0.0103788848833784,0,0.889046518490151,0,0,-0.0846285048127998,0,0,0,0,0,0,0,0.0148232969159,0,0,0.0536057168537579,0.115952081517019,0,0,0,0,0,0,0,0,0.0447920603914368,-0.0173436406645933,0,0,0,0,0,0,0,0,0,0,0,-0.136942934926599,0,0,0,0,0,0,0,0,0,0,-0.0380635399204926,0,0
X601988.CH.EQUITY,0,0,0,0,0,-0.111451766232665,0,0,0,0,0,0,0.934726472318025,0,0,0,0,-0.221046858066223,0,-0.112730591889669,0,0,0,0.308805773049913,0,0,0,0,0,0,-0.00123719502870764,0,-0.0603140985107224,0,0,0,0,0,0,0,0,0,0.04048173435678,0,0,0,0.140416083658253,0,-0.0337493195959099,0,0.0924796554283927,0,0.0767331816698485
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.70785853389498,0,0,0.103282955989079,0,0,0,0,0,0,0.109646490541626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642312664067794,0,0,0,0,0,0,0.08659636434317,0,0.149534166231423
X600036.CH.EQUITY,0,0,0.371129143676107,0,0,0,0,0,0.00722956510745928,-0.0104865877628028,0,0,0,0,0,0.144003756955753,0,0,0,0.00516194328547709,0,0,0,0,0,0,0.161903771239659,0,0.0630926728170282,0,0,0,0.216573476471654,0,0,0,0,0,0,0,0,0,0,0,0.0162060687218436,0,0,0,0,0.0217888228327459,0.0535217704261225,0,0
X1299.HK.EQUITY,0,0.0645388706008826,0,0,0,0,0,0,0,0.00156340797405164,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105950940942896,0,0,0.234943243624199,0,0.545347308937051,0.111635548661897,0.146698878736984,0,0,0,0,0,0,0,0,0,0,0.0953368043091617,0,0,-0.233399055313852,0,0,0,0,0,0.0927835651610884,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196891645751395,0,0,0.0339428633310476,0,0,0.103501837338323,0,0.280301893474636,0,0.272779454851815,0,0,0,0,0,0,0,0,0,0,0,-0.118620980495174,0,0,0,0.0623505313481088,-0.0998242881205528,0,0,0,0,0,0,0.24579567602932,0,-0.112058041648226
X388.HK.EQUITY,0,0,0,0,0,0.233065044322777,0,0,0,0,0,0,0,0,0,0,0,0,-0.190560919350658,0,-6.93889390390723e-18,0,0,0,0,0,0,0.378508151284222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213472624027267,0,0.0867622489688746,0,0,0.076822226903558,-0.188228715636644,-0.0849008291333692,0,0.0781802563856651
