,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.13236431873971,0,0.0889989476035358,0,0.0552461907904134,0,-0.052330837040679,0,0,0,0.346320681023958,0,0,0,-0.109535455677786,0,0,0,0,0,0,0.0175920174391457,0,0,0,0,0,0.219307884330625,0,0,0,0,0,-0.0280200322578481,0,0,0,0.225903821379172,0,0,0,0,0.0448628265145965,0,0,0.0673657596313805,0,0,0,0,0.058716698375311,0.107280267849493
X601318.CH.EQUITY,0,0,0,-0.0557838319545886,0,0,0,0,0.127449984370228,0,0.219039128080271,0,0.0385326566875126,-0.0903582919428672,0.0867080451890203,0,0,0,0,0,0,-0.0879102047336352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190719320262728,0,0,0,-0.222356640807157,0.394174772522579,0,0.156874904089142,0.154521904309608,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.187552567518377,-0.00739889173172018,0,0.314999160378487,0,0.0778655029796177,0,-0.0727582526910831,0,0,0,0,0,0,0.106983077816124,0,0,-0.0234714401835088,0,0,0,0.0680019823661878,0,0,0,-0.068225707059625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468659021275576,0,0,0.0163931992002963,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.438791006860812,0,0.144139813418743,0,0,0.147747850464896,0,0,0.0288753755262621,-0.00450634459558002,0,0,0,0,-0.0047309233093664,-0.118393935767206,0.0490344499846021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389473237908033,0,0,0,0,0,0,0,0,0.178464313267438,0,0,0,0,0,0,0,0,0.188876285747763,0,0,0,0
X5.HK.EQUITY,0,-0.119850472334768,0.0376072663214911,0.280290977809563,0,0,0,-0.233600052872012,0,0,0,0,0.152761104348008,0,0,0,0,0,0,0,0.545930270497818,0,0,0,0,0.27802864953179,0,-0.0225918312023174,0,0,0,0,0,0.0227190638953027,0,0,0,0,0,0,0,0,0,0,0,0,0.195890165707249,0,-0.073026819637608,0,0,0,0
X601988.CH.EQUITY,0.207294205696574,0,0.236160133633227,0.0301922623850716,0,0,0,0,0.0775708530494522,0,0.0776275557919208,0,0,-0.275054140492099,0,0,0,0,0,0,0,0,0.0544619704236646,0,0.211715715661553,0,0,0.1429402340544,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.132121236158913,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0751608174716277
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.128521536620232,0,0,0.207680301546334,0,0.127454541851154,0,0.243313355916151,0,0,0,0,0,0.00522298306219611,0,0,0,0,0,0,0,0,0,-0.061375020317211,0.11021788349613,0,0.0290635112559267,0,0,0.0272144279134175,0,0,0,0,0,0,0,0,0,0,0.20450880541638,0,0,0.0296463849966666,0,-0.137274013941808
X1299.HK.EQUITY,0,0,0,0,0,-0.0539470784345926,0.110532268450371,0,0,0,0.118699845472317,0,0,0,-0.14145198509407,6.93889390390723e-18,0,0,0.335452752103498,0,0.259697646565207,0,0.0852611529295051,0,0,0,0,0.102459370938054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163291886114975,0,0,0
X601628.CH.EQUITY,0.0247171487165135,0.315593552635138,0,0,0,0,0,0,0,0.0120362279240894,1.38777878078145e-17,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.149181293076095,0.0664241248880724,0,0.0255350220954489,0,0,0,0,0,0,0,-0.339699815922723,0,0,0.0993053276510503,0,0.212102779629924,-0.00776498507437025,0,0.172157015839151,0,0,0,0,0,0.0793009136954494
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455028893201944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
