,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.347791612467469,0.0821897778293968,0,0,0,0.128459014606915,0,0,0,0,0,0,0.263238066116902,0,0,0,-0.0310704987923211,0,0,0,0,0.0367144830403788,0,0,0,0.0763876383845446,0,0,0,0,0,0,0,0.013213552346172,0,0,0,0,0,0,0,0,0,0,0.0199964169741483,0.0358208962002763,0,0,0,0
X601939.CH.EQUITY,0.0414921711618195,0,0,0.0546149746482286,0,0,0,0,0,0,0,0.0473889031283608,0,0.193020138613869,0,0.405978128175714,0,0,0,0,0,0,0,0,0,0,0,0,0.000814616298252805,0,0,0,0,0.106893296855072,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.136900184097934,0,0,0,0,0,0
X601318.CH.EQUITY,0.0177545263416957,0,0,0,0,0,0.187283139055509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108891609891059,0,0,0,0,0,0,0,0,0.153821510720285,0,0.104311727383616,0.0181798576683118,0,0,0,0,0.106221727744446,0,0.256308362711705,0,0.0266486857412509,0,0,0,0,0,0,0,0,0,-0.0351335584690572
X601288.CH.EQUITY,0.376346660117812,0,0,0,0.402414391123045,0,0,0,0,0,0.0635756950238427,0,0,0,0,0.00347917712719062,0.0712867105221937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360246124389701,0,0,0,0,0,0,0,0,0,0,0,0.000164963658083312,0,0,0,0,0,0,0.0232569475285211,0,0,0
X601988.CH.EQUITY,0,0,0,0.226761135220247,0,0,0,0,0,0,0.0919249943448967,0,0,0.187729884855225,0,0,0,0,0,0,0.104230679392954,0,0,0,0,0.023202501879498,0,0,0,0.0954654309863179,0,0,0,0,0.108276325576946,0,0,0.0936836584530179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.202228678819992,0,0,0,0,0,0,0.14749394393719,0,0,0,0,0.103652882209108,0.586659471182613,-0.32807909021638,0,0,0,0,0,0,0,0,0.219308580138309,0,0,0,0,0,0,0.453286615144963,0,0,0,0,0,0,-0.232417088088215,0,-0.167378020076575,-0.0136806123161114
X600036.CH.EQUITY,0.133663682355313,0,0.0815823072193101,0,0,0,0,0.0289210684031454,0,0,0,0.0815634749375826,0,-1.38777878078145e-17,0,0.0724723454321033,0,0,0,0,0,0.18892251702439,0,0,0.0159428664848916,0,0,0,0,0,0.0612343599782343,0,0,0,0,0.170239568763099,0,0,0,0,0,0,0,0,0,0,0.00581178441039481,0,0,0.0214533672775042,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.145639136383201,0.17412354981035,0,0.00299535488969421,0,0,0,0,0,0,0,0.279504879621469,0,0,0.266614294397035,0,0,0.217153535137697,0,0,0,0,0,0,0.143524930112563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0811135163652267,0,0,0,0,0,0,0.0187969989113246,0,0,0,0.260316029522922,0,0,0,0,0,0,0,0,0.24809211654812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520554082819873,0,0,0.0383836684600007,0,0,0.0940128589824149,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.11855910747756,0,0,0,0,0,0.11247435915209,0,0,0,-0.142166729773221,0,0,0,0,0,0,0,0,0,0,0,0.0825200278411249,0,0,0,0,0.103338896487821,0,-0.385120062541869,0,0,-0.107375934838799,0,0.305881266736605,-0.0776319594922006,-0.078564623452492,0,0,0,1.23631589342294,0,0,0,0,0,-0.0555838122857428
