,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0799745840093948,0,0.660207653046788,0,0,0,0,-0.026443607049547,0,0,0,0,0,0,0,0,0.118456917001007,0,0,0,0.0312892548671791,0.01178863296996,0,0,0,0,0,0.0503792941813376,-0.0172609933601849,0,0,0,0,0,0,0.00165161706357974,0,0,0,0,0,0,0.00345702168674491,0,0,0,0,0,0,0.0286771913726549,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0165701676203137,0,0,0,0.182037202316077,0,0,0,0,0,0.347190577377298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17577890333658,0,0,0.102727776718925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143841443906912
X601939.CH.EQUITY,0,0,0,0,0.356736684854581,0,-6.93889390390723e-18,0,0,0,0.175688639842152,0,0,0.0442682103931695,-0.0940293358346299,0.102715293499562,0.191715886168763,0,0,0,0,0,0,0,0,0,0,0.060881359397407,0,0,0,0,0,0,0,0,0,0,0.157757226610083,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.148510461125239,0,0,0.240565115599956,0,0,0,0,0.347095939178371,0,0,0,0.166311548687524,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00889264489612704,0,0,0,0.063763804991491,0,0,0,0,0,0,0,0.0752279432785497,0,0,0.1544048470146,0,0,0,0,0,0
X601288.CH.EQUITY,0.183067638441106,0,0,0,0,0,0,-0.0757986586036704,0,0.00478192893044965,-1.73472347597681e-18,0,0,0,0,0,0.552361443317274,0,0,0,0,0,0,0,0,0,0,0,0.0864120601474555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369630333463318,-0.0322855069559657,0,-0.0531925728563271
X600036.CH.EQUITY,0,0.247150588042726,0,0,0,0,0,0.0488699795856213,0,0,0,0,0,0.266660668678163,0,0,0,0,0.121978212611666,0,0,0,0,0,0,0.253508835826549,0.000782197138209388,0.056494260571018,0,0.081663529533699,0,0,0,0,0,0,0,0.00910078100931154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.244381507732917,0,0,0,0,0,0,0,0,0,-0.0933552018721389,0,0,0,0,0.0632331167678298,0,0,0,0.00214412089809945,0,0,0,-0.0323587230738098,0,0,0,-0.117062021898893,0,0,-0.071638312326279,0,0,0,0,0,0,0,0,-0.0164134096754771,0,0,-0.0193694244766,0.96644499189616,0,-0.0689227043614168,0.0182714575970993,0
X1299.HK.EQUITY,0,0,-0.224130756750786,0,0,0,0,0,0,0.243703991476163,0.0193000981269709,0,0,0,0,0,0,0,0,0,-0.126311462149062,0,0,0,0.181634248816718,0.086352236049351,0.449290508196556,0,0,0,0,0,0,0,0,0,0,0.0251934006056743,0,0,0,0.0580269784535059,0.117597557219261,0,0.0595856629398005,0,0,0.166379834838036,0,-1.38777878078145e-17,0,0,-0.0765419302717336
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.270491160086679,0,0,0,0,0,-0.121808199532277,0,0,0,0,0.180250817101421,0,0,0,0.031479152686388,0,0,0.373481367572437,0.0450784049790252,-0.0784711018203615,0,0,0,-0.0894821420487372,0,0.107014004506638,0,0,0,0,0.195273257011946,0.0193824669578034,0.187435540822671,0,0,6.93889390390723e-18,0,0.140646357230284,0,0,0
X388.HK.EQUITY,0,0.0850634350663252,0,0.00699585150401118,0,0,0,0.0422148427184126,0,0,0,0,0,0,0,0,0,0,0,0,0.0923979587633747,0.171594585180818,0,0,0.0789745909565332,0,0,0,0,0,0.166370330943023,0,0,0,0,0,0.226801856098035,0.124439074188272,0,0,-0.189496591464235,0,0,0,0,0,0.244445198293689,0,0,0,0,0,0.0646139165924572
