,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.212953199802525,0,0,-0.00663408529826193,0,0,0,0,0.566730334120949,0,0,0,0,0,0,0,0,0,0,0,-0.12737122287761,0,0,0,0,0,0,0,0,0,0,-0.285262769531639,0,0,0,0,0.681476561114367,0,-0.13964232683137,0,0,0,-0.0535725545128856,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00594293322517051,0,0,0.163607213149346,0,0,0.0250007508051865,0,0,0,0,0,0,0.0615340200669324,0.122892491896409,0,0,0,0,0,0,0.038462652673629,0,0,0,0,0.0528769634106883,0,0,0,0,0,0,0,0.0108516793803162,0.601434656066691,0,0.015273433621962,-0.0794511955726643,0,0,0,0,0,-0.0482955959177519,0,0,0,0
X601939.CH.EQUITY,0.282202482487801,0,0,0,0,0,0,0,0.0521437913146606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395685612481221,0,0,0,0,0.116488569631493,0,0.020662086994162,0,0,0,-0.0834001725573069,0,0,0.38383597491024,0,0,-0.0206832176318257,0,0.110916584417919,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.277563610767528,0,-3.46944695195361e-18,0.0614494881157659,0.0243633436235797,0,0.065918520783795,0,0,0,0,0,0,0.179505006027723,0,0,0,0,0,-0.0624768027128166,0,0,0.0923516661230254,0,0,0,0,0,0,-0.116333554030012,0,0,0,0.121288418384503,0,0,0,0.21285520620164,0,0,0,0,0.131625273150643,0,-0.0053286305054811,0,0
X5.HK.EQUITY,-0.108259945272568,-0.0577680281630124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268842093314683,0,0,0.102133736773519,0.308374140255465,0,0,0.316841520156209,0,0,0,0,0,-0.131187463524383,0,0,0,0,0,0,-0.0965362543181741,0,0,0,0.192689790418377,-0.209012455972342,0,0,0,-0.0791444177978669,0,0,0,0,0,0
X601988.CH.EQUITY,0.230861298004515,0,0,0.576633377426752,0,0,0,0,0,0,0.111422078542294,0.132850434700911,0,0,0,0.0911765658931026,-0.0782620786624731,0,0,0,0,0,0.0171822713012673,0,0,0,0,0,0,0.00636754688542003,0,0,0,0,0,0,0,0.0112073139482595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030019575581512
X600036.CH.EQUITY,0,0.411240166222406,0,0,0,0,0,0,-0.038547535057284,0.358799218407397,0,0,0.323511854958665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351203183381249,0,0.205899782985109,0,0,0,0,-0.179280621573183,0,0,-0.296670061351126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.00821260908940264,0,0,0,0,0,0,0,0,-0.0451605335863516,0,-0.0524943082404919,0,0,0.28981175542727,0,-0.153390415173204,0.182764234875387,0.101533759761129,0,0,0,0,0.340672247675746,0.10746441018638,-0.162204391624488,0,0,0,0,0,0,0,0,0,0,0.0251654169716333,0,0,0,0,0,0,0,0.0383596044205698,0,0,0,0,0,-0.110065292489155
X601628.CH.EQUITY,0,0.110760513678881,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.252883916277906,0,0,0,0,0.0117860287332444,0,0,0,0,0,0.142472202191501,0,0,0,0,-0.0406131028160032,0,0,0,0,0,0,0.0709639554920481,0,0.239229974815361,0,0,0,0,0,0,0,0,0,0.0615345493102985,0,0,-0.00861936570595481
X601328.CH.EQUITY,0,0.0602883433336004,0.0724572622916784,0.145350498567524,0,0,0.20400246516577,0,0,0,0,0,0.130237132215326,0,0,0,0,0,0.172685195009261,0,0,0,0.018303721926462,0,0,0,0.179233068373684,0,0,0,0,0,-0.164885133818756,0,0,0,0,0,0,0,0,0,0.103461554586211,0,0,0,0,0,0,0,0,-0.338867780259604
X601166.CH.EQUITY,0,0,0,0,0,0.237428972326884,0,0,0.126978994124192,0,0,0,0,0.370281987434178,0,0,0,0,0,0,-0.0379827692986851,0,0,0,-0.184891303930705,0,0.295827357827418,0,0,0,0,0,0,0,0,0,0,0.234666945920224,0,0,0,0,-0.0559016992826058,0,0,0,0,0,0,0,0,-0.258168875887914
