,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0798413334677402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158044508606367,0,0.558012838778536,0.579729170237637,0.0297944300950876,-0.237884146225801,0.162399280982361,0,0,0,-0.150765653170566,0,0,0,0,0,0,0,0,0,-0.0165778705898006,0,0,0,0,0,0,0,0,0,0.0663007201360824,0,0
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.231381928039624,0,0,0,-0.0644247895664281,0,0,0,0.0268002077314156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188308570304188,0.0402065363025815,0,0,0,0,0.196848857168656,0.192972329695216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0245397578699769,0,0.827909123809026,0,0,0,0,0,0,0,0,-0.0433905566880432,0,0,0,0.0699106417950767,0,0.104295277872858,0,0,0,0,0,0,0,0.00664961246765123,0.0308509501245184,0,0.00997527744778989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381518328771447,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.077456902879305,0,0.931840349127224,0,-0.0453698568968341,0,0,0,0,0.0135613563319276,0,0,0,0,0,0.0605192334676347,0,0,0,0,0,0,0,0,0,0,0,0.02295404307677,0,0,0,0,0,0,0,0,0,0,-0.01731562726553,0.0191471767697556,-0.0881953328745884,0,0,0,0,-0.000229264945194189,0,0,0,0,-0.118968216583324,-0.0534018616158254,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.13350943551667,0,0.056201312883764,0,0,0,0,0,0,0,0,0,0.00197672302456249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378411136749171,0.334346115065171,0,0,0,0,0,0,0,0,0.306564110107153,0,0,0,0,0,0,0.0336291615995678
X600036.CH.EQUITY,0,0,0.321011929654474,0.0165422804029708,0,0,0,0,0.021748742096786,-0.0183402934208062,0,0,0,0,0,0,0.136637901561201,0,0,0.0234644119198736,0,0,0,0,0,0,0.211159132728091,0.108414113191651,0,0.110998304961823,0,0,0,0,0,0,0.0544322981283079,0,0,0,0,0,0,0,0.00913819132062788,0,0,0,0,0,0.0976427512527058,0,0
X601988.CH.EQUITY,0,0,0,0.0045460956631679,-0.138465465024615,0.07669137467349,0,0.0494619168100743,0,0,0,-0.020158693195429,0,0,0,0,0,0,0,0,-0.0439003417385187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107913598586266,0,0,0,0,0,0,0,1.05002551376761,0,0,0.00190428412049837,0
X1299.HK.EQUITY,0,0,0,0,0.0964913424718915,0,0,0,0,0,0,0,0.106006337886065,0,0,0,0,0,0,0,0,0,0,-0.0366183327119338,0.127488824614573,0,0,0,0.00376483392393713,0,0.200932812144278,0.329104193754857,0,0,0,0,0,0,0,0,0,0,0.189603070494808,0,-0.0853683608999072,0.0916561849240938,0,0,0,0,0.0751273685089144,0,0.114465724476356
X5.HK.EQUITY,0,0,0,0,-0.00429182838555664,0,0,0,0,0,0,0,0,0,0,0,0,-0.15048998141408,0,0,0,0,0,0,0,-0.073766849757239,0,0.237735267994373,0.484480050228159,0,0,0,0,0,0,0,0,0,0,0.047305504061825,0,0,0,0.0692254092777582,0.0346493331371031,-0.0727734507920412,0,0,0,-0.0669055706598578,0.108521944858321,0,0
X388.HK.EQUITY,0,0,0,0,0.339646139517727,0,0,0,0,0,0,0,0,0,0,0.0524199132831468,0,0,-0.0754746898888038,0,0,0,0,0,0.336750376679838,0.0321443910595284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175820474269144,-0.20502313356965,0.166254369842618,0.130678028991156,0,0,0,-0.0997807952616106,0,0.0779872194690826
