,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.054896784600748,0,0,0,0,0,0.0208838547249114,0,0,0,0.192218159797714,0,0,0,0.452421168285493,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140519922367181,0.468312535674078,0,0,0,0,0,0,0,0,0,0.079107183601105,0,0.0307286313015506
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.146229120434329,0,0,0,0,0,0,0,0.102961091414598,0,0.0606412107997808,0.0540922884755917,0,0,0,0,0,0.113025257846553,0,0.00486094000528206,0,0,0,0,0,0,0,0.157131258588217,0,0,0,0.291126705022876,0,0.0011327880703632,0,0,0.00824200832996133,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.384831429085772,0,0,0,0,0,0,0,0,0.0421374543142395,0,0,0,0,0,0,-0.289192576604838,0,0,0,0,0.274699426349152,0,0,0,-6.93889390390723e-18,-0.146876558044594,0.027597572586591,0,0,0,0,0,0,-0.082237551024818,0,0,0,0,1.73472347597681e-18,0.562063476892193,0,0,0,-0.0100502378032103,0,0,0,0,0,0,0.180039148859993
X601288.CH.EQUITY,0,0,0,0,-0.0778827146664972,0,0,0,0.135726582553974,0,0.267988300225449,0,0.0147417072482503,0,0.345258992355783,-0.099212937695104,0,0,0,0,-0.0814882352371304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.144493641597602,0.391852471565542,0,0,0,0,-0.0295226800336945,0,0,0.255182195043517,0.0355968712432404,0,0.0306591254455441,-4.33680868994202e-19,0,0,0.231847972880187,0,0,0,0,0.0395309785836028,-0.167603508464295,0,0,0,0,0,0,0,0,0.010341650188511,0,0,0,0,0,0,0,0,0,-0.207559060312956,0,0.137388287778512,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.194019118929857,0,0,0,0.149915244747376,0,0,0,0,0,0.147603625911472,0,0,0,0,0,0,0,0,0,0.0174163998365399,0,0,0,0,0,-0.152344630958606,0,0,0.153276525644178,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516117850698789,0,0
X1299.HK.EQUITY,0,0,0,-0.107067303719388,0.257813420628313,-0.0627398321599412,0,0,0,0,0,0,0,0,0,0.0995274039630301,0,0.0780325483149273,0,0,0,0,0,0,0,0.130269815421529,0,0.059822940776077,0,0.0705122845708854,0.0167162604731239,0,0.104529407462317,0,0,0,0.34943527867587,0,0,0,0.0597354560476374,0,0,-0.156635546418688,0,0,0,0,0,0,0,-0.0244265226235531
X600036.CH.EQUITY,0,0.0592965041484242,0,0,0,0,0,0,0,0.52747683114522,0,0,0,0,0,0,0.0693750604564734,0,0,0,0.242048736580421,0,0,0,0,0,0,0,0.147120524318887,0,0,0,-0.199324536896005,0,0,0,0,-0.165558509378853,-0.00285532350344994,-0.0233964618362821,0,0,0,0.192387656371293,0,0,-0.0509761135894505,0,0,0.030497910286577,0,0
X601628.CH.EQUITY,0,0.235046090627299,0,0.058822939206876,-0.0496279374671522,0,0,0,0,0,0,0,0,0,0,0,0.142035485497324,0,0,0,0,0,0,0,0.000703027474538409,0,0,0,0,0,0,0,0,0,0.147247080517026,0.132823830950278,0,0,0,0,0,0.150849537368738,0,0.116480275045302,0.108325648789828,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.618860869354133,0,0,0,0,0.0867164955574542,0,0,0,0,0,0,0,0.174592024332903,0,0,0,0,0,0.131777921334336,0,0,0,0,0,0,0,-0.048254298517968,0,-0.0227694955208726,0,0,0,0,0.04612580185204,0,0,0,0,-0.165475091403188,0,0,0,-0.0980886741113153,0
