,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.121401267177518,0,0,0,-0.175782901681666,0.255615741692738,0,0,0.0910261456096219,0,0,0,0.277089709500055,0,0,-0.127041424766805,0,0,0,0,-0.136278944592006,0,-0.194187026690052,0,0,0,-0.224259664966196,0,0,0.81496344094652,-0.0516658137727739,0,0,-0.082354163336104,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.060145250981182,0,0.0344738390777944,0,0,0,0,0.171254443636632,0,0,0,0,0.0920952847250822,0,0.0987744679911175,0,0,0,0,0,0,0,0,0,0,0.036385036616506,0,3.46944695195361e-18,0.248105615711307,0,0.248216631813114,0,0,0,0,0.0101828963867643,0,0.00993758855832819,0,0,0,0,0,0,0,-0.0543324108025456
X601939.CH.EQUITY,0.323320783812797,0,0,0,0,0,0,0,0,0.12727788171596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.091427530295335,0,0,0,0,0,-0.247346937466414,-0.261284269288308,0,0,0.134564657508786,0,0,0.549400281289237,0,-0.0412676990207755,0,0,0,0.253801430038822,0,0,0,0,0,0.0302133990613203
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.360824651134167,0.195416389102193,0,0.351147615707372,0,0,0,0.0630149938071814,-0.121786075163702,0.339430726079999,0,0,-0.143168360339362,0,0,0,0,0,0,0,0,0,0,0,0,-0.394032093070932,0,0,0,0,0,0,0,0,0,0,0,0.113349366390003,0,0.257859611166342,0,0,0,-0.0982030097404379,0
X5.HK.EQUITY,0,0,0,0,0,0.145938343859916,0,0.129089289617086,0,0,0.0717246268199214,0,0,0,0.172565617113207,0,0,0.119785504141655,0.0036253711737211,0,0,0.0507880750757478,0,0,0,0,0,0,0,-0.0150037189263405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924268277658617,0,0,0,0.197152723902924,0,0,0,0
X601988.CH.EQUITY,0,0,0,-0.0217055736711123,0.47533076009829,0,0,0,0,0,0,0,0,0,0.0860843713724476,0,0,0,0,-0.186036347166313,-0.0391254945216982,0,0,0.273482929947927,0,0,0,0,0,-0.407731650785803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146045688452142,0,0,0.0442970111461045,0,0,0
X600036.CH.EQUITY,0,0.217767393044206,-0.0273555345037135,0,0,0,0,-0.132238063843693,-6.93889390390723e-18,0.396223444474511,0,0.19153619788915,0,0,0,0.145902754354425,0,0,0,0.389151731600704,0,0,0,0,0,0,0,0.118854337903695,-0.115944229081526,0,0,0,0,-0.0147114117279525,0,0,0,0,0,0,0,0,0,0,0,-0.0449513828825452,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.298203521577463,0,0,0,0,0,-0.00766365970793046,-0.115541707779093,0,0,0,0,0.0100115749447979,0,0,0,0,0,0,0,0,0.0261913662466436,0.150354921114825,0,0.116710958051589,0,0.121439796126037,0,0,0,0,0,0,0,0,0,0,-0.122074775228264,0,0,0,0,0,0,0,0,0,-0.0362223619184976
X601628.CH.EQUITY,0,0.123085454112455,0,0.0758108472079074,0,0,0,0,0,0,0.0145923803982681,0,0,0.254848140020876,0,0,0,0,0,0,0,0,0,0.147259171749633,0,0,0,0,0,0,0,0,0,0,0,0.119299061078994,0,0,0.0356172957972766,0,0,0.16544038862965,0.241894363584785,0,8.67361737988404e-19,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0521741568207611,0.032999668269978,0,0,0.599840089770705,0,0,0,0,0,0,0,0,0,0,0,0,0.227002532632823,0,0,0,0,0,0,0.229659703329731,0,0,0,0,0,0,0,0,-0.0912702588429576,0,0,0,0,0,0,0,0.074920941071599,0,-0.245246126847501,0,0,-0.0264657041702628,0,-0.0360678213810428,-0.146155647633735
