,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.258181853040766,0.219186403476241,0,0.192264923618499,0,-0.112806191921467,0,0,0.077077730231735,0,0,0,0,0,0,0.0271029415137894,0,0,0,0,0,0,0,0,0,0.147319424779166,-0.0848363968275283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361146302975335,0,0,-0.0398081779500663,-0.0345187450938456,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.201918179867628,0,0,0.268957311239908,-0.00207734669224351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601567947993978,0,-0.00964563335748262,0,0,0,0,-0.257311347195738,0.274494571106983,0,0,0.201544822061745,0,0,0,0,0,0.0623065714746434,0,0,0
X601939.CH.EQUITY,0.460124048267946,0,0,0.0444964489901292,0.101926758673924,0,0,0.04230417332836,0,0,0,0,-0.00209826562551225,0.148301482304691,0,0,0,0,0,0.13585779509107,0.03228663581983,0,0.0124030075927723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300711599036133,0,0,0,0,0,0,-0.136968410392224,4.33680868994202e-19,0,0,0,0,0
X601288.CH.EQUITY,0.408171158216866,0.0620559863931862,0.0666554695095115,0,0.0394486163923169,0,0,0,0,0,0,0,0,0,0,0,0.0241290261475188,0,0,0.0299443948860225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102904702757861,0,-0.0419263306554994,0,0.141648540586084,0.0984795207891808,0,0,0,0.142152838998773,0.117286629593656,0,0.00303298653526456,0,0,0,0,0,-0.0425880567674042
X5.HK.EQUITY,0,-0.227321153221026,0,0.12818565134687,0,0,0,0,-0.329049106723166,0,0.191360631573817,0,0,0,0,0,0,0,0,0,0.0704982262403807,0,0.61351738933284,0,0,0,-0.0813279637103914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850335710829631,0,0,0,0,0,0,0,0,0,-0.279101323905635,0
X601988.CH.EQUITY,0,0,0.175805762168594,0.289457372316971,0,0,0,0.00910042092820724,0,0.196335945397559,0.144073704994951,0,0,0,0,-0.0973112564034266,0,0,0,0,0,0,0,0.133089052803885,0,0.0366362419696577,0,-0.0422334968660929,0,0,0,0,0,0,0,0,0,0,0,0,0.129654839691337,0,0,0,0,0,0.0369935470233514,0,0,0.008412572005988,0,0.170411790203446
X600036.CH.EQUITY,0,0.173063493270437,0,0,0,0,0,0,0,0,0,0.0350788068404109,0,0.0844203754210902,0.0884819769517567,0,0,0,0.0331859072991728,0.00243009070160531,0,0,0.0982722001624386,0,0,-0.0248517748487855,4.33680868994202e-19,0,0,0,0,0.368106225558758,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.131330546363944,0.169635469435749,8.67361737988404e-19,0.0398690799753491,0,0
X601628.CH.EQUITY,0,0.0712871339341125,0,0.437924653037707,0,0,0,0,0,0,0,0,0.0952613606288784,0,0,0,0,-0.0241057644865555,0,0,0,0.0228596694317735,0,0,0,0.058391441580154,0,0,0,0,0,0,0,0.113915142760273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970619834621756,0,0.124760442852923
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0814906049870599,0,0,0.0357702268433023,0.0547675063199645,0.186794290104225,0.106215959852234,0,0.188753940339067,-1.73472347597681e-18,0,0,0,0,0,0.268028787551094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690545442921598,0,0,0.0550829297690959,0.0446006089736152,0,0
X601166.CH.EQUITY,0,0,0.0296372179049506,0,0,0.160335137292218,0.049191571147884,0.072492185609561,0,0,0,0,0,0,0.157929834903018,0,0,0,0,0,0,0,0,0,0,0.0328682969505896,0,0,0,0,0,0.41382078435957,0,0.189547680373534,0,0,0,0,0,0.0500956311459681,0,0,0,0,0,0,0,0,0,0,0,-0.120292484957442
