,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.45409738266292,0,0.104382271078678,0.0839728110416086,0,0.0438984215574262,0,0,0,0,0,0.0398364453532027,-0.0087452869395396,0,0,0,0.06653070920406,0.0442637928849762,0,0,0,0,0,0,0.105434751536642,0,0,0,0,0,0.0171053524229271,0,0,0,0,0,0,0.0098475787385301,0,0,0,0,0,0,0,0,0,0,0.0131215080352318,0,0
X601939.CH.EQUITY,0.253414718481655,0,0,0.368513435757932,0,0.1490414749252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315521915510127,0.0469228439671067,0,0,0,0,0,0.0814337854605984,0,0,0,-0.0124084267950576,-3.46944695195361e-18,0,0.00858312683101719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109460422345586
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0,0
X601288.CH.EQUITY,0.217336828638344,0.0754149774953825,0,0,-0.015527907512682,0.0162509301224258,0,0,0,0.156009934850303,0,0,0,0,0,0,0,0.118910081464548,0,0,0,0,0,0,0.0064786495836557,0.270838121997766,0,0.0731326181791161,0,0.0688044579378224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135849285325922,0,0.040985855633792,0,0.250439670468062,0.081394812593203,0,0,0,0.376779217746955,0,0,-0.189344384159375,0,0,0,0,0,0,0,0,0,0,0,0.101331950395165,0,0,0,0,0,0,-0.267128017507364,0,0,0,0,0,0,0,-0.497570137243183,0,0,0,0,0,-0.322060263956677,0
X601988.CH.EQUITY,0.012951174303964,0.271193040583074,0,0,0,0,0,0,0.026555057385045,0,0,0,0.109307104495405,0,0,0,0,0,0,0,0,0,0.607832120810092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0296814254243132,0.0494772092580564,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.10005802991179,0,0,-0.1102654663799,0,0,0.169918337945297,0,0,0,0,0,-0.0850892097980952,0,0.282417185946684,0,0,0,0.0140689045556347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524655586805919,0,-0.00369654370250462,0,0,0,0,0,0,0.289450236574277,0,0,0.123140480416889
X601628.CH.EQUITY,0,0,0.146525987678003,0.0753427271059806,0,0,0,0,0,0,0.0515919078533489,0,0,0,0,0,0.0677649761512695,0.0911330253769296,0,0,0,0,0,0,0,0.0837979371458218,0,0,0,0,0,0,0,0.0316019737718618,0,0.229362052707968,0,0,0,0,0,0,0.129927920160913,0,-0.0401996513704883,0.0855434541426847,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0665042514248566,0,0.000899030108379424,0,0.0468421940616543,0.00578687241272955,0,0,0,0.11605450946212,0,0,0,0,0,0,0,0,0.0128696025895098,0.200603945397975,0,0,0,0,0,0,0,0,0,0.150599047292842,0,0,0,0,0,0,0.170691486013217,0.267139393812861,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.125262250852857,0.0121528350658477,0,0,0.0517176063945603,0.197098722011458,0,1.0842021724855e-19,0,0,0.119255237288405,0,0,0,0.0308518934312435,0,0,0,0,0,0,0.158627867431219,0,0,0,0,0,0,0,0,0,0,0.0481771476130659,0,0,0,0,0,0,0,0,0,0,0,0.106419364764842,0,0,0,0.0419506115982742,0,0.0276463070924443
X600000.CH.EQUITY,0,0,0,0,0.0714097478857694,0.00251490502239323,0.257010710525275,0.0891803940029317,0,0.100881269825755,0.0804723807130578,0,0,0,0,0,0,0,0,0,0,0,0.124046668274964,0,0,0,0,0,0,0,0,0,0,0,0,0.0255091453341494,0,0,0.00166996864660462,-4.33680868994202e-19,0,0.0025851882703292,0,0,0,0,0,0,0.0430170639613149,0,0,0
X11.HK.EQUITY,0,0,0,0,0.126965526431354,0,0,0.0138194055993253,0,0,0,0,0,0,0.312042531191679,0,-0.0608915187930757,0,0.315514791915514,0.216350984090864,0,0,0,0,0,0,-0.459076240702417,0,0.00269078709968647,0,0.0868388105141143,0,0.163819664349039,0,0,0,0,0,0,0,0,0.225038278750576,0,0,-0.0972433210349257,0,-0.0381135196090773,0.0728683912774034,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.0451351266013348,0,-0.00419645246661041,0,0,0,0,0,0,0,0,0,0,-0.157173937432574,0,0,0,0,0,0,0.106584598748138,0.156933608181516,0.146895237271485,0.220597909593818,0.251930119440567,0,0,0,-0.0876532183106944,0,0,0,0,0,0,0,0.21436285656099,0,0.0329151811955197,0,0,0,-0.04701302489402,0
X2388.HK.EQUITY,0,0,0,0,0.0599366738833411,0,0,0.0557045332025564,0,0,0,0,0,0,0,0,0,0,0.0249781565071985,0.0673667037870813,0.042529448378919,0,0,0,0.142592290600371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0497044064250362,0,0.00148580451599208,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369626462301589,0,0,0,0,0,0.0801935427513458,0.0110650483973951,0,0,0,0.12773084202295,0,0,0,0,0.615873681329218,0,0,0,0,0,0,0.0572103273274818,0,0,0,0,0,0,0,0,0,-0.0816931626608606,0
X601319.CH.EQUITY,0,0,-0.0764672245259948,0,0,0,0,-0.329876061201422,0,0,0,0.0380306948950661,0,0.0238648198892804,0,0,0,0,0,0,0,0,0,0.35264072804612,0,0,0,0.0255810694268304,-0.269476369427085,0.21347142786772,3.46944695195361e-18,0,0.146263047393085,0,0,0,0.465692075923052,0,0,0,0,0,0,0,0,0,0.147393565255198,0,0,0,0.0273335233505902,0.136065394040059
