,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.143135181003633,0,0.0571876519532874,0,0,-0.0181442437493856,0,0,0,0,0,0.166874108854546,0,0,0,0,0,0.0378420340778227,0,0,0,0,0,0,0,0,0,0,0,0.0834366137911681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192464259527005,0,0,-0.091226731071178,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0151559176252759,0.140689592481359,0,0.0333307298692837,0,0,0.134167886767166,0,0,0,0,0.258702895999557,0.274590298073261,0,0,0,0,0,0,0,-0.0334228038728103,0,0,0,0.081813402246278,0,0,0,0,0,0.0330811237930001,0,0,0,0,0,0.00822771623442333,0,0,0,0,0,0,0,0,0.0852703435229344
X601939.CH.EQUITY,0,0,0,0,0.0181937754066091,0,0.434368362205327,0,0,0,0,0,-0.143532455523706,0,0,0,0,0,0,0,0.0135893405810397,0,0.636936918959184,-0.0629839031668091,0,-0.0149321234271687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225547116025645,0,0,0,0,0,0,0,0,0,0,0,-0.112822977891972,0.00232494371492289
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.122966453972097,0,0,0,0,0,0,0,0.271118152933574,0,0,0,0,0,0.0447797231275232,0,-0.198524678705228,0,0,0.00970631429808561,0,0,0.0567805288141068,0,0.260218258641355,0.399515431211329,0,0,0,0,0,0,-0.00107957314901717,0,0,0,0,0.110774256225126,0,0,0,-0.0262049296445445,0,0.0371547152337292
X601288.CH.EQUITY,0.102992740385245,0,0.111626990882005,0,0,0,0.0771942380161546,-0.0629735306523842,0,0,0,0,0,0,0,0.169156580727281,0,0.104982929874297,0,0,0,0,0.226131935435067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764597437345342,0,0.073740220115269,0,0,0,0,-0.0790890022042091,0,0,0,0
X600036.CH.EQUITY,0,0.189427938691692,0,0.0443294527360865,0,0,0.111905155191034,0.0360077182732124,0,0,0,0,0,0.179693503188893,0,0,0,0,0,0,0,0,0,0,0.3644920356676,0,0,0.0448103416753485,0,0,0.0447538276737324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431668340892005,0,0,0,0,0,0.0272485882425113
X601988.CH.EQUITY,0.181195248123074,0.141188539325458,0.0520041287383291,0,3.46944695195361e-18,0.316163923358478,0,0,0,0,0,0,0,0,0,0.227038400620953,0,0,0,0,0.177884494194697,0,0,0,0,0,0,0,0,0,0,0.0542945990872368,0,0,-0.050139928548867,0,0,0,0,0,0,0,-0.150403057954752,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0903474287706893,0
X1299.HK.EQUITY,0,0,0,0,-0.147600091495012,0.0449884674603749,0,0,0,0.357116952071691,0,0,0,0,0,0,0.11425756600611,0,0,0,-0.0592902021956232,0,0,0,0,0,0.336472771794117,0.14491531040019,0.0599074297436524,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0805832587322264,0.0205998522258749,0,0,-0.000184806188519154,0,0,0,-6.93889390390723e-18,0,0,0,-0.0122496091853439
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0454134763534333,0,0,0,0,0,0,0,0,0.0867597257951811,0,0,0,0,0.555916962173241,0.0222660879285336,0,0.124744739394328,0,0,0,0,0,0,0,0,0,0,0,0.18812379484674,-0.0252756097857481,0.149563389282537,0,0,0,0.115785519084302,0,0.140391120502676,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.151637641026306,0,0,0,0,0,0,0,0,0,0,0,0,0.335096474680098,-0.00870244550344068,0.124366001187801,0,0.0197437331745875,0,0,0.237591677996549,0,0,-0.0519349246871877,0.355768145833938,0,0,0,0,0,0.0829885779800807,0,0,0,-0.437664977441153,0,0.130180665651006,0,-1.38777878078145e-17,0,0.201755160228545,-0.0126059468328665,0
