,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.051190053592377,0.205377368588571,-8.67361737988404e-19,0.0415876362651002,0.0286317345598838,0,0,0,0,0,0,0,0,0,0,0.201235667651407,0,0,0,0,0.022390531655472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0624917338133343,0.00258894460309774,0,0.0292592304448345,0,0,0.10208849803238,0,-0.0353152715420931,0,0
X601318.CH.EQUITY,0,0,0.0977031816848981,0,0.100649612000261,0,0,0,0.120772887640145,0,0.0981788078233287,0,0.0381949090814739,0,0,0,0,0.0680536099064052,0,0.190394721713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436345111170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146882517526969
X601939.CH.EQUITY,0,0,0,0.0764842351492492,0,0,0,0,0,0,0.10903506530455,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.640813890530405,0,0.150098614425461,0,0,0,0.08214674774878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0836989870192389,0.1103480158239,0.0482960554164458,0,0,0.130789161463197,0,0.398342634905976,0,0,0.0478733158544051,0,0,0,0.0249034196789883,0,0,0,0,0,0,0,0,0,0,0,0,0.0966035295806205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379367387076236,-0.0740096176522411
X600036.CH.EQUITY,0,0.131503972154421,0,0,0,0,0.200209665974475,0.0223896684171995,0,0,0,0,0.173525405370728,0,0,0.127109379912469,0,0,0,0,0,0,0.175573114463141,0.24581865004813,0,0,0.00129239835519209,0,0,0.0372775038913215,0,0,0,0,0,0,0,0.00461091030154494,0,0.0711903844321015,0.0196388484400431,0,0,0,0,0,0,0,0,0,-0.0669115987167229,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.05586949025373,0,0,0,-0.132683053406147,0,0,0,0,-0.0428931391464779,0.107376729345884,0,-0.0502137962719477,0,0,0,0,0,0,0,0,0,0,0.670345359289056,0,0,0,0,0,0,0,0.0739933454122432,0,0,0,0,0.190495814935955,0,0,0,-0.017283004264333,0.14387483351812
X1299.HK.EQUITY,0,0,-0.0956159513709706,0,0.114049919097068,0,0,0,0,0,-3.46944695195361e-18,0.192424539643206,0,0,0,0,0,0,0,0,0.138976649140491,0,0,0,0,0,0.164632634209737,0,0,0,0,0,0.0493335586501243,0,0,0,0,0,0,0.032994145241166,0.132632026415769,0,0.0862618941972843,0,0.0489607430169265,0.118260913278062,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663329961367406,0.158388418843983,0,0,0,0,0,-0.00367690884528761,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0842134042972597,0,0,0.237459593046338,0,0,0.00781106464540032,0,-0.0239057087138963,0,0.100481097427991,0,0.132667078257389,-0.0108057077304798,0,0,0,0,0,0,0,0,-0.0188421424283248,0,-0.0324545412261529,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00849771265970685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130290346554201,0,0,0,0,0,0.0852809733788198,0.179401911947572,0,0.0145303129249444,0,0,0,0,0,0,0,0,0,0,0.345806359260616,0,0,0,0,0,0.152198856986641,8.67361737988404e-19,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850494061271753,0,0.0419122533465916,0.0376630508537111,0,0,0,0,0.0348508251074469,0,0.123162639182371,0,0,0.0439816435030295,0,0,0,0,0,0,0,0.158186322281389,0,0,0,0.391089515682653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X601658.CH.Equity,0,0.10861632943701,0,0.0891533004575252,0,0,0,0,0,0.32423704355348,0,-0.0330376090339791,0,0,0,0,0,0,0,0,-0.0650451587774624,0,0,0,0,0,0,0.28700159822873,0.280949220115195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134866184457954,0,0,-0.175176420244039,0,0,0.0375485962459833,0,0
X388.HK.EQUITY,0,0,-0.0350159654655193,0,-0.110975310048062,0,0.132708827359834,0,0,0,0,0,0,0,-0.128145485967931,0,0,0,0,0,-0.111809303364715,0.544382459788751,0,0,0,0,0.178874149549196,0,0,0,0,0,-0.0309409705030278,0,0,0,0,0,0.0961766254839111,0,0,0.135063088064664,0.0304421985617074,0,0,0,0,0,0,0,0.1235343865067,0,0
X000001.CH.EQUITY,0,0.112421265061121,0,0,0.460679216660901,0,0,0,0,0,0,0.0847931135125841,0,0,0,0,0,0,0,0.0540103367476453,0,0,0,0.389478093814257,0,0,0.222341844754284,0,0,0,-0.279186410899356,0,-0.0786202346674821,0,0,0,0,0,0,0,-0.0157060455323609,0,0,0,0,0,0,0,0,-0.134185344062139,0.0834331052608756,0,0.0167337586234801
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0612225599821227,0,0,0,0,0,0,0.416533431387443,0,0,0.0335831308101195,0,0,0,0,0,0,0,0,0,0,0,0.0441663646449772,0,0.208201857319795,0.0463739120102771,0,0,0,0,0.234934632669297,0,0.0458852444885525,0.0327455685208043,0,0,0,0,0,0,0,0
