,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.13868683727624,0,0,0,0,0,0,0,-0.0755419524743723,0.582071339651896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325534280892905,0,0,0,0,0.67167804408737,0.0275456091245686,0,0,-0.0344906263933594,-0.169637954619092,0,-0.0644291164853923,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142448540810481,0,0.00281811613009256,0,0.0256357387862781,0,0,0.039924447772028,0.0761176888108185,0,0.168788086696991,0,0,0,0,0,0.022405282371985,0,0,0,0,0,0.0965056959743854,0,0,0,0,0,0,0,0,0,0,0.492134789533495,0,0,0,-0.0725416628643151,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.202060363465719,0,0,0,0,0,0,0,0.0571270366317813,0,0.041781059576182,0,0,0,0,0,0,0,0,0,0,0.27730470069134,0,0,0,0,0,0,0,0,0,0,0.0426683472303412,-0.101463296934352,0,0.282103170648358,-0.213058789615386,0,0.147205781054036,0,-0.0458312428481212,0,0,0,0,0,0,0,0.261305766209757,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.246728975383299,0,0,0,0,0,0,0.0858449891671643,0,0,0,0,0,0,0.126480342889422,0,0,-0.0266041416479473,0,0,0,0.125080511991883,0,0,0,0,0,0,-0.0722365615872601,0,0,0,0,0,0.263906696352627,0,0,0.168329248250964,0,0,0,0,0.083440761977366,0,0,0,-0.0201257728500542
X5.HK.EQUITY,-0.138355942228842,-0.136987421023755,0,0.110680867189709,0,0,0,0,0,0,0,0,0,0.23768204088928,0,0,0,0.238320195572038,0,0,0,0.066292040572753,6.93889390390723e-18,0,0.364760367926252,-0.058182246854711,0,0,-0.0939295834813503,0,0,0,0,-0.234460014492373,0,0,0,0,0,0,0.251282165329708,0,0,-0.143029332323708,0,-0.0275702515356205,0,-0.053443665955354,0,0,-0.0309339247570396,0
X601988.CH.EQUITY,0.232838303129782,0,0,0.572454613442418,0,0,0,0,0,0.12017299942574,0,0,0.130889509809591,-0.0924302405823738,0,0,0.00972447609536057,0.098962123118553,0,0,0.0153451387917436,0,0,0,0,0,0,0,0.0218891043225558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478955687876519
X600036.CH.EQUITY,0,0.690388783237863,0.050051257305874,0,0,0,0,0,-0.16220103878339,0,0,0,-0.121927973439565,0,0,0,0,0,0.0913602914347354,0,0,0,0,0,0,0.0653175665742422,0,0,0.0503293738832894,0,0,0,0.0910596265460196,0,0,0,0,0,0,0,0.24099376882518,0,0,0,0,0,0.0327063520905774,0,0,0,0,0
X1299.HK.EQUITY,0,0.0333167497079292,0,0,0,0,0,0,0,-0.062703378905209,0,0,0,0,0,0,-0.131336551207678,0.358064187436903,0.115133708067424,0.189348121094595,0,0,0.0727246301430137,0,0,0.185906435122162,0,0,0,0,0,0,0,0,0,0.0696009740483307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100086774923441
X601628.CH.EQUITY,0,0.177407894208373,0,0,0.00984397046069525,0,0,0,0,0,0,0,0.00564283458066018,0,0.291817226618894,0,0,0,0,4.33680868994202e-19,0,0,0.148655949710819,0,0,0,0,0,-0.0526573724359497,0,0,0,0,0,0,0,0,0.114242105049259,0,0.0939772101529755,0,0,0,0,0,0,0,0,0.135053757147033,-4.33680868994202e-19,0,0
X601166.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.311101278783931,0.0701428680973737,0,0.130054903202451,0,0,0,0,0,0.575166337562397,0,0,0,0,0,0,0,-0.27109777538846,0,-0.0159170693018017,0,0,0,0,0,0,0.378732455849794,0,0,0,0.228252008999329,0,0,0,0,-0.194283703499571,-0.178469186432625,0,0,0,0,0,-0.0453763824958059,0,0,0,-0.0852602429688298
X601328.CH.EQUITY,0,0.0944738255992293,0.0996101648863532,0.373423358935152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110046147567842,0.0339953524991943,0,0.0126837704013283,0.0759547247268549,6.93889390390723e-18,0,0,0,0.136514112069202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109629426905844,-0.18198167862624
X600000.CH.EQUITY,0.0402105239479039,0,0,0.181113806730934,0,0,0.287294714864522,0,0,0,0,0,0,0,0.0531811788469582,0,0.0131458723997948,0,-0.0110915101652136,0,0.0471766376538372,0,0,0,0,0.391038060511509,0,0,0,0,0,0,0,0,0,0.0514484617523324,0,0,0.104340324101135,0,0,0,0,-0.0979305974665671,0,0,0.0188878848144394,0,0.119713678547177,0,0,0
X601319.CH.EQUITY,0.0982199391634726,0,0,0,0,0,0,0,0.335149596432466,0,0,0,0,0,0,0,0,0,0.169092478870555,0,0,0.0855144208601387,0,0,0,4.33680868994202e-19,0,0,-0.00135179089783794,0,0.0401248594559415,0,0,0,0,-0.0455901933748159,0,0,0,0,0,0,0,0,0.181391841285167,0.130453971434408,0,0.139141721115388,0,-0.0377174190356916,0,0
X000002.CH.EQUITY,0,0,-0.100360873547639,0,0.110360202785886,0,0,0,0,0,0,0,0,0,0.332088901078751,0,0.150030180513187,0,0,-0.00101519441941095,0,0,0,0,0,0,0,0.290808557115247,0.36539855715008,0,-0.103175595160933,0,-0.315037595729198,0,0,0,0,0,0,0,0.120308176458709,0,0,0,0,0,0,0,0,0.350397034897176,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.171886586749906,0.0736690814797135,0,0.380940613370616,0.0399139052871185,0,0.0449668726814966,0,0.151815999391819,0,0,0.252107471942104,0,0,-0.0775265926600731,0,0,0,0,0,0.086063998996047,0.134482281438401,0,0,0,0,0,0.00236673995033282,0,0,0,0,0,0,0,-0.207508301846509,0,0,0,0,0,0,0,0,-0.0234902487422163,0,0.165702039546293
