,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.212124714926538,0.0598160846634915,0,0.244809002104455,0,0,-0.083507782136748,0,0.33862148908079,0,0,0,0,-0.062413576669206,0,0,-0.103075848145256,0,0,0,0,0,0,0,0,0.0459605885820974,-0.0475118620041647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339895463320045,0,0,0,-0.0357913628401639,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.140544598076165,0,0.0628554471624649,0,0.279134368954473,0,0,-0.0295668935350814,0,0,0,0,0,0,0,0,0,0,0,0,0.0855518940746956,0,0,0,0,0,0,-0.253707435343269,0.359515125792622,0,0,0.182572645306793,0,0,0,-0.0163670659161204,0,-0.0458764562561904,0,-0.0392832307049869,0
X601939.CH.EQUITY,0.154947086120364,0,0,0,0,0,0,0,0,0,0,0,0,0.0295655587689691,0,0,0,0,0,0.320370591554487,0.138159182378608,0,0,0,0,0,0,0.103572197495489,0,0,0,0,0,0,0,0,0,0,0.174997694982401,0,0,0,0,0.0434563551191902,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.337369164015957,0.0389091188862202,0.0043646681937604,0,0.0727951805818805,0,0,0,0.113283141664726,0,0,0,0,0,0,0,0,0,0,0,0.0667215715037576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751512119263124,0,0,0.174867830894395,0.0686951100568848,0,0,0.168486160622215,0,0,0,0,0.147117529968117,0,0,0,0
X5.HK.EQUITY,0,-0.183941011818824,0,0.298457787674421,0,0,0,-0.283511283043153,0,0,0.0666968612023887,0,0,0,0,0,0,0.00432311560036227,0,0.109803170907306,0,0,0.529741796954194,0,0,-0.0711763787731618,8.67361737988404e-19,0,0,0,0,-0.079107901494873,0,0,0,-0.0474546156836937,0,0,0,0,0,0.170786830574405,0,0,0,0,0,-0.0886321505137128,0,0,-0.177083207966693,0
X601988.CH.EQUITY,0,0,0.18581209487206,0.173442843784761,0,0,0,0,0.0583099914231401,0.170096950002141,0.325151917656476,0,0,0,0,0,0,0,0,0,0,0,0,0.0541612669489137,0,0,0,-0.124488036375399,0,-0.0387107983674653,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0549305111833459,0,0,0,0,0,0,0,0,0,0.116152611352947,0,0.118006132142478
X600036.CH.EQUITY,0,0.188709195872676,0,0,0,0,0,0,-0.0468990375714415,0,0,0.0516442718617356,0,0.252892618064879,0,0.0394683389198744,0,0,0.144846977636609,0,0,0,0.0618112522565804,0,0,0,-0.0641772746971431,0,0,0,0,0.1418654778016,0,0,0,0,0.0778576567011119,0,0,0.0893805681721789,0.171261736061739,0,0,0,0,0,0.0756185780348959,0,0,0.116845597145337,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0687495326775044,0,0,0,0,0,0,-0.0846693301890113,0,0,0,0,0.154898961411746,0,0.119231337612229,0.113284911355148,0.123583868220866,0,0,0,0,0,0.224550521253812,0,0,0,0.07137987400427,0,0,0,0,0,0,0,0,0,0,0,0,0.0943464257730012,0,0,0,0.00590605708330782,0,0
X601628.CH.EQUITY,0,0.103890585684687,0,0.533189937594445,3.46944695195361e-18,0,0,0,0,0,0,0,0.0722491502033816,0,0,0,0,-0.0423423534939678,0,0,-0.0193289128246971,0.0447517212789024,0,0,0,0.0256978676405154,0.0340001390765423,0,0,0,0,-0.0802944220208164,0,0,0.152455405038881,0,0,0,0,0,0,0.023203333938836,0,0,0,0,0,0,0,0,0,0.114921990896555
X601166.CH.EQUITY,0,0,0,0,0,0.211754344963801,0.0457696380703871,0,0,0,0,0,0,0,0,0.25452305360101,0,0,0,0,0,0,0,0,0,0,0.187959111418565,0,0,0,0,0.387361848636014,0,0,0.107986616676947,-0.0290069340782734,0,0,0,0,0,0,-0.0882977529834709,0,0,0,0,0,0,0,0,-0.1667104549042
X601328.CH.EQUITY,0,0,0.022101413476087,0,0.0531739011567724,0.29591730006197,0,0,0,0,0,0.167126732809253,0,0,0,0,0,0,0.0247324849235927,0.167667943814649,0,0,0,0.167229640711887,0.120275089953274,0.0259353235156498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893489745251663,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0228045825791462,0,0,0,0.0649827942445871,0.266758613789582,0,0,0,0.195112468953038,0,0,0.24309706698318,0,0,0,0,-0.0827255677739434,0,0,0,0,0.107595588392606,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137561530136712,0,0,0.0868874394211871,0,0,0,0,0,0.0832133794076583
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0894553513003907,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.137833105632469,0,0.0414335446273224,0,0,0,0,0.0397161401440283,0,0,0.0312804274875336,0,0.197354464701175,0,0.102451019977034,-0.0292841348340572,0,0,0,0,0,0.0280075678622462,0,0,0.234578660751584,0,0,-0.0212751850457363,0
X000001.CH.EQUITY,-0.0797747873063801,0,0,0,0,0,0,0,0,0,0,0,0.130398905296786,0,0,0,0,0,0,0,0.010728382733806,0,0,0,0,-6.93889390390723e-18,-0.14294325758614,0,0,-0.0303168312144657,0,0.214539582730112,0,0,0,0.23630238041268,0,0,0.284268037087756,0,0,0,0,0,0,0,0,0,0,0,0,-0.173359185356255
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121195396297414,0,0,0,0,0,0,0,0,0.13687477173178,0,0,0.0834621457620713,0.0391848413874898,0,0.382350418480935,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.103749221230359,0,0.277736277409992,0.00101462881728266,0,0,0,0,0,0,0,0,0.197409951704565,0.0678072064254885
X601601.CH.EQUITY,0,0.300071030747738,0.293706528252617,0,0,0,0.0312556824907513,0,0.0341720405321955,0.0206910784011594,0,0,0,0.142770382830223,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451463335678704,0,0,0.163360931903814,0,0,0,0,0,0,0,0,0.0434143361044378,0,0,0,0,0,0,-0.233579331360811,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0914295155446526,0,0,0,0.263117854047443,0,0,0,0,0.0179620174147115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43196748096644,0,0,0,0,0,0,0,0,0,0.207909649786141,0,0,0,0.257093429724123,0,0,-0.392304102690795,0,0,0.0840320341840791,0,0
X11.HK.EQUITY,0.284960389287357,0,0,0,0.0328927059961377,0,0,0.20010935902637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5359255620455,0,0,0,0,-0.230934959333897,8.67361737988404e-19,0,0,0,0,0.025863776329596,0,0,0,0,-0.0631506354859521,0,0,0,0,0,0,-0.0706562037043689,-0.086365977291437,0,0,-0.0379971849139744,0,0
X388.HK.EQUITY,0,0,0.271679244967397,0,0.0189085156173482,-0.0834600206551216,0,0.711149632271262,-0.0012476655046716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781156383227883,0,0,0,0,-0.140156249825439,0,0,-0.150624676445564,0,0,0.294444911266774,0,0,0,0,0,0,0,0.133144666066968,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.0989875432750949,0,0,0,0,0,0.115791003153695,0,0,0,0,0,0,0,0,0,0,0,0,0.0581911079353162,0,0,0,0.135827738008915,0.0847684813284519,0.0458988865122472,0,0,0,0,-0.116562479918304,0.110631306099548,0,0,0,0,0,0,0.06918869168068,0.149591366436913,0,0.0391425910195814,0.00403946189259374,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.36539781808301,0,0.00447023201200354,0,0,0,0,0,0,0,0.0813812321747167,0,0,0,0.0844298153004248,0,0,0.164236413028103,0.00985183606062239,0,-0.0409806947942413,0,0,0,0,0,0,0,0.111640511611074,0,0.0781943156741146,0,0,0,0,0,0,0,0,0,0,0,0.10695873577771,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,-0.0340015586784367,0,0,0,0,0,0,0,0,0,0,0.297894221011232,0,0.312280068886664,0.0502461503843022,0,0,0.022826614779669,0,0,0,0,0,0,0,0,0,-0.0101165799904489,0,0,0,0,0,0,0.113222786523341,0,0,0,0,0,-0.257019682285616,0,0,0.174247792942073,0,0,-0.0167310705807871
X2388.HK.EQUITY,0,0,0,0,0.524733555760411,0,0,0.0487921639211123,0.0757483425254892,0,0,0,0,-0.0432625417846591,0.141487275893267,0,0,0.0780276803237228,0,0,-0.0581466820147241,0.408741471688549,0,0,0,0,0,0,0,-0.00345599357699157,0,0,0.0679662439813948,0,-0.0277772052930758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.140646670507706,0,0,0,0,0.0640248747734728,0,0,0,0,0,0,0.167601419149954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404696412826549,0,0.0763079526814386,0,0,0.0155000420308331,0,0,0,0.117430979113607,0.0613098929400565,0,0,-1.38777878078145e-17,0.372409878815172,0.121015148672451,0,0,0,0,0,0,0.0570101148391979
X600030.CH.EQUITY,0,0.0615325619891652,0,0,0,0,0,0,0,-0.0594146378934897,0,0,0.00860112294278076,0,0,0.0206504741374383,0,0.0570214406833454,0.126326162185717,0.0597138642759595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158788750318795,0,0,0.450791683722847,0,0,0.134846485829509,0,0.0456802617508161,0,0,0.0270490659035966,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.225170780097375,0.198748527061643,0.173829269552085,0,0.0611980624590532,0,0,0,0,0.393496293377353,0,0,0,0,0.0592001916339004,0,0,0,0,0.0216319386373022,0,0,0,0,0,0,0,-0.206886393665894,0,0,0,0,0,0,0,0,0,0,0,-0.0778316073649732
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0893880469109644,0,0,0,0,0.0128209065702503,0,0,0.0132510463146847,0,0,0.00642186123381577,0.0245964018788487,0,0,0,0,0,0,0,0,0,0,0.0938333832494808,0,0.145141141423345,0,0,0,0,0,0.452834642458463,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,-0.0924712865424389,-0.048539068897378,0,0,0.0670470738764814,0.188321747380947,0,0,0,0,0,-0.203567587802888,0.444514357088007,0,0,0,0,0,0,0,0,0,0.0564676274573442,0,0,0,0,0,0.0296652074596671,0,0,0,0,0,-0.141654791801388,0,0.0272062683825415,0,0,0,0,0,0,0,-0.093200770421428
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.290841314194293,0,0,0,0,0.344084078936896,0,0.117773068748527,0.210808891877607,0,0,0.0802550875737042,0,0,0,0,0,0,-0.179580274803889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106297696733333,0,0
