,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.313275779735456,0.24091437968279,0,0.168402152724976,0,-0.121982061173966,0,0,0.0713870906410902,0,0,0,0,0,0,0.0262649112534128,-0.155829510403995,0,0,0.130583793940744,0,0,0,0.0473714737789745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00902285718747542,0,-0.0155238744180483,0,-0.0834221278770695,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020554,0,0,0,0.29338061733701,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0674342427333655,0,0,0,0,0,0,0,-0.249496321681554,0.274039088813655,0,0.190008943309349,0,-0.00144959280125076,0,0,0,0.063519400982738,0,0,0,0
X601939.CH.EQUITY,0.425900324458603,0,0,0.0869116841124999,0.107530130220532,0,0,0,0,0,0,0,0.141611435279765,0,0,0,0,0,0,0.0137005358622236,0.128145659550886,0.0123022720657945,0,0.0302683252249541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321649084049299,0,0,0,0,0,0,-0.170913473659278,0,0,0,0,0,0
X601288.CH.EQUITY,0.389967044446157,0.0382961012523627,0.114846316326909,0,0.0436428336630198,0,0,0,0,0,0,0,0,0,0,0,0.0298101988966333,0,0,0,0.0164350775111873,0,0,0,0,0,0,0,0,0,0,0,0.0978711401977139,0,0,-0.0541339108289607,0,0.115935990897869,0.0883156970456029,0,0,0.231051749443486,0,0,0,0,0,0,0.0659578976040965,0,0,-0.0368544873771273
X5.HK.EQUITY,0,-0.251533340911592,0,0.0168265673743264,0,0,0,0,-0.315432294809403,0,0.283128873213616,0,0,0,0.026373909395938,0,0,0.0734163644258984,0,0.0257510999953497,0,0,-0.0610214381648327,0.60465688234675,0,0,0,-0.0078410323928813,0,0,0,0,0,0,0,0,0,0,0.0324465569814091,0,0.0675798214388433,0,0,0,0,0,0,0,0,0,-0.339214510737064,0
X601988.CH.EQUITY,0,0,0.156128330480595,0.249339300523419,0,0,0,0.0607370353041595,0,0.152341752961294,0.155341945736961,0,0,0,-0.293220931374561,0,0,0,0,0,0,0.157334744994491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932869972819202,0,0,0,0,0.0662009467342637,0,0.0868112277327182
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0,0,0
X601628.CH.EQUITY,0,0.129863655558062,0,0.250771130373316,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.314260900249,0,0,0,0,0,0.0679292855760342,4.33680868994202e-19,0,0,0,0,0,0,0.10372163013149,0,0,0,0,0.00294008743889747,0,0,0,0,0,0,0,0.127443257321012,0,0,-1.73472347597681e-18,0,0,0,0,0,0.018198755284773,0,0.234734626282958
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357746896694899,0,0,0,0,0,0.170091073088948,0,0.136673579299528,0,0.169186492473476,0,0,0,0,0.0182370110275752,0.388879556008306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525164685892382,0,0,0,0,0,-0.00438805919216003
X601166.CH.EQUITY,0,0,0.0970406400750689,0,0,0.0571927561198059,0,0,0,0,0,0,0,0,0,0.24227930912957,0,0,0,0,0,0,0,0,0,0,0,0.0182915990411447,0,0,0.409670997394775,0,0.231283175908403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082238613527145
