,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.134874944558129,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.124511019920844,0,0.04809504974602,0.467895361436903,0,0.362768904949008,0,0,-0.204208520405672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331149863076787,0,0,0,0,0,0,0,0,-0.0808333685163424
X601318.CH.EQUITY,0,0,0,0,0,0.19590896521386,0,0,0,0,0,0,0,0.0149167615576273,0,0,0.105123303029337,0,0,0.0646558310360021,0.0284069208356548,0,0,0,0,0,0,0.181392981777135,0,0,0.11719931735104,0,0,0,0,0.0894788685522218,0.0919809917359015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364724590568809,0.0262558016811955
X601939.CH.EQUITY,0,0.0427060048288212,0,0.787113242494819,0.0106639814124293,0,0,0,0,0.039485371812628,0.0594800407095491,0,0.0086636935084463,-0.0579602711741394,0,0,0.0796776078586596,0,0,0,0,0.00272045853559135,0,0,0.0392413160107548,0,0,0,0,0,0,0,0,0,0,0,0.0883693810998044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.955541054744237,0,0,0,0,-0.0754537871554518,0,0.00979297339174991,0,0,0,0,0,0,0,0,0.0614819912243409,0,0,0,0,0,0.0720102074054349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430333214389773,-0.0384473204231163,0,0,0,0,0.0542776270879556,0,0,0,0,-0.085249864163314,-0.00609368921153542,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0276586838510645,0.311183227380699,0,0.262044210297872,0,0,0,0,0,0,0,0.464480091381456,0,0,0,0,-0.069877862126658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130845525318653,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.125252683302531,0.211412006611054,0,0,0,0,0.0649651320273856,-0.0176114390832877,0,0,0,0,0,0,0,0.166789118027003,0,0.0305453481595334,0,0,0,0,0.0237946533658719,0,0,0.0395451823852943,0,0.177909462602616,0.126193422172795,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0321651475159123,0,0,0.0312379579099143,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685132075258934,0,0,0,0,-0.0538899934696525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716445693194458,0,0,0,0,0.00241190588207296,0,0,0,0,-0.0224784926619334,0,0,0,0,0,0,0,0,0,0,0,-0.133094362604486,0,0.998246528615973,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0549063851182741,0,0,0,0,0.155520870821345,0,0,0,0,0,0,0,0,0,0,0,0,0.289464691296833,0,0,0,0.0305835517795304,0,0,0,0,0,0.138176491957054,0,0,0,0,0.059247248807108,0.116040604728641,0,0,0.0673778523450973,0,0.0387694527129707,0,0,0,0,0,0.136701378527366,0,0,0.0446935312732582
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623094364245735,0.0189652984944407,0,0,0,-3.46944695195361e-18,0.139053006000867,0.307313035699665,0,0,0,0,0,0,0,0,-0.143750154132322,0,0,0,0,-0.0470910855818952,0,0,0.1308035154638,0,0,0,0.0763773594209161,0,-0.181836351119816,0.187116070141313,0,-0.0250487303650607
X388.HK.EQUITY,0,0,0,0,0.218915527215713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13015763399362,0,0.256470865838359,0,0,0,-0.00866845250826008,0,0.113004454310836,0,0,0,0.132367880361393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178666209701572,0,0,0,0,0.281682167526338
