,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0753278443756824,0,0.658632911069373,0,0,0,0,-0.0220829124651403,0,0,0,0,0,0,0.00149893192975912,0,0.117516400194471,0,-0.00107778010685559,0,0.0141805459272076,0.0220533240939724,0,0,0,0,0,0.0513132800657005,-0.0168856234816935,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0237665068695162,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0156800982331073,0,0,0,0.182861245948314,0,0,0,0,0,0.334235737637089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187958128806862,0,0,0.0905867876461676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144207134719336
X601939.CH.EQUITY,0,0,0,0,0.199160893797123,0,0,0,0,0.092381615905559,0.0530815282036154,0,0,0.0432680849030608,-0.0620322738079205,0.192145875422528,0,0,0.273467589590934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209661237197078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0,0
X601288.CH.EQUITY,0.396333546405444,0.103659106767843,0,0,0,0,0,-0.0198229626179698,0,0,0,0,0,0.058114063466739,0,0,0.0908626373446374,0,0,0,0,0,0,0,0,0,0,0,0.110631637219622,0,0,0,-0.0244578694404744,0,0,0,0,0,0,0,3.46944695195361e-18,0.0265706463832255,0,0,0,0,0,0,0,0.283416199837314,-0.0517272309287529,0,-0.0568877899978037
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.205069452109801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071220556848994,0,0,0,0,0,0,0,0,0,0,0,-0.0423124283235651,0,0,-0.144655541570549,0,0,0,0,0,0,0,0,-0.0334026834539454,0,0.015683077836694,-0.0371747132474501,0.94694838429405,0,-0.0695935162563983,0,0
X1299.HK.EQUITY,0,0,-0.14079224024609,0,0,0,0,0,0,0.310240632949532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105496349648299,0,0.223674093695054,0.0376266029883263,0,0,0,0,0,0,0,0,0.0887001236436349,0.153913702889607,0,0,0,0.0159209188325888,0.102255364103958,0,0.081633538040114,0,0,0.0305169238792973,0,0,0,0,-0.0596709123053426
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.229903400977304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543379561080075,0,0,0.356208869691978,0.136993436311623,0,0,0,0,0,0,0.0677720367750928,0,0,0,0,0.167092354737055,0,0.34127914867543,0,0,0,0,-0.0660187054025261,0,0,0
X388.HK.EQUITY,0,0.0664621668298379,0,0.096382505299403,0,0,0,0.0386195080110396,0,0,0,0,0.017468305539029,0,0,0,0,0,0,0,0.0504988932333311,0.0687083567908438,0,0,0,0,0,0,0,0,0.158065689008984,0,0,0,0,0,0.088560873166119,0.14229966641986,0.185530246747123,0,-0.191481389930942,0,0,0,0,0,0.3084310668281,0,0,0,0,0,0.0263155887784836
