,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.117381224478948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211844640137747,0,0.544443007490265,0.550987906468091,0.0551992820200957,0,0,0.0735579708879078,-0.232768162301138,-0.12254925559017,0,0,0,0,-0.0229881578683546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.116977248836116,0,0,0,0,0,0,0.0483713735385852,0.197168327256697,0,0,0,0.0982714378463286,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0704328472171723,0.0161883522073285,0,0,0,0.0503090651333988,0.230996439485469,0,0,0,0,0,0,0,0,0,0,0,0.0294557464955659,0,0,0,0.0998413654874667
X601939.CH.EQUITY,0,0,0,0.809295231637806,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0953811108128578,0.036743892062867,0.0757116798122972,0,0,0,0,0,0,0.00896044315078049,0,0,0,0,0.0112428257824205,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0486038235788938,0,0.928840858781582,0,-0.00720441126750484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315439328401497,0,0,0,0,0,0,0.0757950353009963,0,0,0,0,0,-0.0444200508827163,0,-0.0914163849622451,0,0,0,0,-0.0087445979771761,0,0,0,0,-0.105660759597689,-0.0396527634338831,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0350410646390508,0.132402320109449,-0.0381033595088969,0.152630496074207,0,0,0,0,0,0,0,0,0,0.0144994424594348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275162868214577,0.42412758222095,0,0,0,0,0,0,0,0,0.278425507793387,0,0,0,0,0,0,0.0822106122904488
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.161150167081401,0.0824528536714348,0,0.027499263491809,0,0,0,-0.000845161827504957,0,0.0385641954948424,0,0,0,0,0,0,-0.0725882606509948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105914010585981,0,0,0.0110218293347967,0,0,0,0,1.02121343832233,0,0,0.0350395921408665,0
X1299.HK.EQUITY,0,0,0,0,0.113588334771622,0,0,0,0,0.147733845188082,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285591687669439,0,0.128031350585639,0,0,0,0.10125680647633,0.39926462171006,0.123635787028565,0,0,0,0,0,0,0,0,0,0,0.23764386800879,0,-0.208469453139021,0,0,0,0,0,0.0941218870949641,-0.0584587787809689,0
X5.HK.EQUITY,0,0,0,0,-0.0119884895656968,0,0,0,0,0,0,0,0,0,0,0,0,-0.155944791249535,0,0,8.67361737988404e-19,0,0,0,0,0.266652048123168,0.486837853591454,0,-0.0402676450637637,0,0,0,0,0,0,-0.0531528469756661,0,0,0,0.0205804500490972,0,0,0,0.0762394409941771,0.0513769243277878,-0.0748261749192549,0,0,0,0,0.0863509580693507,0,0
X388.HK.EQUITY,0,0,0,0,0.328477848002566,0,0,0,0,0,0,0,0,0,0,0,-0.0125595110212698,0,-0.179272782809155,0,0,0,0,0,0.415965580395367,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.116759424993226,-0.135188654845398,0.24662581228699,0.0680511426293779,0,0,0,-0.132445389974076,0,0.0608655800677281
