,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.277865299285699,0,0.0753746664540419,-0.016539351590199,0,0.3755618000892,0,0,0,0.0984845895447479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112087212989594,0.00382865937578595,0.00383232642676602,0.0372412082601742,0,0,0,0,0,0,0,0,0.126063069541327,0,0,-0.0164252185779871,0,0,0,0,0,0,-0.0186838980066751,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.245527791084866,0,0,0,0,0,0.154214913713134,0,0,0,0.0689171828675511,0,0.0704980397113663,0,0,0,0,0,0.128332098947904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869070425365216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895577580403391
X601939.CH.EQUITY,0.474110495807802,0.145880332487465,0,0,0,0,0,0.163980076142535,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0225630432098544,0,0,0,0,-0.147074105944297,0,0,0,0,0,0,0,0.151918793137761,0,0,0.103826908302443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189874091395853,0.112913484476505,0,0
X601288.CH.EQUITY,0,0,0.0193075588443686,0,0,0.111242297362663,0,0.465564801745246,0,0,-0.0720318698109336,0.116213583535376,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0702723976036322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643056250158423,0.0428509189444662,0.035665385577914,0,0,-0.0352054065076117
X600036.CH.EQUITY,0,0.0404068492672625,0,0,0,0,0.262506024099575,0.0121712209500771,0,0,-0.0681501039599043,0,0.255714327453452,0,0,0.137457789157922,0,0,0.121584587254258,0.0226588221459755,0,0,0.0163400796585911,0,0,0.0692977329069815,0.1951315977828,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.129988643107555,0,0,0,0,0,0,0,0,0,0,0.155051187071003,-0.106973057099854,0,0
X601628.CH.EQUITY,0,0,0,0.0644241798547042,-0.00923650036886835,0,0,0,0,0,0,0,0,0,0,-0.198096186090048,0,0,6.93889390390723e-18,0,0,0.078596104899832,0,0,0.0503905307367445,0,0,0,0,0,0,0,0,0.0176032380802294,0.657891743909202,0,0,0,0,0,0,0,0,0,0,0,-0.00746622504413947,0.108659778790627,0,0,0,0,0.224712779408626
X1299.HK.EQUITY,0,0,-0.187567635863471,0,0.0322996456474915,0,0,0,0,0,0.245237175360872,-3.46944695195361e-18,0,0,0.207162528660506,0,0,0,0,0.149293244145271,0,0,0.0754385539241877,0,0,0,0,0,0,0,0.0385961856509453,0,0.0596580703564611,0,0,0,0,0,0.0452798351567234,0,0.0743690300759672,0.138742114206874,0.175671837790199,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.139811749215627,0.425237245753957,0.0657791278291798,0,0,0,0,-0.0134662253343803,0.0469768932861724,0,0.281084081216515,0,0,0,0.0240653668550477,0,0,0,0,0,0.0580006689895497,0,0,0,0,0,0,0,0.0860798123171461,0,0,0,0,0,0.0449022004433608,0,0,0,0,0,0.0312358436203756,0,0,0,0,0,0,0,-0.0238766461252463,0,0
X5.HK.EQUITY,0,0.106406222227779,0,0,0,0,0,0,0,0,0.00185394433864246,0,0,-0.0328730706645678,0,0,0,0,0,0,0.227668431670215,0,0.192621348877578,0.128776246171495,0,0,0,0,0,0,0,0,0.0638223735093721,0,0,0,0,0,0.160104420001637,-0.0810955421256135,-3.46944695195361e-18,0.0557253981387254,0.306540940844489,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,1.73472347597681e-18,0,0.297041596942757,0.0134402833771658,0,0,0,0,0,0.0951106665467934,0.118352815993706,0,0.00424602144344572,0,0,0,0,-0.016698287065539,0,0,0,0,0,0,0.0985883135330967,0,0.0566279932171632,0.342622976926775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102334883662536,0,0,0,0,-0.0945654384655627
X388.HK.EQUITY,0,0,0,0,-0.0687134518263624,0,0.159269517182972,0,0,0,0,-0.0338283280092509,0,0,0,0,0,0,0,-0.0928825348947175,0,0.5716862260135,0,0,0,0,0,0,0,0,0,0,-0.0145143124974331,0,0,0,0,0,0,0.126752826868347,0,0.109829249351356,0,0.0931431015484274,-0.236123853994132,0,0,0,0,0,0.16304156971153,0,0
X601658.CH.Equity,0,0,0,0.274517286375154,0,0,0,0.0632096302521435,-0.161464050119482,0.239446492872563,1.73472347597681e-18,0,0.132646151621156,0,0.0979631265997009,0,0.368049830534546,0,0,0,0,0.283246141877218,-0.0137155307221804,0,0,0,0,0,0.0158701652939079,0,0,-0.52512706085857,0,0,0,0,0,-0.0258878386441853,0,0,-0.0342536325850942,0.0101038334897772,0.0924940695368828,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.173891412577701,0,0,0.234108834395572,0,0.242004057437599,0.0768942646720676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355798292852115,-0.0665439475759398,0,0,0,0,-0.170688250792632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.0116814299133533,0,0,0,-0.0332098601120039,0.0425390425744901,0,0,0,0,0,0,0,0.325885360844147,0,0,0,0,0,0.0613029611959735,0,0,0,0,0,0,0.0251314518429205,0,0.0699517720219361,1.73472347597681e-18,0.180457312372741,0.1579965453843,0.0393789964482537,0,0,0,0,0,0.2839884848044,0,0.0228938089302654,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.00137521469741735,0,0.0186858660274474,0,0,0,0,0,0,-0.00344136554583195,0,0.275918690185042,0,0,0,0,0.144663164961021,0,0,0.154524320877086,0,0,0.19426317021726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805732709408995,0,0,0.155507678344861,0,0,0,0,0.0309532420208357
