,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,-0.0783174873049063,0,0,0,0,0.203136111389917,0,0,0,0,0,0,0,0,0.0348891378259052,0,0,-0.310015541233139,0,0,0,0,0,0,0,0,0,0,-0.338107817244759,0,0,0.0836643386420701,0,0.769819968464187,-0.185235508160825,0.26743034485658,0,-3.46944695195361e-18,0,0,0,0,-0.0134468969582748,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.175347550985819,0,0,0,0,0,0,0.0627320818244495,0,0,0,0,0,0,0,0,0,0,0.144266294569463,-6.93889390390723e-18,0,0,0,0.0624745911495604,0,0,0,0,0,0,0,0.455404859369305,0,0,-0.0533178059862831,0,0.0666358304372381,0,0,0,-0.0211301319063566,0,0.0271390750365582,0,0,-0.0610178753591996
X601939.CH.EQUITY,0.277771126246037,0,0,0,0,0.0143175221294803,0,0,0,0.0394560174044551,0,0,0,0,0,0,0,0,0,0,0,0.090711005698247,0,0.0425362457865033,0,0,0,0,0.193916219897542,0,0,0.0864979153651364,0,0,-0.106937325957873,0,0,0,0.403293069287687,0,0,0,0,0,0,0,0,0,0,0,0,0.151783096676769
X601288.CH.EQUITY,0,0,0,0,0,0.0318684730061884,-0.0117885199351716,-0.175177206777778,0.0970984139158167,0,0.350251251499729,0.232599488434329,0,0,0,0,0.0632119993720275,0,0,0,-0.036244950163729,0,0,0,0,0,0,0.0230280630566544,0,0,-0.601499569690483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277727157483061,0,0,0,-0.0985831787548046,0
X5.HK.EQUITY,-0.16487159432425,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0229824432686049,0,0,0,0,0.250131241843168,0,0.236043935143029,0,0.0912387672547852,0,0,0,0.4827174382074,0.00620151246074455,0,0,0,0,-0.252244748618749,0,0,0,0,0,0,-0.0101352007501108,0,0,0,-0.0995125580719322,0,0.191032848843081,0,0,0,-0.0866767464144753,0,-0.14053122514424,0,0,0
X601988.CH.EQUITY,0.171880981938733,0,0,0.513469346112275,0,0,0,0,0,0,0.127251897497515,0,0.0355017629090122,0,0,0,0,0,0,0,0,0,0,0.00998236778963279,0,0,0,0.130493368499261,0,0,0,0,0,0,0,0,0,0,0.223138764699834,0,0,0,0,0,0,0,0,0,0,0,-0.0102010227341214,0.09975847208048
X600036.CH.EQUITY,0,0.648108386266883,-0.00387141757899409,0,0,0,0,0,-0.212284172021253,0.600673074032307,0,0,0,0,0,0,0,0,0,0.0815519497689462,0.0172304509794793,-0.0473599908679696,0,0,0,0,0,0.0466892741374929,0,0.101926447626764,0,0,0,0,-0.0671367289990776,0,0,0,-0.117627510175667,0,0,0,0.160917425599386,0,0,0.0100732756469238,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0422625012650809,0,0,0.0967441239736656,0,0,0,0,0,-0.109352065803469,0,-0.00827541453061108,0.12719132869858,0,0,0.21799346519476,0,0,0.040757047976652,0,0.1244414638056,0,0,0,0.0299759538458875,0,0,0,0,0,0.22104266078087,0,0,0,0,0,0,0,-0.0778796895514377,0,0,0,0,0,0,0,0.200483179826974,0.0343435551875172,0,0,0
X601628.CH.EQUITY,0,0.0978796196111393,0,0.0619543893665613,0,0,0,0,0,0,0,0,0,0.290718550627792,0,0,0,0,0,0,0,0.117926523704714,0,0,0,0,0,0,0,-0.0352165888062966,0,0,0,0,0,0,0.0938536759192246,0.152082600100315,0,0,0,0,0,0,0,0,0,0.0982499741478142,0,0,0,-0.000294083613249197
X601328.CH.EQUITY,0,0,0.0202422498670297,0,0,0,0.236451926550441,0,0,0,0,0,0.245431693734066,0,0,0,0,0,0,0,0.27112228232032,0,0,0,0,0.147962229282272,0,0,0,0,0,0,0,-0.173733550470297,0,0,0,0,0,0,0,0,0,0,0.0703315912454491,0,0,0,0,0,0,-0.231608288828293
