,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0249389649695953,0.513906392183675,0,0,0,0.123600972074189,0,0,0.0818497309757303,0.0348991273248657,0,0,0,0.171999469698735,0,0,0.00896817839535159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148323421842553,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.127455874171421,0.280617208610381,0,0,0,0.0185984450467562,0,0,0.0146957025313875,0,0.327559450643213,0.0909934719828198,0,0,0.0673998542027396,0,0,0,0.0418738691620149,0,0,0,-0.0456366670814854,0,0,0,0,0,0,0,0,0,0.0579963877898799,0,0,0,0,0,0,0.00315083163501712,0,0,0,0,0.00437621058912858
X601939.CH.EQUITY,0.176404099110433,0,0,0.459141587880722,0.0660566580867078,0.090317147235562,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0165592407587103,0,0,0,0,0,0,0,0,0,0.210316689140969,0,-0.0140914274819307,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020079291850932,0,0,0.0129230505666342,0,0.0415098771123899
X601288.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0,0,0,0.0734235008051887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160829824173146,0,0,0.533682889388776,0,-0.0416337105237643,0,0.102684284391019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0298733584401179,0,0,0,0.225107127791755,0,0.111462576726776,0,0,0.285899432531716,0,0,0,0,0.040935425568883,0,0,0.026311875306138,0,0,0,0,0,0,0.054113060930721,0,0,-0.103162110351994,0,0,0,0,0,0.141211658624381,0,0,0,0,0.074006366009262,0,0,0,0,0,0,0.17530312972206,-0.154472296005283,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.320151352064082,0,0,0,0.107126542862379,0,0,0,0,0,0,0,0.0564027300241951,0,0,0,0,0,0,0,0.104068029204782,0,0,0,0,-0.231653079711635,0,0.045741552383916,0.0735911207810334,0,0,0,0,0,0,0,0,0.0703943453359927,0,0,0,0,0,0,0,0.079349078672053,-0.0685472251326147,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0960046332423446,0,0.0848600821970769,0,-0.150587288069597,0,0.0935296291273623,0,0,0,0.565486488588221,0,0,0.0136305706735576,0,0,0.0997050338579774,0,0,0,0,0,0.058932249434249,0,0,0,0,0.0446783085651036,0.234829894755282,0,0,0,0.123321805348521,0,0,0,0,0.0126886423975721
X1299.HK.EQUITY,0,0,0,0,0.243791071804572,0,0,0,0,0,0,0,0,0,0.0904719504883445,0,0.115061493072932,0,0,0,0,0.0608253493359565,0,0,0,0,0.0738678740177506,0,0.167696826603737,0,0.0294607858140739,0.119369117681768,0,0,0.0581059584307028,0,0,0,0,0,0,0,0,-0.102659880829945,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.175628196589987,0,0.175336326248244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617938319166552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114219757373439,0,0,0.3876776018473,0,0,0.0424742109562978,0.011716582328797,0,0.126023187864249,0.0615631291368227,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00560323971349647,0,0.413698292263968,0,0,0,6.93889390390723e-18,0,0,0,3.46944695195361e-18,0.414539807846715,0,0,0,0,0,0,0,0,0.0547092200351333,0,0.0495064939468359,0,0,0,0,0,0,0,0,0,0,0.013424365541919,0,0,0,0,0,0.0928754551328102,0,0,0.230817893772225,0,0,0,0.0628338181059514,0,0,1.73472347597681e-18,0,0
