,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0396327371848291,0.546649865932771,0,0,-3.46944695195361e-18,0,0,0,0.0134045657816989,0.150981565121425,0,0.087547793872265,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.0367710912853452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837951633101853,0,0,0,0,0,0,0,-0.0427006866909921,0,0,0,0,0.000299570001733004
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0221506600402986,0,0,0,0,0,0,0,0.0725427621481961,0.281475289976094,0,0,0,0,0,0,0.174644393937275,0,0,0,0,0,0,0.00461455032539857,0,0.0601402235887846,0,0,0,0,0.241563694574257,0,0,0.00678148525386902,0,0,0,0,0,0.0466649495063667,0,0,0,0
X601939.CH.EQUITY,0.153621380613828,0,0,0.609784131881002,0,0.0159955544729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133562003056918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726786418929612,0,0.011798893606745
X601288.CH.EQUITY,0.0484830653924961,0.0433576422822278,0.194876089608587,0,0,0,0,0,0,0.12358892679899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168408120014753,0,0,0.207689049709019,0.1165780461084,0,0,0.0105879090794254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0674698883488356,0,0.358963839428112,0,0,0,0,0,0,0,0.209290403811478,0,0,-0.0668599625508452,0,0,0,0,0,0,0.100659155572635,0,0,0.318750369840596,0,0,0,-0.172510924637294,0,0,0,0,0,0,0,0,0.216388708174964,0,0,-0.0721394875119986,-0.370885330589375,-0.0380356851971244,0,0,0,-0.252387833857935,0
X601988.CH.EQUITY,0.113113148536744,0,0.0129774965520381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58452593275457,0.0341124100062765,0,0,0,0,0.149618075085797,0.0115880143281885,0,0,0,0,0,0,0,0,0.0618442995380807,0,0,0,0,0.00166227432768142,0,0,0,0,0,0.0883591897929369,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0266736452545606,0,0,0,0.0325068694400655,0,0,0,0,0,0,0,-0.0211480598276291,0.0375948959012555,1.73472347597681e-18,0,0,0,0,0,0.757973659995266,-0.00618524339124788,0,0.0329162387751417,0.103572871955331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065732728139966,0,0.072193142896422,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.255435727631739,0,0,0,0,0,0,0,0.208588356043264,0,0,0,0,0,0.057751893617147,0,0,0,0,0,0,0,0.0460973652375132,0,-0.0724602044852304,0.115057772015286,0,0.33285232281982,0,0,0.190452186631085,0,0,0,0,0,0,0,0,0,-0.0765729901035273,-4.33680868994202e-19,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.217635535350198,0,0,0,0,0.0306256934622772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503477887505697,0,0,0,0,0,0,0,0,0,0,0,0,0.406088211808991,0,0,0.234931859135478,0,0.0293271713008846,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.170978726309776,0,0,0,0.11507188402206,0,0,0,0,0,0,0.259994659196306,0,0,0,0,0,0,0,0.227991735431641,0,0,0,0,0,0.0668170604999316,0,0,0,0.00595952635948918,0,0,-0.00594236342084829,0,0,0,0.202498741298322,0,-3.46944695195361e-18,0,0,0,0.00227422797761802,0,0,0,0.0287890860816759,0,0,0
X601166.CH.EQUITY,0.172238200629929,0,0.153944875777629,0,0,0,0.135971487668679,-8.67361737988404e-19,0.0125902209125711,0.0158453325131295,0,0,0.0140106125929237,0.166893928566892,0,0,0,0,0,0,0,0,0,0,0,0.00368287381371362,0,0,0,0,0,0,0,0.0650857001612985,0,0,0,0,0,0,0,0.113035916742633,0,0,0,0,0,0,0,0,-0.0364023008723098,0
