,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.032331609170517,0.204804630139877,0,0.0491680535762526,0,0.0278470364427805,0,0,0,0,0,0,0,0,0,0.156279997973053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274088614808641,0,0,0,0,0.0747928346392866,0.0153100664775333,0,0,0,0,0,0.135257026106247,-0.0487960578699334,0,0
X601318.CH.EQUITY,0,0,0.108300287253532,0,0,0,0,0,0.124930924377882,0,0.0448367261350792,0,0.0892751155538128,0,0,0.0184539635200288,0,0.0763843480479067,0,0.20043998483526,0,0,0,0,0,0,0,0,0,0,0.0566875147201294,0,0,0,0,0,0,0.111005852232289,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0842703387038475
X601939.CH.EQUITY,0,0,0,0.154649373649229,0,0,0,0,0,0,0.111802775340143,0,0,0,0,0,0,0,0,0,0,-0.0140655028709,0,0,0.620355995957702,0,0.15359245375498,0.0251407381924085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.149464564987499,0,0.0610643054674091,0,0,0.11887494258329,0.329006798171095,0,0,0,0.0802137824215051,0,0,0,0,0.0156940987164563,0,0,0,0,0,0,0,0,0,0,0,0,0.112258374617835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413423888118572,0,0.0781192917185853,0,0,0,0,0,0,-0.0609604666026788,-0.060991996914372
X600036.CH.EQUITY,0,0.0664974655248111,0,0,0,0,0.00944132311775672,0.247271195138058,0,0,0,0,0.234034295986279,0,0.16492626653876,0,0,0,0,0,0,0,0,0.27030376908075,0.168464710204909,0,0,0.0222892209125112,0,0.0239381706462464,0,0,0,0,0,0,0,0,0.0340027417467836,0.0487232567030108,0,0,0,0,0,0,0,0,0,0,-0.0465444809067119,0,0
X601628.CH.EQUITY,0,0,0,0.0802556795993786,0,0,0,0,0,0,0,0.104078551908654,-0.0327892462373088,0,-0.0980809129831444,0,0,0,0.0384772570909965,0,-0.0457707633144871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671185493739602,0,0,0,0,0,0,0,0.0488792721096199,0,0.187897651257607,0,0,0,0,0,0,-0.0185173297573606,0.19551543343672
X601988.CH.EQUITY,0,0,0.0420258275653614,0.279786619771793,0.205431254022568,0,0,0,0,0,0,0,0.100567102883061,0,0,0,0,0.207379585440775,0,0,0.0158245954065799,0,0,0.0515317207555555,0,0.0720911186739093,0,0,0,-0.0285449875915591,0.173414408424014,0,0,0,0,0,0,0.0759124446912128,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.15486826750526,0,0.114027010841411,0,0,0,0,0,0,0.207610171924347,0,0,0,0,0,0,0,0,0.00912141250210752,0,0,0,0,0.130450226809616,0,0,0,0,0,0.117333268985385,0,0,0,0,0,0,0.117589381283217,0.0988708010036421,0,0,0.0730033189412402,0.16361059496087,0,0,0.0497506780510334,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0609941458630968,0,0,0,0.0289453675345923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161793985385736,0,0,0.0981493504483061,0,0,0.127200740993069,0,0.0110090490558683,0,0,0,0,0,0,0,0,0,0.0607492060876538,0,0.226684119284028,-0.0824279495578423,0,0.0443285263279971,0.173278195324413,0,0,0,0,0.055043492054053,0,0,0,0
X601166.CH.EQUITY,0,0,0.0585235163238536,0,0,0.0575188269384568,0,0,0,0,0.0487871015666723,0,0.131153871249465,0,0.069613128597912,0,0,0,0,0,0,0,0,0.169732817939627,0,0,0,0,0.414112429021892,0,0,0,0,0,0.00127850424891565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285233971440037
