,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.50883349899667,0,0.156993619948478,0.0967648539809549,0,0,0,0,0,0,0,0,0,0,0,0.0568614487631384,0,0,0.0137772568630054,0,0,0,0,0,0,0,0,0,0,0,0,0.0492334308968858,0.11440274335591,0,0,0,0,0,0.0105678016398218,0,0,0,-2.16840434497101e-19,0.136451308480588,0,0,0,-0.156087263071011,0,0
X601318.CH.EQUITY,0,0,0,0,0.0112403714622864,0,0,0,0.139723273196024,0,0.0789557988460305,0,0,0.0543747067378218,0,0,0,0,0.107067919112893,0,0.224663639634445,0,0,0,0,0,0,0.069269809172046,0,0,0.0584229145203662,0,0,0,0,0.107591899330552,0,0,0,0,0,0,0,0,0,0.0231254946724584,0,0,0,0,0,0,0.076333860375564
X601939.CH.EQUITY,0.172850553533556,0,0,0.412558329228775,0,0,0,0,0,0,0.123656411177662,0,0,0,0,0,0,0,0,0.144374407750318,0,0,0,0,0.0987056396561199,0.239754399700139,-0.0797864646853284,0.0170690985076915,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243224468407163,0,0,0,0,0,0,0,0,0,0,0.020401357976585
X601288.CH.EQUITY,0.186877922964388,0,0.0547887156615756,0,0,0.0553802894290837,-0.0853707437778042,0.288230067987746,0.101761636236386,0,0,0,0,0,-0.0258837522536085,0.143722627571877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156289146008605,0,0,0,0,0,-0.122273235404201,0
X600036.CH.EQUITY,0,0.143850774442324,0,0,0,0.0709957002119185,0,0.127876168104177,0,0,0,0,0,0.184726508729383,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.317587771752187,0.0520793917067218,0,0.0226334688270495,0,0,0,1.73472347597681e-18,0,0,0,0,0.0794364499328856,0,0,0,0,0,0,0,0,0,0,0,0.0191791720720907
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.142807323343926,0,0,0,0,0,0.110555419486261,0,0,0,0,-0.0801822826333518,0,0,0.0286276341150409,0.216385459107674,0,0.0783153820589951,0,0,0.50558424769905,0,0,-0.020881359842129,0.0733345036779061,0,0,0,0,0,0,0,0,0,0,0.0736928649964337
X1299.HK.EQUITY,0,0,-0.189431939734372,0,0,0,0,0,0,0.146057560478878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581234804612026,0,0,0.0151328952604506,0,0,0,0,0,0,0,0,0.0225013402183616,0,0.207224968797982,0.250032492151337,0.0820057436646209,0.194013616631742,0.101743730003666,0,0,0,0,0,0,0.0753892323681732,0
X601988.CH.EQUITY,0.03271439684652,0.0197320095483932,0.049614448215398,0.176946112320579,0.364492662657901,0,0,0,0,0,0,0,0,0,0,0.197900838911082,0,0,0,0,0,-0.00874658750330549,0,0,0,0,0,0.0768839116254747,0,0.0187977718905187,0,0,-0.118278175253205,0,0,0.295668396606634,0,0,-0.0757762844914768,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0457362955618466,0
X5.HK.EQUITY,0,0.0057052900187629,0,0,0,0,0,0,0,0,0,0,0,0.0938343452136599,0.0328186319311648,0,0,0,0,0,0,0,0.102188776189726,0.00453170269978554,0,0,0.0207757148116098,0,0,0,0,0,0,0,0,0,0,0,0.460092123439747,0,0,0.235337695447977,0,0.162222447241029,0,0,0,0,0,0,0,0.00800805484350496,0
X388.HK.EQUITY,0,0,-0.212409774668035,0,0,0,0.105288132831965,0,0,0,0,0,0.165724804837466,0.00331731353219818,0,0,0,0,0,-0.089352190295488,0,0,0,0.209552914485274,0,0,0.201261599087596,0,0,0,0,0,0.145708029532834,0,0.142938549730175,0,0,0,0,0.153643906110547,-8.67361737988404e-19,0,0,0,0.0512187904600508,0,-0.143357901102454,0,0,0,0.165734162949177,0,0
