,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.194374721423824,0,0.109025941862824,0,0.0197228829868061,0,-0.0534467146534186,0,0,0,0.37028694961096,0.0716710240906871,0,0,-0.11014021791254,0,0,0,0,0,0,0,0,0,0,0,0,0.0972969983077607,-3.46944695195361e-18,0,0,0,0,0,0.182345124827474,0,-0.0688892387511247,0,0,0,0,0.0605488475472767,0,0,0,0.0823085000342557,0,0,0,0,0,0.0326367834625824
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110960844510023,0,0,0,0.0013044402949525,-0.153343410553274,0,0.0898143716489741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220085139302881,0,0,0,0,0,-0.24187642002669,0,0.438368376167718,0.0364142667233035,0.120239732349907,0,0,0,0,0,0.177310170922124,0,0,0
X601939.CH.EQUITY,0.202590057075247,-0.0177040313738144,0,0.351031516112521,0,0.0569090133334266,0,-0.0700967146640943,0,0,0,0,0,0,0.129387296589556,0,0,0,0,0,-0.0249586572097525,0.0233389685499499,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041946853889761,0,0,0,0.417485709639628,0,0,0,0.0402247924409992,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.37632265303542,0,0.159580520809791,0,0,0.186884027232145,0,0,0.0849352469755976,0,0,0,0,0,0,-0.069705964856616,0.0571112528773346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.000564470439506543,0,0,0,0,0,0.125630245622515,0,0,0,0,0,0,0,0,0.21728408197127,0,0,0,0
X5.HK.EQUITY,0,-0.132456392325243,0,0.293065738494842,0,0,0,-0.21682321109171,0,0,0,0,0.156516555018098,0,0,0,0,0,0,0.551479462261889,0,0,0,0,0.283811218338015,0,0,-0.0346798319964207,0,0,0,0,0,0,0.0205199938551348,0,0,0,0,0.0299484514904839,0,0,0,0,0,0,0.20649651085358,0,-0.096635578399528,0,0,0,0
X601988.CH.EQUITY,0.223806284953088,0,0.020585679826033,0.0707810911641292,0,0,0,0,0.0770587482446377,0,0.0426643770888596,0.182120015328695,0,-0.404635424864228,0,0,0,0,0,0,0,0,0.0149323883639935,0.414543440917386,0,0,0,0.0731379483206137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308220562121241,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0199692161607559,0,0,0,0,0,0.103686587178016,0,0,0,0,0.00115390342971812,0,0.282406581755137,0.186467700771289,0,0,0,0.0848965332473975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103813821129931,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0712700601120128,0,0,0,0,0.120069679501158,0,0,0.0154517158027557,0,-0.00753405897626104
X1299.HK.EQUITY,0,0,0,0,0,-0.0371242124088826,0,0,0,0,0.208940392719997,0,0,0,-0.158631231767299,0,0,0.307747196730742,0,0.24423893222006,0,0,0.0510738805300093,0,0,0,0,0.10845328827667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103483595248081,0,0,0,0,0,0
X601628.CH.EQUITY,0.0678370603299466,0.327113072270114,0,0,0,0,0,0,0,0,0.0392540947070815,0,0,0,0,0,0,0,0.00279075997369135,0,0,0,0,0,0,0,0,0.140817780576914,0,0,0,0,0.0527154594021495,0,0,-0.360232108854904,0,0,0,0,0.0929835831402243,0,0.204080113074494,0,0,0,0.186308385969387,0,0,0,0,0,0.0961660080374188
X601658.CH.Equity,0,-0.0144009630236865,0,0,-0.0187414169150301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169918574957533,0,0,0,0,0,0,0,-0.00928608680777743,0,-0.0883109817266988,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211313891634925,0,0,0,0,0,0
