,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.344122723444866,0.346860761641275,0,0.00647790076024558,0,-0.0754112661917568,0,0,2.16840434497101e-19,0,0,-0.0141068312157667,0,0,0,-0.0282543867424201,0,0,0,0.0863326740921029,0,0,0,0.142262063458969,0,0,-0.0319989770215094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758597251587222,-0.0434917599047159,-0.111145129459348,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204470012816388,0,0.290901790065465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208962253543282,0.0607336026981271,0,0,-0.0123032760236148,0,0,0,0,-0.262028778436827,0.27241237682404,0,0.194219434417483,0,0,0,0,0,0.0650048468643302,0,0,0,0
X601939.CH.EQUITY,0.460236020435701,0,0,0.0615658996258325,0.111375122110492,0,0,0.0319761725822235,0,0,0,0,0.156859968013841,0,0,0,0,0,0,0,0.139571138621515,0,0,0.0177692043973376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31639078587398,0,0,0,0,0.0140731991255401,0,-0.147400999793393,0,0,0,0,0,0
X601288.CH.EQUITY,0.392748681685753,0,0.206332367199701,0,0.151976929164421,0.0740617677094444,0,0.0445550412302305,0,0,0,0,0,0,0.0213556373693401,0,0,0,0,0,0,0,0,0,0,0,0,0.0733172322625676,0,0,0,0,0,0.0476556618863535,0,0,0,0.0591225496821488,0.164154731493074,0,0,0.021734161997204,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.243271773983821,0,0.00363308823824162,0,0,0,-0.0443768618545938,-0.317834418022044,0,0.252847581333895,0,0,0,0.0569203183621296,0,0,0,0.147857437957384,0.0313648577198483,0,0,-0.0878770723468755,0.593437060577715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448170954208106,0,0.0867729375250447,0.0504234660352501,0,0,0,0,0,0,0,6.93889390390723e-18,-0.314615026732796,0
X601988.CH.EQUITY,0.0757055048275747,0,0.193713294040468,0.14203588578221,0,0,0,0.0819717423608614,0,0.121054151387151,0.255532989569478,0,0,0,-0.316513638956285,0,0,0,0,0,0.0247132314477694,0,0,0,0,0,0,0.0739420633400543,0,0,0,0,0,0,0,0,0,0,0,0,0.0434833770153744,0,0,0,0.13968505827403,0,0,0,0,0.0085920279250176,0,0.0803526387494922
X600036.CH.EQUITY,0,0.187581290308225,0,0,0,0,0,0,0,0,0,0,0.131924281767169,0.0673953387324896,0,0,0,0.0503318780350067,0,0,0,0,0,0.109558036609973,0,0,0,-0.0230687827513161,0,0,0.32553019640617,0,0,-0.0115135203579612,0,0,0,0,0,0,0.0390943274212742,0,0,0,0,0,0.113318357230883,0,0.17348659087876,0.0483924997846022,0,0
X601628.CH.EQUITY,0,0,0,0.0581366105789251,0,0,0,0,0,0.0709807653384646,0,0,0,0.0200809405763783,0,0,0,0,0,0.193133115632448,0,0,0,0,0,0,0,0.0314584593235477,0,0,0,0,0,0.056103316413325,0,0,0,0,0,0,0.0839003491192673,0,0,0,0,0,0,0,0.0344795257579527,0.17094066935093,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689254302424906,0,0,0,0,0.195413337609795,0.0166684880214256,0,0.112190221522309,0,0.187495254457561,0,0,0,0,0,0.342246969067561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701071115279844,0,0,0.0199160322249863,0.0229276594845523,0,0
X601166.CH.EQUITY,0,0,0.0149281311973923,0,0,0.128908867329209,0,0.091609554710544,0,0,0,0,0,0.160782029215101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457681340287323,0,0,0.184067606740388,0,0,0,0,0,0.0869437363417702,0,0,0,0,0,0,0,0,0,0,0,-0.0818973511966062
X601328.CH.EQUITY,0,2.16840434497101e-19,0,0,0,0.121700559988967,0,0,0,0,0,0.162705259454451,0,0,0,0,0.00513394286472707,0,0,0.270365814361053,-0.169481859180967,0.183771148467585,0.027778168298216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951539065370691,0,0.213790065217079,0,0,-4.33680868994202e-19,-0.00346295101063549,0,0,0,0,-0.0342932178338709,0
X600000.CH.EQUITY,0,0.0915451536682519,0,0,0,0.0983116360333407,0.292461090966952,0,0,0,0.231074060756982,0,0.213617347901446,0,0,-0.0116594269792077,0,-0.0534518904445164,0,0,0,0.0371122190455126,0,0,0,0.132020948328075,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363662035693733,0,0,0,0,0,0.0890669493978264
X000001.CH.EQUITY,0,0.0726806461584619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878736074893723,0,0,0,0.0937872125814323,0,-0.213848304860157,0,-0.0288195747915493,0.276661534755428,0,0,0.158750968430612,0,-0.166153463586128,0,0,0,0,-0.0280617514006616,0,0.363026331126935,0,0,0,-0.132834798021629
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.149480964395336,0,0.114528000673703,0,0,0.140572450119516,0,0,0,0,0.313081920990751,0,0,0.0818936324629964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221471140130311,0,0,0,0,0,0,0,0,0,0.0935451979211166,0,0.0751721433637597,0.071937963910322
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,-0.201092512530569,0,0,0,0,0,0,0,0,0,0,0.381720008790111,0,0,-0.0784723188526257,0,0,-0.0870997609917031,0,0,0,0.171730655731647,0.0416005255687878,0,-0.12597444984253,0.116239187588319,0,0,0,0,0,0.00936348213512637,0,0,0,0,0.073134850105583,0,0,0.249484009537544,0,0.163839997056226,0,-0.0600177059660673
X16.HK.EQUITY,0.0178300966411265,0,0,0.214722949287919,0,0,-0.0865079419605362,0,0.283260668837034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681304212596725,0.238664952971212,0,0,0,0,0.0699354898071999,0.0573180394034746,-0.0403757325155549,0,0,0,0,0,0,0,0,0,0,0,0.170502227324327,0,0.0348099262619655,0,0,0,0.301417946735004,0,0,0
