,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.100342183583985,0,0,0.36118110700607,0,0,0,0,0,0.200617924077859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019771222595216,0,0,-0.157545432566356,0.0620062973936081,0,0,0,0,0.125509194798695,0,0.0538724695456561,0,0,0,0,-0.132609659754144,0,0,0,-0.025664708500476,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.129320817020535,0,0,0,0.0186073743593833,0,0,0.21685096638771,0.0154736852764335,0.0279827532173224,0,0,0,0,0,0,0,0.054548133898328,0,0,0,0,0.0443906727568889,0,0,0,0,0,0,0.00534242651825204,0,0,0,0.516256815470639,-0.0679511293773644,0,0,0,0,0.0864810430620096,0,0,0,0,0,0
X601939.CH.EQUITY,0.236197015120441,0,0,0,0,0,0,0,0.0399395276380323,0.020002997225977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386685164973751,0,0,0,0,0,0,0.0956281616693485,0,0.0134711587325861,-0.049182193886095,0,0,0.0215136084202176,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.232845530932247,0,0,0,0,0.00875142446369773,0,0.0903055191628761,0,0,0,0,0,0,0,0.121751919235977,0,0,0,0,0.160690605191106,0,0,0,0,0,0,-0.0857739061186786,0,0,0.0225312160930136,0,0.0430044977740171,0,0.214397151912577,0,0.11876440202985,0,0,0,0,0,0.0596937128138601,0,0,0,0
X5.HK.EQUITY,0,-0.222593924878442,0,0.0318691861505652,0,0,0,0.114696328308498,0,0.10217367368458,0,0,0,0,0,0.290203175567702,0,0.23567928418699,0,0.231891509331207,0,0,0,-0.205694856144357,0.378481874170096,0,-0.0338253929680105,0,-0.208942162659854,0,0,0,-0.0727833079934201,0,0,0,0,0,0,0,-0.0312335986937205,0,0.151014369753638,0.231681292334418,0,-0.0195452942948481,0,-0.199261117859413,0,0,-0.0655685041527416,0
X601988.CH.EQUITY,0.190867850588069,0,0,0.409497748515211,0,0,0,0,0,0.108324926383825,0,0,0.148294810759499,0,0,0,0,0,0.0271161727439536,0,0,0,0,0,0,0,0,0.00882902710020835,0.0219163908572119,0,0,0,0,0,0,0.123902899926464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131454092307827
X600036.CH.EQUITY,0,0.665862145777277,0.0172053147197124,0,0,0,0,0,-0.0605127365547742,0,0,0,-0.105768470923529,0,0,0,0,0,0.172374158692618,0,0,0,0,0,0,0,0,0,0.0573195608047429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238594030067973,0,0,0,0,-0.0675854044875252,0,0,0.172013832314169
X1299.HK.EQUITY,0,0,0.00739498332787313,0,0,0,0,0,0,-0.0982969761388717,0,0,0,-0.13045402928489,0,0,0,0.243780931968405,0.0563109790857862,0,0.249870920398757,0,0,0.326544818655313,0,0,0.085024036381306,0,0,0,0,0,0,0,0,0.0360770467394845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157965454404829
X601628.CH.EQUITY,0,0.160773724979377,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0032992800837424,0,0.273234028936214,0,0,0,0,0,0.00731734182126226,0,0,0.163856377812441,0,0,0,0,-0.0515694938484337,0,0,0,0,0,0,0,0,0.14036004889448,0,0.0983222509717227,0,0,0,0,0,0,0,0,0.109693514415673,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.284136840146012,0.250747898566726,0,-6.93889390390723e-18,0,0,0,0,0,0.400890855576924,0,0,0,0,0,0,0,0,0,-0.0628310470060708,0,0,0.00705286706764253,0,0,0.377895407245652,0,-0.0737467279930546,0,0,0.325257180216253,0,0,0,0,0,0,-0.117964181582993,-0.192798878696986,0,0,0,-0.0352523551576968,0,0,0,0
X601328.CH.EQUITY,0,0.0994304795094539,0.0997433064391963,0.390804783413625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133162520617568,0,0.027470110742058,0.00307801591805855,0,0.059477237423621,0,0,0,0.139270726603686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00511221324728613,-0.16991930745638
X600000.CH.EQUITY,0.0819428544562597,0,0,0,0,0,0.233199662362521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264741653643198,0,0,0,0,0.225876077633451,0,0,0,0,0,0,0,0,0.160709249253597,0,0,0.109569647635198,0,0,0,0,0,0,0,0,0,0.0615898127050458,0,0,2.90771481223423e-05
