,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0166837038085837,0.428152005927847,0.101603161038826,0.084622000568967,0,0.0372601530222653,0,0,6.93889390390723e-18,0,0,0.0388331277506363,-0.00743555633660216,0,0,0,0.0634259372924569,0.0473169856512357,0,0,0,0,0,0.107774475465102,0,0,0,0,0,0.013421626702935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149988809050969,0,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0,0,0
X601939.CH.EQUITY,0.340386149977406,0,0,0.141873673569768,0,0.189425125125758,0,0,0,0.0490221158319198,0.0960874430137379,0,0,0,0,0,0,0,0,0,0,0.00126861837845137,0,0,0,0,0,0,0,0,0,0,0,0.0615883194290253,0,0,0,0,0,0,0.0120554470266408,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.445702365403812,0,0,0,0,0,0,0,0,0.214474935897286,0,0,0,0,0,0,0,0.0893733535891723,0,0,0,0,0,0,0.0800879098305264,0.0314015659296806,0,0.0324268784134249,0,0.0823947903638158,0,0,0,0,0,0,0,0,-0.0307352879324576,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464169746580738,0,0,0,0,0,0,0,0,0,0,0.14607241138912,-0.373561313464296,0,0,0,0,0,0,0,0,0,0,0,0.121442612212867,0,0,0,0.438533922642667,0.0301958813174466,0,-0.601390390365123,0,0,0,0,0,0,0,0,-0.282984918413571,0,0,0,0,-0.315685962888742,0
X601988.CH.EQUITY,0.0141891116866719,0,0.304878982664592,0,0,0,0,0,0,0,0,0,0.114275875610237,0,0,0,0,0.0495817818456445,0,0,0,0,0.588287479014003,0,0,0,0,0,0,0,0,0,0.0194286584602523,0,0.0224286787028188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037393810042558,0,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328767467154187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957898895992877,0,0,0,0,0,0,0.135139807935002,0,0,0,0.119650935053493
X601628.CH.EQUITY,0,0,0,0,0.0185655421969345,-1.73472347597681e-18,0,0,0,0,0.131931399914014,0,0,0,0,0.0210919203908662,0.00725632960809964,0,0,0,0,0,0,0,0,0,0.0704832772846577,0,0,0,0,0,0,0,0.281674740252045,0,0,0,0,0,0.0879320343353179,0.197879874800185,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155350771691595,0,0,0,0,0,0,0,0,0,0.105851106100615,0,0,0,0,0,0,0,0.0225306587206756,0.0914283413572322,0,0,0,0,0,0.112295642421259,0,0,0,0.0607318296934811,0,0,0.0571014063013589,0,-0.0244527384736706,0,0,0,0.168353528809933,0.24433927643843,0,0,0,0,0,0,0,0.0196670266162223,0,0,0
