,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.331517491692934,0,0.30221678023996,0,0,0,0,0,0.0615120331728717,0,0,0,-3.46944695195361e-18,0.111213274089384,0,0.0334158884606472,0,0,0,0,0,0,0,0,0,0,0.0608112323589503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437819901574711,0,0,0.00119407929809382,0,0,0,0
X601318.CH.EQUITY,0.119307670850885,0,0,0,0,0,0,0,0.165864626354658,0,0,0,0,0,0,0,0.28617316078741,0,0.0153944687747319,0,0,0,0,0,0.00759573137174588,0,0,0,0,0,-0.0366694749030141,0.0429073053159641,0,0,0.154333957470922,0.141993740158452,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0271148368068817,0.00668873422280197,0,0.134287626465603,0,0,0,-0.0479059776050896
X601939.CH.EQUITY,0.345746991001758,0,0,0,0,0.103354173804129,0,0,0,0,0,0,0,0.412553574494757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666810869426002,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.351963355083687,0,0.00656790681140705,0,0,0.497781155685077,0,0,0,0,0.0122736525386986,0,0,0,0.0417118020605054,0,0,0,0,0,0,0,-0.0314167607981274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173330247750526,0,0,0,0,0.0954396781533367,0,0,0.00721272317462797,0,0,0
X5.HK.EQUITY,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460363928772335,0,0,0,0,0,0,0,0,0.0769743558736504,0.045282108829342,0,0,0.694321483605657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.413438751361971,0,0.0227062323819188,0,0,0,0,0,0.0150593402978867,0,0.0330985744576319,0,0,0,0,6.93889390390723e-18,0,0,0.0468210328231498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156351852454659,0,0.0126913372621701,0,0,0,0,0,0,0,0,0,0,0,0,0.273575483789566,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.159740837804842,0,0,0.297407898899047,0,0.0977931109823452,0,0,0,0.169776498053242,0,0,0,0,0,0,0,0,0,0,0,0,0.0795309270534353,0,0.0369785958968824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457864048379102,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0789041514494736,0,0,0,0.34072823977362,0,0,-2.77555756156289e-17,0.197810011062389,0.12574183939236,0,0,0,0,0,0,0,0,0.195968923758827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.102520532170964,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.131376752190617,0,0,0,0,0.260217373169394,0.137055623502694,0,0,0,0,0.00388958402677706,0,0,0,0.0511681902094028,0,0,0,0,0,0,0,0,0,0.142294136287706,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.091861774460569,0,0,0,0,-0.427795854631058,0.225759527566609,0,-0.239313854224051,-0.485036737609784,0,0,0,0,0,0,0,0.817306913867227,0,0,0,-0.0169560281148441,0,0,0.135096693908792,0,0,0,0.0431022849156686,0,0,0,0,0,-0.899833860333161,0,0,0,1.36415663320753,0,0,0,0,0,0,1.73472347597681e-18,0
