,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0668421930512044,0,0,0,0,0,0.0225774981405775,0,0,0,0.188159578394235,0,0,0,0.437149581905954,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136250464110543,0.463903046398389,0,0,0,0,0,0,0,0,0,0.0755541115533445,0,0.0329804049007082
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0465421566361759,0,0,0,0.0620806195955616,0,0,0,0,0.160549207843071,0.0727324803607102,0.104991703724765,0,0.00889762025359371,0,0,0,0,0.101473067854883,0,0.0743670279202261,0,0,0,0,0,0,0,0.266105720494518,0,0,0,0.129708284111875,0,0.0345350532294686,0,0.109328743492691,0,-0.017236889737149,0,0,0,0,0,0
X601939.CH.EQUITY,0.303042904968919,0,0,0,0,0,0,0,0,0.055009533572566,0,0,0,0,0,0,-0.181499459400746,0,0,0.164992563659991,0,0,0.247494466586632,0,0,0,-0.27483332500263,0,0,0,0,0,0,0,-0.111948487978552,0,0,0,0,0.00810578548876854,0.499726125635958,0,0,-0.0345023785687061,0,0.0513205811386015,0,0,0,0,0,0.164940959262023
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0519480293139972,0,0.153725468281915,0,0.259760401705268,0,0.0214934349925096,0,0.348617070358554,-0.103915719098432,0,0,0,0,-0.0726947778931859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,4.33680868994202e-19,0,0,0,0.145543115307141,0.395606962581491,0,0,0,-3.46944695195361e-18,0,0,0,0.170940843317632,0,0,0,0,0,0,0,0.0897841820688345,0,0,0.0351278031373673,0.043663150958875,-0.138095068384499,0,0,0,0,0,0,0,0,0.053535330077662,0,0,0.131036589522301,0,0,0,0,0,-0.186029614043431,0,0,0.123728601940336,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.284161603453749,0,0,0,0.135814250755328,0,0.104883808600685,0,0,0,0.149013618527453,0,0,0.040352368819961,0,0,-0.0307768572805417,0,0,0,0.0676316842491002,0,0,0,0,0,-0.227649438864116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990810546817005,0,0
X1299.HK.EQUITY,0,0,0,0,0.161076272798009,0,0,0,0,0,0,0,0,0.0147367611736024,0,0,0,0.18503707297893,0,0,0,0,0,0,0,0.0673427452106467,0,0.0216034506328848,0,0.11319519600171,6.93889390390723e-18,0,0.127213463981433,0,0,0,0.38636576373741,0,0,0,0,0,0,5.42101086242752e-20,-0.216733577352177,0,0,0,0,0,0,-0.0441406163290093
X600036.CH.EQUITY,0,0.0592898083789111,0,0,0,0,0,0,0,0.526322076961364,0,0,0,0,0,0,0.070094386698028,0,0,0,0.241542937942699,0,0,0,0,0,0,0,0.147636921512417,0,0,0,-0.197997926581024,0,0,0,0,-0.166477495843732,-0.00286042339188063,-0.0236012954691024,0,0,0,0,0.192274471077559,-0.0511641207892984,0,0,0,0.0305323225029701,0,0
X601628.CH.EQUITY,0,0.109675927475805,0.0100679559208837,0.0497678954465564,0,0,0,0,0,0,0,0,0,0,0,-0.0495399532581281,0.179445903541276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134930585260738,0.215819458535493,0,0,0,0,0,0.243502358017798,0,0.0774928545500767,0.13564167106252,0,0,0,0,0,0,-0.0631528986293225
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.701314983508097,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.134831768800966,0,0,0,0,0,0.0383748240892623,0,0,0,0,0,0,0,0,0,0,0,-0.00868338270519999,0,0,0.0228284168150793,0,0,0,-0.181972451643842,0,0,0,0.0395096142310486,-0.0118334963089114,0
