,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0251316764278653,0,0.113393727748594,0.143253787421426,0,0.327367775541595,0,0,0,0,0,0.128781068704607,0,0,0,0,0.0659216547620778,0,-0.00738829477064477,0,0,-1.38777878078145e-17,0,0,0,0,0.174585983400914,0,0,0,0,0,0,0,0.00189663031784929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0949326539449791,0,0,0,0,0.0792399141315537,0,0,0.206071136495206,0,0,0,0,0,0,0,0.114699108943262,0.124797345895247,0,0.0900361474358361,0,0,0,0,0,0,0,0,0,0.0961861122780431,-0.0858051939693741,0,0,0.0708030899510281,0,0,0.154488489496122,0,0.0667792666810694,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183183636145163
X601939.CH.EQUITY,0.0775759099461213,0,0,0.0961219140656312,0,0,0,0,0,0,0.304251661419385,0,0,0,0,0,0,0,0,0,0.011600504501269,0,0,0,0,0,-0.1110862926857,-0.0218809954111476,0,0,8.67361737988404e-19,0,0,0,0,0,0.208499470023541,0.03629826476051,0,0,0.100483088887085,0,0,0.256422447005842,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.343807595411944,0,0.0265960639460699,0,0,0.48963162537752,0,0,0,0,0.00721849824761009,0,0,0,0.0353889397449969,0,0,0.00914522741910871,-0.0256389817504217,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100455252664748,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,-0.227255313456927,0,0.23604849755232,0,0.0836394308378833,0,0,0.669980518581157,0,0.0580657106145281,0,0,0,0,0,0,0.233895698398569,0,0,0,0,0.0834266936881994,-0.502959178546341,0,0,0,0,0,0,0,0,0.189725143909072,0,0.288176507911953,0.00146421282024347,0,0,0,0,0,0,0,0,0,0,0.203201270251401,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0564755110405664,0,0,0,0,0.280596204528232,0.0734199786985951,0,0,0,0,0,0.372215894120747,0,0,0,0,0,0,0,0.057563313559138,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0600259254215886,0,0,0,0.0107375513381751,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.158439509901476,0,0,0.256754621159119,0,0,0,0,0,0.138334776525814,0,0,0.0182991700414004,0,0,0,0,0,0,0.0176988177741805,0,6.93889390390723e-18,0.138416277639904,0,0.149510717197881,0.137918650396408,0,0,0,0,0.0443159433333492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.10366882186143,0,0,0,0,0,0,1.38777878078145e-17,0.406764757292945,0,0,0.18629847855311,0,0,0,0.167861206247345,0,0,0,0,0,0,0.293909998609633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.371672797882212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458796123854834,0,0,0,0.0932022789100459,0,0,0,0.214522104692266,-0.0478414323837469,0,0,0.0147908181943254,0,0.260497686511826,0,0,0,0,0.116952525415018,0,-0.132597105045844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0.0940559082559275,-0.170544839125842,0,0,0,0,0,0.210842919832537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969941155434083,0,-0.139988523156107,0,0,0,0,0,3.46944695195361e-18,0,0.789594760743925,0,0,0,0,0,0.280164300157034,0,-0.292672282837995,0,0,0,0
