,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0581863909243453,0,0.499333141169829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121837427632912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197554849571168,0,0.0136835175605118,0,0,0,0,0,0.0163303678741654,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.016003859436751,0,0,0,-0.0146849596175125,0,0,0,0.186658329699704,0,0,0,0,0,0.48971767525335,0,0,0,0,0,-0.0516591830517092,0,0.118303245667513,0,0,0,0,0,0,0.0652560027356997,0,0,0.0771779999464769,0,0,0,0,0,0,0,0,0,0.010891593156494,-6.93889390390723e-18,0.000832170110100987,0,0,0.144175710171134
X601939.CH.EQUITY,0,0,0,0,0.135501550572245,0,0.350220932801416,0,0,0,0.00556363382513563,0,-0.149645954617144,0,0.00544412287551967,0,0,0,0,0,0.0250873351355388,0,0.528526068947479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129335892617928,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.147394690241337,0,0,0,0,0,0,0,0.268119244535689,0,0,0,0,0,0.0503950745227783,0,0,0,-0.200814230384658,0,0.00836047689362867,0.0596706740555874,0,0.386485470677708,0,0.269121397930677,0,0,0,0,0,0,0,0,0,0,0,0.117164209164097,0,0,0,-0.0300318957386602,0,0.0332669994165896
X601288.CH.EQUITY,0.0825609409686936,0,2.16840434497101e-19,0,0,0,0,-0.0116125543077237,0,0.0134128163726359,0,0,0,0.0410403369059174,0,0.451389406382598,0,0,0,0,0,0,0.315938834799117,0,0,0,0,0,0.000632635930533435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260420463448107,0,0,-0.0155532452721502,0,0,-0.0605828414837661
X600036.CH.EQUITY,0.191333671382844,0.0654738513945138,0,0.0588388084926485,0,0,0,0,0,0,0,0,0,0.30306883567422,0,0,0,0,0.0256086488677537,0,0,0,0,0,0.271193243288123,0,0,0,0,0.0451063784396851,0,0,0,0,0,0,0,0,0,0,0,0.0255529953693921,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.116031063791889,0.146397219108143,0.0592916099553516,0,0.0429526020116759,0.333801085118243,0,0,0,0,0,0,0,0,0,0.217202442309926,0,0,0,0,0.170491986966605,0,0,0,0.0129920266012753,-0.0127157774433231,0,0,0,0,0.0541984779841639,0,-0.0579675929083674,0,0,0,0,0,0,0,0,0,0,-0.147276623039727,0,0,0,0,0,0,0,0.0831996814240646,0
X1299.HK.EQUITY,0,0,-0.157942219265251,0,-0.064302354441389,0,0,0,0,0.249445344302999,0,0,0,0,0,0,0.0260169413386775,0,0,0,-0.10665054535938,0,0,0,0.0470633467710468,0.17714969488388,0.44983236551307,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0429180472280957,0,-0.0500758255794559,0.028507793556124,0.127846035337621,0,0,0,0.210822008245437,0,0,0,-0.0448576369214539
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.00088687937335608,0,-0.186344933316756,0,0,0,0,0,-0.130484031898488,0,0,0,0.148808479153052,0,0,0,0,0.098032892354351,0.439829972463481,0,0,0,0.0539317554777983,0,0,0,0,0,0,0,0,0,0,0.0251913728882645,0.179437925121661,0.184849208019099,0,0,0,0,0.122791049254471,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11254653491124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124300661051135,0,0,0.32655704114863,0.176553654488679,0,0,0,0,0.0713271667319771,0.154144156207475,0,0,-0.247000779453254,-0.15969927782892,0,0.0336915507111929,0,0.307266911314451,0,0,0,0.00782581919855727,0,0
