,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.416538357010521,0,0.221351365301254,0,0,1.73472347597681e-18,0,0,0,0,0,0.00199156580156964,0,0,0,0,0.0314158582603585,0,0,0,0,0,0,0,0,0,0.0652705709727175,0,-0.101330449352334,0,0,0,-0.0153777054628538,0,0,0,0,0.0506644510772549,0,0,0,0.176730425776393,0,0,0,0,0,0,0,-0.0231726202112103,0
X601939.CH.EQUITY,0.153287236317269,0,0,0.609727678833809,0,0.0159619783963077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133057012811455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719800989725566,0,0.0116808523603181
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0132847274641821,0,0,0,0,0,0,0,0.0865609993865702,0.290884520224222,0,0,0,0,0,0,0.139409473922333,0,0,0,0,0,0,0,0,0,0.0497657539547595,0,0,0,0.197920711738531,0.0686212841937151,0,0.0130977758409144,0,0,0,0.0185122099629095,0,0.0694953248518702,0,0,0,0
X601288.CH.EQUITY,0.0331487585463576,0.218628532433462,0.0492742776900332,0,0,0,0,0,0,0.120719336489926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171788261806427,0,0.204071087482289,0,0,0.107065062599038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0664367620143424,0,0.337026546236632,0,0,0,0,0,0,0,0.192506511839673,0,0,-0.0544550994807238,0,0,0,0,0,0,0.0533250877585325,0,0,0,0.321106413327607,0,0,0,-0.138679753011379,0,0,0,0,0,0,0,0.228654937552809,0,-0.0896988240774545,0,-0.339136676177804,0,-0.0439464414205094,0,0,-0.244213855928454,0
X601988.CH.EQUITY,0.115539388521717,0.0113933501606226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585061699624888,0.0354599962493445,0,0,0,0,0.0121871181387927,0.147913074521401,0,0,0,0,0,0,0,0,0.0618810861885907,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.0873855374155166,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0248282371842,0,0,-0.0228687044457373,0,0,0,0,0,0.072455104398391,0,0,0,0,0,0,0.721580537949344,-0.00801746082059775,0.0269778663982778,0,0,0.0987847614600393,0,0,0,0,0,0,0,0,0,0,-0.00128802249819527,0,0.0667645383399552,0.0579389139937366,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267671821892036,0,0,0,0,0,0,0,0.209479394577403,0,0,0,0,0,0.0571155977784571,0,0,0,0,0,0,0,0,0.0455441209495065,0.114439942297597,-0.0716063885443419,0,0.338070605223877,0.188218856832585,0,0,0,0,0,0,0,0,0,0,-0.0756736449240712,0,-1.73472347597681e-18,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.217416334255647,1.73472347597681e-18,0,0,0.0305834012112424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504687146785544,0,0,0,0,0,0,0,0,0,0,0,0,0.403608631071101,0,0.233031312752442,0,0,0.0292895832333362,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171101968679526,0,0,0,0,0.115254384934999,0,0,0,0,0,0,0.258946592271372,0,0,0,0,0,0,0,0.226980754973897,0,0,0,0,0.0662426556959118,0,0,0,0,0.00607793728684728,-0.00589657601218295,0,0,0,0,0,0.201638780388474,0,0,0,0,0.00225708560886859,0,0,0,0,0.0285788351714273,0,0,0
